Component,Entry Date,Exit Date,Signal,Entry Price,Exit Price,Holding Days Actual,Return,ΔStorage,ΔTemp/HDD/CDD,Price Momentum,Basis Deviation,ΔLNG Feed Gas,Nuclear Drop,Managed Money,Upcoming Outage Risk,Forecasted Balance,SMA Crossover,Volatility Breakout,Confidence
Leidy-Transco,2024-10-09,2024-10-16,STRONG BUY,1.665,1.93,7,0.1591591591591591,0,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
Leidy-Transco,2024-10-10,2024-10-17,STRONG BUY,1.675,1.77,7,0.05671641791044774,0,1,1,2,0,3,0,1,0,1,0,0.5454545454545454
Leidy-Transco,2024-10-16,2024-10-23,STRONG BUY,1.93,1.585,7,-0.17875647668393782,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Leidy-Transco,2024-10-17,2024-10-24,STRONG BUY,1.77,1.78,7,0.005649717514124299,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Leidy-Transco,2024-10-23,2024-10-30,STRONG BUY,1.585,1.57,7,-0.00946372239747628,0,1,0,1,0,3,0,1,0,1,1,0.5454545454545454
Leidy-Transco,2024-10-24,2024-10-31,STRONG BUY,1.78,1.64,7,-0.0786516853932585,0,1,1,2,0,3,0,1,0,1,1,0.6363636363636364
Leidy-Transco,2024-10-25,2024-11-01,STRONG BUY,1.79,1.38,7,-0.229050279329609,0,1,1,1,0,3,0,1,0,1,0,0.5454545454545454
Leidy-Transco,2024-11-19,2024-11-26,STRONG BUY,1.835,2.715,7,0.47956403269754766,0,3,1,2,0,0,0,1,0,1,1,0.5454545454545454
Leidy-Transco,2024-11-20,2024-11-27,STRONG BUY,1.965,3.13,7,0.5928753180661577,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Leidy-Transco,2024-11-21,2024-11-28,STRONG BUY,2.28,3.13,7,0.3728070175438597,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Leidy-Transco,2024-11-22,2024-11-29,STRONG BUY,2.61,3.13,7,0.1992337164750958,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Leidy-Transco,2024-11-26,2024-12-03,STRONG BUY,2.715,2.915,7,0.07366482504604059,0,3,1,2,0,0,0,1,0,1,1,0.5454545454545454
Leidy-Transco,2024-11-27,2024-12-04,STRONG BUY,3.13,2.575,7,-0.17731629392971238,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Leidy-Transco,2024-12-21,2024-12-28,STRONG BUY,3.115,2.11,7,-0.32263242375601936,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Leidy-Transco,2024-12-23,2024-12-30,STRONG BUY,3.115,2.11,7,-0.32263242375601936,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-03-03,2023-03-10,STRONG BUY,2.7083,2.5778,7,-0.04818520843333459,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2023-05-17,2023-05-24,STRONG BUY,2.325,2.13,7,-0.0838709677419356,0,1,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2023-05-18,2023-05-25,STRONG BUY,2.17,2.125,7,-0.02073732718894006,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-05-19,2023-05-26,STRONG BUY,2.16,2.02,7,-0.06481481481481487,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-06-15,2023-06-22,STRONG BUY,2.025,2.17,7,0.07160493827160495,0,1,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-06-16,2023-06-23,STRONG BUY,2.04,2.215,7,0.08578431372549011,0,1,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-06-21,2023-06-28,STRONG BUY,2.26,2.56,7,0.13274336283185853,0,1,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2023-06-22,2023-06-29,STRONG BUY,2.17,2.475,7,0.14055299539170515,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-06-23,2023-06-30,STRONG BUY,2.215,2.345,7,0.05869074492099338,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-06-27,2023-07-04,STRONG BUY,2.385,2.225,7,-0.06708595387840659,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2023-06-28,2023-07-04,STRONG BUY,2.56,2.225,6,-0.13085937499999997,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2023-07-20,2023-07-27,STRONG BUY,2.26,2.335,7,0.03318584070796468,0,3,2,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2023-07-21,2023-07-28,STRONG BUY,2.325,2.265,7,-0.025806451612903247,0,3,2,2,0,1,0,1,0,1,1,0.6363636363636364
Michcon,2023-07-25,2023-08-01,STRONG BUY,2.38,2.215,7,-0.06932773109243699,0,3,1,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2023-07-27,2023-08-03,STRONG BUY,2.335,2.175,7,-0.06852248394004289,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-09-14,2023-09-21,STRONG BUY,2.355,2.215,7,-0.05944798301486205,0,1,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-09-20,2023-09-27,STRONG BUY,2.36,2.165,7,-0.08262711864406773,0,1,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-10-05,2023-10-12,STRONG BUY,2.445,2.365,7,-0.032719836400817846,0,1,2,2,0,3,0,1,0,-1,1,0.5454545454545454
Michcon,2023-10-06,2023-10-13,STRONG BUY,2.44,2.205,7,-0.09631147540983602,0,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-11-01,2023-11-08,STRONG BUY,3.045,1.815,7,-0.4039408866995074,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2023-12-06,2023-12-13,STRONG BUY,2.51,2.125,7,-0.15338645418326685,0,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-01-10,2024-01-17,STRONG BUY,2.865,2.77,7,-0.03315881326352537,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-01-13,2024-01-20,STRONG BUY,4.175,2.315,7,-0.44550898203592815,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-03-08,2024-03-15,STRONG BUY,1.565,1.295,7,-0.17252396166134187,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-04-01,2024-04-08,STRONG BUY,1.61,1.605,7,-0.0031055900621118726,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-04-03,2024-04-10,STRONG BUY,1.715,1.685,7,-0.017492711370262405,0,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-04-04,2024-04-11,STRONG BUY,1.805,1.6,7,-0.11357340720221598,0,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-04-05,2024-04-12,STRONG BUY,1.68,1.42,7,-0.15476190476190477,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-04-10,2024-04-17,STRONG BUY,1.685,1.33,7,-0.21068249258160235,0,3,0,1,0,3,0,1,0,1,1,0.5454545454545454
Michcon,2024-05-01,2024-05-08,STRONG BUY,1.535,1.675,7,0.09120521172638445,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-05-08,2024-05-15,STRONG BUY,1.675,1.755,7,0.04776119402985066,0,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-05-09,2024-05-15,STRONG BUY,1.695,1.755,6,0.03539823008849548,0,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-05-10,2024-05-17,STRONG BUY,1.66,1.88,7,0.1325301204819277,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-05-14,2024-05-21,STRONG BUY,1.695,2.08,7,0.22713864306784662,0,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-05-15,2024-05-22,STRONG BUY,1.755,1.945,7,0.10826210826210836,0,3,1,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-05-17,2024-05-24,STRONG BUY,1.88,1.965,7,0.04521276595744691,0,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-05-21,2024-05-28,STRONG BUY,2.08,1.6,7,-0.23076923076923075,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-06-13,2024-06-20,STRONG BUY,2.035,2.05,7,0.007371007371007213,0,1,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-06-14,2024-06-21,STRONG BUY,2.07,2.195,7,0.060386473429951695,0,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-06-21,2024-06-28,STRONG BUY,2.195,1.88,7,-0.14350797266514806,0,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-08-10,2024-08-17,STRONG BUY,1.695,1.705,7,0.005899705014749268,0,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-08-15,2024-08-22,STRONG BUY,1.775,1.61,7,-0.09295774647887314,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-08-16,2024-08-23,STRONG BUY,1.785,1.515,7,-0.1512605042016807,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-09-05,2024-09-12,STRONG BUY,1.75,1.815,7,0.03714285714285711,0,3,2,2,0,3,0,1,0,-1,1,0.5454545454545454
Michcon,2024-09-11,2024-09-18,STRONG BUY,1.8,2.03,7,0.12777777777777763,0,1,1,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-09-12,2024-09-19,STRONG BUY,1.815,2.0,7,0.10192837465564741,0,1,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-09-14,2024-09-21,STRONG BUY,1.9,1.88,7,-0.010526315789473694,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-09-18,2024-09-25,STRONG BUY,2.03,2.315,7,0.14039408866995082,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-09-19,2024-09-26,STRONG BUY,2.0,2.24,7,0.1200000000000001,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-09-24,2024-10-01,STRONG BUY,2.18,2.245,7,0.029816513761467864,0,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-09-25,2024-10-02,STRONG BUY,2.315,2.165,7,-0.06479481641468679,0,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-09-26,2024-10-03,STRONG BUY,2.24,2.175,7,-0.029017857142857314,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-09-27,2024-10-04,STRONG BUY,2.265,2.12,7,-0.06401766004415012,0,1,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-10-01,2024-10-08,STRONG BUY,2.245,2.045,7,-0.08908685968819606,0,1,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-10-09,2024-10-16,STRONG BUY,2.23,2.03,7,-0.0896860986547086,0,3,1,1,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-10-10,2024-10-17,STRONG BUY,2.19,1.925,7,-0.12100456621004561,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-11-07,2024-11-14,STRONG BUY,1.72,2.015,7,0.17151162790697683,0,3,1,1,0,3,0,1,0,-1,1,0.5454545454545454
Michcon,2024-11-19,2024-11-26,STRONG BUY,1.85,2.78,7,0.5027027027027026,0,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-11-20,2024-11-27,STRONG BUY,2.015,3.095,7,0.5359801488833746,0,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
Michcon,2024-11-21,2024-11-28,STRONG BUY,2.275,3.095,7,0.3604395604395606,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-11-22,2024-11-29,STRONG BUY,2.735,3.095,7,0.13162705667276065,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-11-26,2024-12-03,STRONG BUY,2.78,2.77,7,-0.003597122302158197,0,3,1,2,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-11-27,2024-12-04,STRONG BUY,3.095,2.64,7,-0.1470113085621971,0,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
Michcon,2024-12-12,2024-12-19,STRONG BUY,2.845,2.8,7,-0.015817223198594153,0,3,2,1,0,1,0,1,0,-1,1,0.5454545454545454
Michcon,2024-12-19,2024-12-26,STRONG BUY,2.8,2.9,7,0.03571428571428575,0,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
Michcon,2024-12-23,2024-12-30,STRONG BUY,2.85,2.49,7,-0.12631578947368416,0,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-04-29,2023-05-05,STRONG BUY,2.0341,1.683,6,-0.17260704980089472,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2023-05-18,2023-05-25,STRONG BUY,2.0568,2.0384,7,-0.00894593543368327,-1,1,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-05-19,2023-05-26,STRONG BUY,2.0051,1.8925,7,-0.056156800159593054,-1,1,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-06-08,2023-06-15,STRONG BUY,1.9501,1.9387,7,-0.005845854058766143,-1,3,2,1,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2023-06-13,2023-06-20,STRONG BUY,1.8376,2.0,7,0.08837614279495,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2023-06-14,2023-06-21,STRONG BUY,1.9473,2.225,7,0.14260771324397886,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-06-15,2023-06-22,STRONG BUY,1.9387,2.115,7,0.09093722597616966,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-06-16,2023-06-23,STRONG BUY,1.9967,2.155,7,0.07928081334201427,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-06-21,2023-06-28,STRONG BUY,2.225,2.41,7,0.08314606741573036,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2023-06-22,2023-06-29,STRONG BUY,2.115,2.44,7,0.15366430260047267,-1,3,1,2,0,3,0,1,0,1,-1,0.5454545454545454
NGPL-Midcont Pool,2023-06-23,2023-06-30,STRONG BUY,2.155,2.33,7,0.08120649651972171,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-06-27,2023-07-04,STRONG BUY,2.375,2.215,7,-0.06736842105263163,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2023-06-28,2023-07-04,STRONG BUY,2.41,2.215,6,-0.08091286307053953,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-06-30,2023-07-07,STRONG BUY,2.33,2.07,7,-0.11158798283261812,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-07-19,2023-07-26,STRONG BUY,2.29,2.355,7,0.02838427947598251,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2023-07-21,2023-07-28,STRONG BUY,2.37,2.3,7,-0.02953586497890307,-1,3,2,2,0,1,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2023-07-27,2023-08-03,STRONG BUY,2.375,2.175,7,-0.08421052631578956,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-09-13,2023-09-20,STRONG BUY,2.285,2.27,7,-0.006564551422319529,-1,3,1,1,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2023-09-14,2023-09-21,STRONG BUY,2.275,2.13,7,-0.06373626373626375,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-09-15,2023-09-22,STRONG BUY,2.335,2.055,7,-0.11991434689507487,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2023-10-04,2023-10-11,STRONG BUY,2.29,2.455,7,0.0720524017467249,-1,3,2,1,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2023-10-05,2023-10-12,STRONG BUY,2.515,2.325,7,-0.07554671968190853,-1,3,2,2,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2023-10-06,2023-10-13,STRONG BUY,2.505,2.205,7,-0.1197604790419161,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-10-27,2023-11-03,STRONG BUY,2.26,2.4,7,0.06194690265486732,-1,3,1,1,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2023-11-01,2023-11-08,STRONG BUY,2.865,1.475,7,-0.48516579406631766,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2023-11-23,2023-11-30,STRONG BUY,2.435,2.46,7,0.010266940451745343,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-01-05,2024-01-12,STRONG BUY,2.48,2.625,7,0.05846774193548388,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-01-10,2024-01-17,STRONG BUY,2.99,3.63,7,0.2140468227424748,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-01-13,2024-01-20,STRONG BUY,13.335,2.245,7,-0.8316460442444694,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-03-06,2024-03-12,STRONG BUY,1.45,1.295,6,-0.10689655172413795,-1,3,1,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-03-07,2024-03-14,STRONG BUY,1.505,1.06,7,-0.2956810631229235,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-03-08,2024-03-15,STRONG BUY,1.42,1.16,7,-0.18309859154929578,-1,3,1,1,0,3,0,1,0,1,-1,0.5454545454545454
NGPL-Midcont Pool,2024-04-03,2024-04-10,STRONG BUY,1.41,1.4,7,-0.0070921985815602905,-1,3,2,2,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2024-04-04,2024-04-11,STRONG BUY,1.56,1.29,7,-0.17307692307692307,-1,3,2,2,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2024-04-10,2024-04-17,STRONG BUY,1.4,1.01,7,-0.2785714285714285,-1,3,1,1,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-05-01,2024-05-08,STRONG BUY,1.39,1.57,7,0.12949640287769795,-1,3,1,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-05-02,2024-05-09,STRONG BUY,1.33,1.625,7,0.22180451127819542,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-05-03,2024-05-10,STRONG BUY,1.345,1.63,7,0.21189591078066908,-1,1,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-05-07,2024-05-14,STRONG BUY,1.45,1.55,7,0.06896551724137938,-1,1,1,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-05-08,2024-05-15,STRONG BUY,1.57,1.625,7,0.03503184713375792,-1,1,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-05-09,2024-05-15,STRONG BUY,1.625,1.625,6,0.0,-1,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-05-10,2024-05-17,STRONG BUY,1.63,1.75,7,0.07361963190184057,-1,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-05-15,2024-05-22,STRONG BUY,1.625,1.515,7,-0.06769230769230775,-1,1,1,1,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-05-17,2024-05-24,STRONG BUY,1.75,1.485,7,-0.15142857142857138,-1,1,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-06-13,2024-06-20,STRONG BUY,1.69,1.535,7,-0.09171597633136097,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-06-14,2024-06-21,STRONG BUY,1.885,1.865,7,-0.010610079575596827,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-06-21,2024-06-28,STRONG BUY,1.865,1.875,7,0.005361930294906171,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-07-23,2024-07-30,STRONG BUY,1.765,1.63,7,-0.0764872521246459,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-07-24,2024-07-31,STRONG BUY,1.765,1.705,7,-0.0339943342776203,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-08-01,2024-08-08,STRONG BUY,1.75,1.705,7,-0.025714285714285672,-1,3,1,1,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-08-02,2024-08-09,STRONG BUY,1.73,1.62,7,-0.06358381502890166,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-08-15,2024-08-22,STRONG BUY,1.715,1.55,7,-0.09620991253644316,-1,3,1,1,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2024-08-16,2024-08-23,STRONG BUY,1.755,1.435,7,-0.18233618233618226,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-09-05,2024-09-12,STRONG BUY,1.75,1.65,7,-0.0571428571428572,-1,3,2,2,0,3,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2024-09-06,2024-09-13,STRONG BUY,1.715,1.63,7,-0.049562682215743545,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-09-14,2024-09-21,STRONG BUY,1.765,1.725,7,-0.022662889518413495,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-09-18,2024-09-25,STRONG BUY,1.82,2.125,7,0.16758241758241754,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-09-19,2024-09-26,STRONG BUY,1.8,2.175,7,0.2083333333333332,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-09-24,2024-10-01,STRONG BUY,2.03,2.26,7,0.11330049261083744,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-09-25,2024-10-02,STRONG BUY,2.125,2.365,7,0.11294117647058834,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-09-26,2024-10-03,STRONG BUY,2.175,2.405,7,0.10574712643678161,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-09-27,2024-10-04,STRONG BUY,2.175,2.26,7,0.03908045977011493,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-10-01,2024-10-08,STRONG BUY,2.26,2.3,7,0.017699115044247805,-1,3,1,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-10-02,2024-10-09,STRONG BUY,2.365,2.31,7,-0.023255813953488438,-1,3,1,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-10-03,2024-10-10,STRONG BUY,2.405,2.22,7,-0.07692307692307676,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-10-08,2024-10-15,STRONG BUY,2.3,2.07,7,-0.1,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-10-09,2024-10-16,STRONG BUY,2.31,1.85,7,-0.1991341991341991,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-11-19,2024-11-26,STRONG BUY,1.77,2.585,7,0.4604519774011299,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-11-20,2024-11-27,STRONG BUY,1.91,3.035,7,0.5890052356020944,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-Midcont Pool,2024-11-21,2024-11-28,STRONG BUY,2.18,3.035,7,0.3922018348623853,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-11-22,2024-11-29,STRONG BUY,2.67,3.035,7,0.13670411985018735,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-11-27,2024-12-04,STRONG BUY,3.035,2.725,7,-0.10214168039538717,-1,3,2,2,0,3,0,1,0,1,1,0.6363636363636364
NGPL-Midcont Pool,2024-12-12,2024-12-19,STRONG BUY,2.855,2.735,7,-0.042031523642732084,-1,3,2,1,0,1,0,1,0,-1,1,0.5454545454545454
NGPL-Midcont Pool,2024-12-20,2024-12-27,STRONG BUY,2.81,2.46,7,-0.12455516014234878,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-Midcont Pool,2024-12-23,2024-12-30,STRONG BUY,2.72,2.245,7,-0.1746323529411765,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-05-02,2023-05-09,STRONG BUY,2.0067,1.9054,7,-0.05048088902177702,-1,1,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-STX,2023-05-17,2023-05-24,STRONG BUY,2.21,2.07,7,-0.06334841628959281,-1,3,2,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-05-18,2023-05-25,STRONG BUY,2.085,2.075,7,-0.004796163069544263,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-05-19,2023-05-26,STRONG BUY,2.1,2.1,7,0.0,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-05-23,2023-05-30,STRONG BUY,2.16,1.63,7,-0.24537037037037046,-1,3,1,1,0,0,0,1,0,1,1,0.5454545454545454
NGPL-STX,2023-06-14,2023-06-21,STRONG BUY,1.95,2.285,7,0.1717948717948719,-1,3,1,1,0,3,0,1,0,1,1,0.6363636363636364
NGPL-STX,2023-06-15,2023-06-22,STRONG BUY,1.935,2.18,7,0.1266149870801034,-1,3,1,1,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-06-16,2023-06-23,STRONG BUY,2.005,2.22,7,0.10723192019950141,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-06-21,2023-06-28,STRONG BUY,2.285,2.495,7,0.09190371991247262,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
NGPL-STX,2023-06-22,2023-06-29,STRONG BUY,2.18,2.47,7,0.13302752293577982,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-06-23,2023-06-30,STRONG BUY,2.22,2.39,7,0.07657657657657654,-1,3,1,2,0,3,0,1,0,1,0,0.5454545454545454
NGPL-STX,2023-06-27,2023-07-04,STRONG BUY,2.415,2.285,7,-0.053830227743271175,-1,3,2,2,0,0,0,1,0,1,1,0.5454545454545454
