LNG_Name,start_date,end_date,outage_start_value,outage_end_value
Sabine Pass LNG Feed Gas,02/06/2023,02/08/2023,4971.441,4241.742
Sabine Pass LNG Feed Gas,02/18/2023,03/02/2023,5216.9,4790.19
Sabine Pass LNG Feed Gas,03/19/2023,03/27/2023,5208.969,4753.628
Sabine Pass LNG Feed Gas,03/29/2023,04/05/2023,5111.753,4663.024
Sabine Pass LNG Feed Gas,04/17/2023,04/20/2023,5110.999,4727.426
Sabine Pass LNG Feed Gas,05/01/2023,05/03/2023,4852.119,4496.368
Sabine Pass LNG Feed Gas,05/31/2023,06/27/2023,4283.022,3609.534
Sabine Pass LNG Feed Gas,07/09/2023,07/12/2023,4188.686,3963.996
Sabine Pass LNG Feed Gas,08/19/2023,08/22/2023,4285.666,4066.931
Sabine Pass LNG Feed Gas,09/19/2023,09/22/2023,4561.512,4212.391
Sabine Pass LNG Feed Gas,11/05/2023,11/08/2023,4909.289,4542.851
Sabine Pass LNG Feed Gas,11/29/2023,12/01/2023,5005.926,4709.91
Sabine Pass LNG Feed Gas,01/07/2024,01/09/2024,5192.634,4342.7
Sabine Pass LNG Feed Gas,01/12/2024,01/16/2024,5217.764,3909.838
Sabine Pass LNG Feed Gas,02/06/2024,02/10/2024,5208.239,4944.884
Sabine Pass LNG Feed Gas,02/17/2024,02/21/2024,5215.001,4193.0
Sabine Pass LNG Feed Gas,03/20/2024,03/22/2024,5095.4,4808.001
Sabine Pass LNG Feed Gas,04/14/2024,04/16/2024,4791.66,4040.725
Sabine Pass LNG Feed Gas,05/13/2024,05/15/2024,4403.934,3813.785
Sabine Pass LNG Feed Gas,06/02/2024,06/04/2024,4338.563,4055.668
Sabine Pass LNG Feed Gas,06/17/2024,06/28/2024,4367.037,4011.706
Sabine Pass LNG Feed Gas,06/30/2024,07/02/2024,4378.949,3661.39
Sabine Pass LNG Feed Gas,08/11/2024,08/15/2024,4490.0,4167.183
Sabine Pass LNG Feed Gas,09/29/2024,10/02/2024,4665.566,4396.253
Sabine Pass LNG Feed Gas,10/20/2024,10/24/2024,4892.391,4503.576
Sabine Pass LNG Feed Gas,11/02/2024,11/07/2024,4712.201,4292.396
Sabine Pass LNG Feed Gas,11/15/2024,11/18/2024,4981.841,4683.045
Sabine Pass LNG Feed Gas,12/02/2024,12/04/2024,4931.736,4634.205
Sabine Pass LNG Feed Gas,12/08/2024,12/12/2024,4979.241,4690.094
Sabine Pass LNG Feed Gas,02/02/2025,02/05/2025,4990.346,4600.072
Sabine Pass LNG Feed Gas,03/06/2025,03/08/2025,5069.837,4799.393
Sabine Pass LNG Feed Gas,03/21/2025,03/23/2025,5052.773,4757.713
Sabine Pass LNG Feed Gas,03/31/2025,04/02/2025,4660.371,3876.255
Sabine Pass LNG Feed Gas,05/28/2025,06/15/2025,4477.984,2882.246
US LNG Exports - Plaquemines LNG,06/27/2024,07/11/2024,2.993,0.0
US LNG Exports - Plaquemines LNG,07/15/2024,07/29/2024,1.995,0.0
US LNG Exports - Plaquemines LNG,08/02/2024,08/05/2024,9.975,7.481
US LNG Exports - Plaquemines LNG,08/11/2024,09/26/2024,34.89,19.927
US LNG Exports - Plaquemines LNG,09/30/2024,10/11/2024,29.892,27.487
US LNG Exports - Plaquemines LNG,10/24/2024,10/28/2024,32.097,27.414
US LNG Exports - Plaquemines LNG,11/04/2024,11/18/2024,31.937,24.938
US LNG Exports - Plaquemines LNG,11/20/2024,11/25/2024,40.122,20.156
US LNG Exports - Plaquemines LNG,11/30/2024,12/02/2024,27.637,0.0
US LNG Exports - Plaquemines LNG,12/09/2024,12/11/2024,49.79,24.898
US LNG Exports - Plaquemines LNG,12/16/2024,12/18/2024,248.622,144.406
US LNG Exports - Plaquemines LNG,12/28/2024,01/02/2025,637.379,425.371
US LNG Exports - Plaquemines LNG,01/06/2025,01/08/2025,664.066,329.069
US LNG Exports - Plaquemines LNG,01/25/2025,02/03/2025,1288.98,929.856
US LNG Exports - Plaquemines LNG,02/11/2025,02/13/2025,1359.475,1250.95
US LNG Exports - Plaquemines LNG,02/23/2025,03/10/2025,1765.68,1647.995
US LNG Exports - Plaquemines LNG,03/24/2025,03/29/2025,2149.223,2007.801
US LNG Exports - Plaquemines LNG,04/03/2025,04/07/2025,2140.411,1894.878
US LNG Exports - Plaquemines LNG,04/09/2025,04/12/2025,2384.085,2243.44
US LNG Exports - Plaquemines LNG,04/15/2025,05/02/2025,2302.876,2092.215
US LNG Exports - Plaquemines LNG,05/13/2025,05/28/2025,2659.989,2407.674
US LNG Exports - Plaquemines LNG,06/06/2025,06/10/2025,2842.354,2648.513
US LNG Exports - Plaquemines LNG,06/13/2025,06/15/2025,2830.501,2616.995
