ticker,series_id,series_desc,metadata_desc,entity_name,cmdty_class,sub_cmdty_desc,asset_name,region_name,country_name,state_name,province_name,status,series_type,sub_region,table_name,mongo_id,metadata_uuid,entity_id
STCN.NG.STGGRSWTD.CAD.A,statcan_gross_wd_cad,StatCan - Gross withdrawals - Canada,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,5780ef374e720c152dcad5ef,858093a0-4979-11ed-bc1d-9f0d5fdec542,66bfc570b7a98139e191ebca
STCN.NG.STGGRSWTD.ONT.A,statcan_gross_wd_ont,StatCan - Gross withdrawals - Ontario,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Ontario,Canada,,Ontario,TRUE,Actual,,,5780ef374e720c152dcad5ef,7c04a3b0-497a-11ed-bc1d-9f0d5fdec542,66bfc570b7a98139e191ebca
STCN.NG.STGGRSWTD.NS.A,statcan_gross_wd_ns,StatCan - Gross withdrawals - Nova Scotia,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Nova Scotia,Canada,,Nova Scotia,TRUE,Actual,,,5780ef374e720c152dcad5ef,5d9f1d60-497a-11ed-bc1d-9f0d5fdec542,66bfc570b7a98139e191ebca
STCN.NG.STGCLSINV.SAS.A,statcan_close_inv_sk,StatCan - Closing inventory - Saskatchewan,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Saskatchewan,Canada,,Saskatchewan,TRUE,Actual,,,5780ef374e720c152dcad5ef,a632a630-4972-11ed-a280-fb250715542c,66bfc570b7a98139e191ebca
STCN.NG.STGINVCHG.CAD.A,statcan_inv_chg_cad,StatCan - Inventory change - Canada,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,5780ef374e720c152dcad5ef,a53cc4c0-4983-11ed-9f3f-1bca688d37cd,66bfc570b7a98139e191ebca
STCN.NG.STGINVCHG.BC.A,statcan_inv_chg_bc,StatCan - Inventory change - British Columbia,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,British Columbia,Canada,,British Columbia,TRUE,Actual,,,5780ef374e720c152dcad5ef,1aaf6880-4983-11ed-9f3f-1bca688d37cd,66bfc570b7a98139e191ebca
STCN.NG.STGGRSWTD.QBC.A,statcan_gross_wd_que,StatCan - Gross withdrawals - Quebec,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Quebec,Canada,,Quebec,TRUE,Actual,,,5780ef374e720c152dcad5ef,a415c000-497a-11ed-bc1d-9f0d5fdec542,66bfc570b7a98139e191ebca
STCN.NG.STGCLSINV.BC.A,statcan_close_inv_bc,StatCan - Closing inventory - British Columbia,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,British Columbia,Canada,,British Columbia,TRUE,Actual,,,5780ef374e720c152dcad5ef,6e7ea8c0-4971-11ed-a280-fb250715542c,66bfc570b7a98139e191ebca
STCN.NG.STGOPENINV.AB.A,statcan_open_inv_alb,StatCan - Opening inventory - Alberta,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Alberta,Canada,,Alberta,TRUE,Actual,,,5780ef374e720c152dcad5ef,6e256330-4987-11ed-9f3f-1bca688d37cd,66bfc570b7a98139e191ebca
STCN.NG.STGGRSWTD.AB.A,statcan_gross_wd_alb,StatCan - Gross withdrawals - Alberta,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Alberta,Canada,,Alberta,TRUE,Actual,,,5780ef374e720c152dcad5ef,05e0c340-4979-11ed-bc1d-9f0d5fdec542,66bfc570b7a98139e191ebca
STCN.NG.STGOPENINV.CAD.A,statcan_open_inv_cad,StatCan - Opening inventory - Canada,Natural Gas Storage,Statistics Canada (StatCan),Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,5780ef374e720c152dcad5ef,458c5cc0-4988-11ed-9f3f-1bca688d37cd,66bfc570b7a98139e191ebca
PLAG.SWLA.155.GOM.A,sting_gom_to_swla,Stingray Gulf of Mexico Inflow to SWLA,Pipeline Delivery Volumes,"Stingray Energy Services, LLC",,,,Gulf Coast,United States,Louisiana,,TRUE,Actual,,,5630f3f415983cbc06213456,4afb0dc0-a3c3-11ec-93ab-f3bb364efdc2,58d126dfeecf740844d9dc9d
,,,Average Realized Price - Crude,Stone Energy Corp.,Crude Oil,,,Appalachia,United States,,,TRUE,,,,56a0f3dfff90363b6dab7f55,07550210-f5dc-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Average Realized Price - Natural Gas,Stone Energy Corp.,Natural Gas,,,Appalachia,United States,,,TRUE,,,,56a0f429ff90363b6dab7f59,23fcd2d0-f5dc-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Average Realized Price - NGL,Stone Energy Corp.,Natural Gas Liquids (NGL),,,Appalachia,United States,,,TRUE,,,,56a0f3f1ff90363b6dab7f56,1680acd0-f5dc-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Barrels of Oil Equivalent,Stone Energy Corp.,Barrel of Oil Equivalent (BOE),,,Appalachia,United States,,,TRUE,,,,56959764f3ca6443516d4aa6,9cc6b7e0-f5db-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Capital Spending,Stone Energy Corp.,,,,North America,United States,,,TRUE,,,,57236ef77a4ce4e550a7c357,98878d70-47b2-11e6-9704-55cff9097eb8,558ae1e4c8dbd68523f2f7d2
,,,Capital Spending - Forecast,Stone Energy Corp.,Financial,Capital Budget,,,United States,,,TRUE,,,,579b539b1b71bcbe47e0de89,b5eb7fe0-5d77-11e6-9ec1-61f13e866546,558ae1e4c8dbd68523f2f7d2
,,,Cash and Cash Equivalents,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,bfb62240-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Cash Flow from Financing,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57f50986df15d7901a674fa4,aa7b6930-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Cash Flow from Investing,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57f50977df15d7901a674fa3,b04be7e0-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Cash Flow from Operations,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57236ec77a4ce4e550a7c355,b69eb5f0-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Crude Oil Production,Stone Energy Corp.,Crude Oil,,,Appalachia,United States,,,TRUE,,,,55a8156d0c2ecfd8307bf6c4,2ba58960-f5db-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Hedges,Stone Energy Corp.,Crude Oil,,,Gulf Coast,United States,,,TRUE,,,,58580083f8ca6a325153b31c,95656c90-3599-11e7-8fa8-4707d3d7a72f,558ae1e4c8dbd68523f2f7d2
,,,Lease Operating Expenses,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,56214f8537340954121ae578,8d5ba950-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Long Term Debt,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57d9862e3ae611cf7dc76607,a15cf800-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Natural Gas Production,Stone Energy Corp.,Natural Gas,,,Appalachia,United States,,,TRUE,,,,55bf92caa4a923047d999e79,76227200-f5db-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Net Income,Stone Energy Corp.,Earnings,,,,United States,,,TRUE,,,,56a6876b3eab55b56001d8e3,13485aa0-f5db-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,NGL Production,Stone Energy Corp.,Natural Gas Liquids (NGL),,,Appalachia,United States,,,TRUE,,,,55b7ad2b7a4170482c981f6d,8c6d89a0-f5db-11e5-9e25-1f646dfa88fa,558ae1e4c8dbd68523f2f7d2
,,,Operating Expenses,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57e45e2f4c3d62134e273f1c,c68e7400-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Production,Stone Energy Corp.,Natural Gas Liquids (NGL),,,,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,d642eb20-5d77-11e6-9ec1-61f13e866546,558ae1e4c8dbd68523f2f7d2
,,,Production,Stone Energy Corp.,Barrel of Oil Equivalent (BOE),,,,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,e0ae27a0-5d77-11e6-9ec1-61f13e866546,558ae1e4c8dbd68523f2f7d2
,,,Production,Stone Energy Corp.,Crude Oil,,,,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,c71bd440-5d77-11e6-9ec1-61f13e866546,558ae1e4c8dbd68523f2f7d2
,,,Production,Stone Energy Corp.,Natural Gas,,,,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,cea01d70-5d77-11e6-9ec1-61f13e866546,558ae1e4c8dbd68523f2f7d2
,,,Total Current Liability,Stone Energy Corp.,Financial,,,,United States,,,TRUE,,,,57d997823ae611cf7dc76638,96858c30-914e-11e6-bb48-5f822257a757,558ae1e4c8dbd68523f2f7d2
,,,Capital Spending,Suncor Energy Inc.,,,,North America,Canada,,,TRUE,,,,57236ef77a4ce4e550a7c357,bbba6d60-477d-11e6-9704-55cff9097eb8,558ae1e9c8dbd68523f2f81f
,,,Capital Spending - Forecast,Suncor Energy Inc.,Financial,Capital Budget,,North America,Canada,,,TRUE,,,,579b539b1b71bcbe47e0de89,818beab0-58ee-11e6-8b48-9f3b8dcaedf5,558ae1e9c8dbd68523f2f81f
,,,Cash and Cash Equivalents,Suncor Energy Inc.,Financial,,,,Canada,,,TRUE,,,,57f509dfdf15d7901a674fa5,0bfc8e20-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Cash Flow from Financing,Suncor Energy Inc.,Financial,,,,Canada,,,TRUE,,,,57f50986df15d7901a674fa4,5673d170-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Cash Flow from Investing,Suncor Energy Inc.,Financial,,,,Canada,,,TRUE,,,,57f50977df15d7901a674fa3,4dfc2790-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Cash Flow from Investing,Suncor Energy Inc.,Financial,,,,Canada,,,TRUE,,,,57f50986df15d7901a674fa4,4674f830-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Current Assets,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,5857fe0ef8ca6a325153b30f,15b395d0-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,DD&A Expense,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,56214f9637340954121ae57a,e991d340-ef02-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Exploration Expenses,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,56b0ec565e9743af367eb430,f03d96c0-ef02-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Long Term Debt,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,57d9862e3ae611cf7dc76607,30321df0-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Net Earnings (Loss) - E&P,Suncor Energy Inc.,Crude Oil,,,,,,,TRUE,,,,56b37faa65df14b829ca8f4c,3acb45c0-cb5f-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Net Earnings (Loss) - Oil Sands,Suncor Energy Inc.,Crude Oil,,,,,,,TRUE,,,,56b37f9965df14b829ca8f4b,57cb48a0-cb5f-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Net Earnings (Loss) - Refining & Marketing,Suncor Energy Inc.,Crude Oil,,,,,,,TRUE,,,,56b37fb565df14b829ca8f4d,302d1260-cb5f-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Net Earnings (Loss) - Total,Suncor Energy Inc.,Crude Oil,,,,,,,TRUE,,,,56b37fc965df14b829ca8f4e,220c6f00-cb5f-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Operating Expenses,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,57e45e2f4c3d62134e273f1c,d8951200-ef02-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Partners Equity,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,584abaa24c1027f16a54117b,37773b40-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Production,Suncor Energy Inc.,Crude Oil,,,,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,6d46fa40-ef02-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Production,Suncor Energy Inc.,Crude Oil,,,Worldwide,,,,TRUE,,,,569fa08bff90363b6dab6e61,4b157d20-195a-11e7-9e53-7fe1f2cec327,558ae1e9c8dbd68523f2f81f
,,,Production,Suncor Energy Inc.,Crude Oil,Bitumen,,Other,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,d7810660-0e18-11e6-8fbd-c958e2b5f356,558ae1e9c8dbd68523f2f81f
,,,Production,Suncor Energy Inc.,Crude Oil,,,Canada,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,0f1fc390-0e19-11e6-8fbd-c958e2b5f356,558ae1e9c8dbd68523f2f81f
,,,Production,Suncor Energy Inc.,Crude Oil,,,International,,,,TRUE,,,,569fa08bff90363b6dab6e61,bc0b7520-cb5e-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Production,Suncor Energy Inc.,Crude Oil,,,,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,0a2d49e0-cb5f-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Production Forecast - Base,Suncor Energy Inc.,Crude Oil,,,Canada,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,ef02ea20-21bd-11e6-99a4-c13e9907d0bc,558ae1e9c8dbd68523f2f81f
,,,Production Forecast - Base,Suncor Energy Inc.,Crude Oil,,,,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,a5222790-6402-11e6-b326-bffb9136a103,558ae1e9c8dbd68523f2f81f
,,,Refinery Output,Suncor Energy Inc.,Crude Oil,,,,,,,TRUE,,,,55bb598065ecae9c02c4f9bb,ad23d840-cb5e-11e5-893c-51c8f7f07a46,558ae1e9c8dbd68523f2f81f
,,,Revenues,Suncor Energy Inc.,Financial,,,,Canada,,,TRUE,,,,55b940ef6d0133806cb05cb8,802a2ec0-ef02-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Total Assets,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,584ab9d74c1027f16a541179,1edfe9b0-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Total Current Liability,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,57d997823ae611cf7dc76638,29492a60-ef03-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Transportation and Gathering Expenses,Suncor Energy Inc.,,,,,Canada,,,TRUE,,,,5633c9e50b3cfc001a44d609,e2d65850-ef02-11e6-9e97-55d2a9be4078,558ae1e9c8dbd68523f2f81f
,,,Capital Budget,Swift Transportation Company,Financial,Capital Budget,,,,,,TRUE,,,,5640f896b55a78843cb428a6,3af55e70-c3c9-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Capital Spending,Swift Transportation Company,,,,North America,Canada,,,TRUE,,,,57236ef77a4ce4e550a7c357,5a8c0c90-47b1-11e6-9704-55cff9097eb8,558ae1efc8dbd68523f2f86e
,,,Carloads - Dedicated Segment,Swift Transportation Company,,,,,,,,TRUE,,,,56a68c963eab55b56001d8ea,c92041b0-c3a6-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Carloads - Intermodal,Swift Transportation Company,,,,,,,,TRUE,,,,56a12eb5ff90363b6dab831e,01d9e4c0-c3a7-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Carloads - Refridgerated Segment,Swift Transportation Company,,,,,,,,TRUE,,,,56a68c9f3eab55b56001d8eb,e254e4b0-c3a6-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Carloads - Total,Swift Transportation Company,,,,,,,,TRUE,,,,56a12eb8ff90363b6dab831f,17bb1700-c3a7-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Carloads - Truckload Segment,Swift Transportation Company,,,,,,,,TRUE,,,,56a68c8e3eab55b56001d8e9,aab1bab0-c3a6-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Cash Flow,Swift Transportation Company,Financial,,,,,,,TRUE,,,,56a6c7743eab55b56001d994,b46b6c90-c3c9-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Revenues,Swift Transportation Company,Financial,Operating Results,,,,,,TRUE,,,,55b940ef6d0133806cb05cb8,db5f2a70-c3a7-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Revenues -Dedicated Segment,Swift Transportation Company,Financial,Operating Results,,,,,,TRUE,,,,56a68f433eab55b56001d8f3,39d23e30-c3a8-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Revenues -Intermodal Segment,Swift Transportation Company,Financial,Operating Results,,,,,,TRUE,,,,56a68f623eab55b56001d8f5,49c44630-c3a8-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Revenues -Refrigerated Segment,Swift Transportation Company,Financial,Operating Results,,,,,,TRUE,,,,56a68f573eab55b56001d8f4,417050f0-c3a8-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
,,,Revenues - Truckload Segment,Swift Transportation Company,Financial,Operating Results,,,,,,TRUE,,,,56a68f363eab55b56001d8f2,31a076f0-c3a8-11e5-8959-e78ebb865eba,558ae1efc8dbd68523f2f86e
PLAG.ESC2MW.059.TIGT.A,tigt_24_e_sc_to_mw,TIGT - East SC to Midwest,Pipeline Capacity,"Tallgrass Interstate Gas Transmission, LLC",Natural Gas,,Tallgrass Interstate Gas Transmission,South Central,United States,,,TRUE,,,,565345a6ba77ebce607ed0fc,39bbce90-c5ea-11ea-a63e-cfe41a6bd1af,573deffcb7317a5f04ed84cb
,,,Average Realized Price - Crude,Tamarack Valley Energy Ltd.,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a0f3dfff90363b6dab7f55,515a43a0-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Average Realized Price - Natural Gas,Tamarack Valley Energy Ltd.,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a0f429ff90363b6dab7f59,7dca2630-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Capital Spending,Tamarack Valley Energy Ltd.,,,,North America,Canada,,,TRUE,,,,57236ef77a4ce4e550a7c357,59c9c5a0-47bf-11e6-9704-55cff9097eb8,558ae1f3c8dbd68523f2f8a9
,,,Capital Spending - Forecast,Tamarack Valley Energy Ltd.,Financial,Capital Budget,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,579b539b1b71bcbe47e0de89,41e47b00-60a2-11e6-a47c-2510b630cfcc,558ae1f3c8dbd68523f2f8a9
,,,Cash and Cash Equivalents,Tamarack Valley Energy Ltd.,Financial,,,,Canada,,,TRUE,,,,57f509dfdf15d7901a674fa5,c0c39070-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Cash Flow from Financing,Tamarack Valley Energy Ltd.,Financial,,,,Canada,,,TRUE,,,,57f50986df15d7901a674fa4,af9781d0-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Cash Flow from Investing,Tamarack Valley Energy Ltd.,Financial,,,,Canada,,,TRUE,,,,57f50977df15d7901a674fa3,b66f3750-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Cash Flow from Operations,Tamarack Valley Energy Ltd.,,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,57236ec77a4ce4e550a7c355,a5975bb0-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Current Assets,Tamarack Valley Energy Ltd.,Financial,,,,Canada,,,TRUE,,,,5857fe0ef8ca6a325153b30f,06db8dc0-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,DD&A Expense,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,56214f9637340954121ae57a,524c7350-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,G&A Expenses,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,5633cae30b3cfc001a44d610,4d9b4750-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Hedges,Tamarack Valley Energy Ltd.,Natural Gas,,,,Canada,,,TRUE,,,,58580083f8ca6a325153b31c,30bedc90-d383-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Hedges,Tamarack Valley Energy Ltd.,Crude Oil,,,,Canada,,,TRUE,,,,58580083f8ca6a325153b31c,20c819a0-d383-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Long Term Debt,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,57d9862e3ae611cf7dc76607,2c550f40-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Net Income,Tamarack Valley Energy Ltd.,Earnings,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a6876b3eab55b56001d8e3,bca415a0-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Operating Expenses,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,57e45e2f4c3d62134e273f1c,6a73ec10-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Partners Equity,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,584abaa24c1027f16a54117b,36bcf060-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Production,Tamarack Valley Energy Ltd.,Crude Oil,Heavy Crude Oil,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,e9eb50a0-6618-11e6-b7a4-3b09b7ff112e,558ae1f3c8dbd68523f2f8a9
,,,Production,Tamarack Valley Energy Ltd.,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,0d523000-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Production,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,3451dc50-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Production,Tamarack Valley Energy Ltd.,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,21e9a430-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Production,Tamarack Valley Energy Ltd.,Natural Gas Liquids (NGL),,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,f06c0c80-6618-11e6-b7a4-3b09b7ff112e,558ae1f3c8dbd68523f2f8a9
,,,Production and Operating Expenses,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,56a698cf3eab55b56001d92a,4756f830-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Production Forecast - Base,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,7194e290-60a2-11e6-a47c-2510b630cfcc,558ae1f3c8dbd68523f2f8a9
,,,Production Forecast - Base,Tamarack Valley Energy Ltd.,Natural Gas,,,,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,a67e9ba0-835a-11e7-a08f-ebb2394d0099,558ae1f3c8dbd68523f2f8a9
,,,Production Forecast - Base,Tamarack Valley Energy Ltd.,Natural Gas Liquids (NGL),,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,bd0d0490-527f-11e6-a5e1-f9218bfaa208,558ae1f3c8dbd68523f2f8a9
,,,Production Forecast - Base,Tamarack Valley Energy Ltd.,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,a88ee4c0-527f-11e6-a5e1-f9218bfaa208,558ae1f3c8dbd68523f2f8a9
,,,Reserves - 1P,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,5857fea4f8ca6a325153b310,041c2a30-d383-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Reserves - 1P - Proved Developed Non-Producing,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,585808b7c0c2b7505502abbf,e8f1d1b0-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Reserves - 1P - Proved Developed Producing,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,585808b3c0c2b7505502abbe,f26a49c0-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Reserves - 1P - Proved Undeveloped,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,585808c3c0c2b7505502abc0,fb387810-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Reserves - 2P,Tamarack Valley Energy Ltd.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,5857feaaf8ca6a325153b311,0c163fa0-d383-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Revenues,Tamarack Valley Energy Ltd.,Financial,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,55b940ef6d0133806cb05cb8,d1f60030-0317-11e6-9303-4587021bbf6d,558ae1f3c8dbd68523f2f8a9
,,,Total Assets,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,584ab9d74c1027f16a541179,0f6d0130-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
,,,Total Current Liability,Tamarack Valley Energy Ltd.,,,,,Canada,,,TRUE,,,,57d997823ae611cf7dc76638,22edae30-d382-11e6-a98c-8399741b0de4,558ae1f3c8dbd68523f2f8a9
PLAG.PVILL.054.PV2SLA.A,tgp_pville_to_sla,TGP - Perryville to Southern Louisiana,Pipeline Delivery Volumes,"Tennessee Gas Pipeline Company, L.L.C.",Natural Gas,,,Perryville Hub,United States,Louisiana,,TRUE,,,,5630f3f415983cbc06213456,c4d4c0e0-5f28-11eb-a4aa-7170202c0159,56f2e7a669b47a2b7897ffe3
