ticker,series_id,series_desc,metadata_desc,entity_name,cmdty_class,sub_cmdty_desc,asset_name,region_name,country_name,state_name,province_name,status,series_type,sub_region,table_name,mongo_id,metadata_uuid,entity_id
,,,Sales - Consumer,3M Company Old,,,,,,,,TRUE,,,,56a79bd8139288e6195ef784,526442e0-c448-11e5-bffb-8b919ff57770,558adff7c8dbd68523f2dcbb
,,,Sales - Electronics/Energy,3M Company Old,,,,,,,,TRUE,,,,56a79bd3139288e6195ef783,5b5dee00-c448-11e5-bffb-8b919ff57770,558adff7c8dbd68523f2dcbb
,,,Sales - Health Care,3M Company Old,,,,,,,,TRUE,,,,56a79bbc139288e6195ef780,63bf50c0-c448-11e5-bffb-8b919ff57770,558adff7c8dbd68523f2dcbb
,,,Sales - Industrial,3M Company Old,,,,,,,,TRUE,,,,56a79bcd139288e6195ef782,727bbef0-c448-11e5-bffb-8b919ff57770,558adff7c8dbd68523f2dcbb
,,,Sales - Safety and Graphics,3M Company Old,,,,,,,,TRUE,,,,56a79bc6139288e6195ef781,6c86c850-c448-11e5-bffb-8b919ff57770,558adff7c8dbd68523f2dcbb
,,,Sales - Total,3M Company Old,,,,,,,,TRUE,,,,56a79bdc139288e6195ef785,4a4cba60-c448-11e5-bffb-8b919ff57770,558adff7c8dbd68523f2dcbb
,,,Net Earnings,"Airgas, Inc.",Earnings,,,,,,,TRUE,,,,56a672d43eab55b56001d8c5,0ef337f0-c470-11e5-83e7-f92b4f7620c5,558ae003c8dbd68523f2dd6b
,,,Revenue - Gas and Rent,"Airgas, Inc.",Industrial Gases,,,,,,,TRUE,,,,56a7df06b5af51e32d8a8e8e,408334f0-c470-11e5-83e7-f92b4f7620c5,558ae003c8dbd68523f2dd6b
,,,Revenue - Hardgoods,"Airgas, Inc.",Industrial Gases,,,,,,,TRUE,,,,56a7df0bb5af51e32d8a8e8f,4ddc1b80-c470-11e5-83e7-f92b4f7620c5,558ae003c8dbd68523f2dd6b
,,,Sales - Total,"Airgas, Inc.",Industrial Gases,,,,,,,TRUE,,,,56a79bdc139288e6195ef785,23975650-c470-11e5-83e7-f92b4f7620c5,558ae003c8dbd68523f2dd6b
,,,Net Income,AK Steel Holding Corporation,,,,,,,,TRUE,,,,56a6876b3eab55b56001d8e3,9117f4a0-c3a3-11e5-8959-e78ebb865eba,558ae003c8dbd68523f2dd6f
,,,Net Sales,AK Steel Holding Corporation,,,,,,,,TRUE,,,,56a687713eab55b56001d8e4,850dae20-c3a3-11e5-8959-e78ebb865eba,558ae003c8dbd68523f2dd6f
,,,Price Per Ton,AK Steel Holding Corporation,,,,,,,,TRUE,,,,56a687663eab55b56001d8e2,9f5ee4b0-c3a3-11e5-8959-e78ebb865eba,558ae003c8dbd68523f2dd6f
,,,Shipments - Steel Products,AK Steel Holding Corporation,Metals and Minerals,Steel,,,,,,TRUE,,,,56a6874e3eab55b56001d8e1,b338d540-c3a3-11e5-8959-e78ebb865eba,558ae003c8dbd68523f2dd6f
CAER.NG.IMP.RAWGAS.A,aer_raw_gas_import,AER - Raw Gas Imports ,Imports,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,57805d864e720c152dcad5e1,eab0e430-48c2-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.ONTARIO.A,aer_disp_ON,AER - Disposition - Ontario,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Ontario,Canada,,Ontario,TRUE,Actual,,,5780edcb4e720c152dcad5e7,fb1c8800-48cd-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INSU.VENT.A,aer_in_situ_use_vnt,AER - In Situ Use - Vent,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,36ca4520-48cb-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.NWTYUK.A,aer_disp_NWT,AER - Disposition - NWT  Yukon  Nunavut,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,,Canada,,Northwest Territories,TRUE,Actual,,,5780edcb4e720c152dcad5e7,0d7e6210-48cf-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.MNTOBA.A,aer_disp_MB,AER - Disposition - Manitoba,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Manitoba,Canada,,Manitoba,TRUE,Actual,,,5780edcb4e720c152dcad5e7,cb51baa0-48cd-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.OSU.FLARE.A,aer_oil_snd_use_flre,AER - Oil Sands Use - Flare,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,9c7b7150-48cb-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.RMV.OFFSHR.A,aer_offshore_rmv,AER - Offshore Removals,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,93dc28f0-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.OSU.FUEL.A,aer_oil_snd_use_fuel,AER - Oil Sands Use - Fuel,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,df85eb10-48cb-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.OSU.PLANT.A,aer_oil_snd_use_plt,AER - Oil Sands Use - Plant Use,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,02bc8170-48cc-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.OSU.TOTAL.A,aer_oil_snd_use_tot,AER - Oil Sands Use - Total,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,4983dc20-48cc-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.TOTAL.A,aer_tot_disposition,AER - Total Disposition,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,04fc7da0-4fe3-11ed-8857-8943f0f25f25,5ed1035f2bbd7973fa1b2bba
CAER.NG.ADJ.REPORTING.A,aer_rpt_adj,AER - Reporting Adjustment,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,e919c110-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.TOTOTH.A,aer_disp_Oth,AER - Disposition - Total Other Canada Removals,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,5780edcb4e720c152dcad5e7,8bb5efe0-48cf-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.MARTMS.A,aer_disp_MR,AER - Disposition - Maritimes,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Nova Scotia,Canada,,,TRUE,Actual,,,5780edcb4e720c152dcad5e7,d84cd450-48ce-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.ALBERTA.A,aer_disp_tot_ab_use,AER - Disposition - Total Alberta Use,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Alberta,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,7955d570-48cc-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EOR.ACIDGAS.A,aer_inj_eor_acd_gs_inj,AER - Injection (EOR) - Acid Gas Injection,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,1dfd5a10-48ca-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.BC.A,aer_disp_BC,AER - Disposition - British Columbia,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,British Columbia,Canada,,British Columbia,TRUE,Actual,,,5780edcb4e720c152dcad5e7,53e44dc0-48cd-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.INUSTRIAL.A,aer_dispo_ind,AER - Disposition - Industrial ,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,42b5f200-48c9-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.RMV.TOTAB.A,aer_tot_rmv_AB,AER - Total Removals from Alberta,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Alberta,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,c8937da0-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.COMMRCL.A,aer_dispo_com,AER - Disposition - Commercial,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,1679a290-48c9-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.QUEBEC.A,aer_disp_QC,AER - Disposition - Quebec,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Quebec,Canada,,Quebec,TRUE,Actual,,,5780edcb4e720c152dcad5e7,29f4df10-48ce-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.RESDNTL.A,aer_dispo_res,AER - Disposition - Residential,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,ccdd55f0-48c8-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EOR.CO2.A,aer_inj_eor_acd_co2_inj,AER - Injection (EOR) - CO2 Injection,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,5aa50030-48ca-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EOR.GAS.A,aer_inj_eor_gas_inj,AER - Injection (EOR) - Gas Injection,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,c5e37d00-48c9-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EOR.SOLVENT.A,aer_inj_eor_solvent_inj,AER - Injection (EOR) - Solvent Injection,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,f019c340-48c9-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EOR.TOTAL.A,aer_inj_eor_acd_tot_inj,AER - Injection (EOR) - Total Injection,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,85903e90-48ca-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.SASKTCH.A,aer_disp_SK,AER - Disposition - Saskatchewan,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Saskatchewan,Canada,,Saskatchewan,TRUE,Actual,,,5780edcb4e720c152dcad5e7,9a903130-48cd-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.PIPEFUEL.A,aer_dispo_pipe_fuel,AER - Disposition - Pipeline Fuel (Transportation),Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,9f206480-48c9-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.DIS.OTHSLS.A,aer_dispo_oth,AER - Disposition - Alberta  Other  Sales,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,7001b5a0-48c9-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INSU.FLARE.A,aer_in_situ_use_flre,AER - In Situ Use - Flare,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,bda2cc30-48ca-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INSU.FUEL.A,aer_in_situ_use_fuel,AER - In Situ Use - Fuel,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,011afbe0-48cb-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INSU.INJ.A,aer_in_situ_use_inj,AER - In Situ Use - Injection,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,a19baa10-4fe2-11ed-8857-8943f0f25f25,5ed1035f2bbd7973fa1b2bba
CAER.NG.INSU.TOTAL.A,aer_in_situ_use_tot,AER - In Situ Use - Total,Natural Gas Demand,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780edcb4e720c152dcad5e7,5ed016d0-48cb-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EXP.PADD5.A,aer_exp_padd5,AER - Exports - PADD5,Natural Gas Exports,Alberta Energy Regulator,Natural Gas,,,PADD V,Canada,,Alberta,TRUE,Actual,,,5ad8c4cac8f0a8489cc27149,4feb94f0-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EXP.TOTUSA.A,aer_exp_tot_usa,AER - Exports - Total USA,Natural Gas Exports,Alberta Energy Regulator,Natural Gas,,,United States,Canada,,Alberta,TRUE,Actual,,,5ad8c4cac8f0a8489cc27149,70b2d900-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EXP.PADD4.A,aer_exp_padd4,AER - Exports - PADD4,Natural Gas Exports,Alberta Energy Regulator,Natural Gas,,,PADD IV,Canada,,Alberta,TRUE,Actual,,,5ad8c4cac8f0a8489cc27149,32b62a30-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EXP.PADD3.A,aer_exp_padd3,AER - Exports - PADD3,Natural Gas Exports,Alberta Energy Regulator,Natural Gas,,,PADD III,Canada,,Alberta,TRUE,Actual,,,5ad8c4cac8f0a8489cc27149,10d97e80-48d0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EXP.PADD2.A,aer_exp_padd2,AER - Exports - PADD2,Natural Gas Exports,Alberta Energy Regulator,Natural Gas,,,PADD II,Canada,,Alberta,TRUE,Actual,,,5ad8c4cac8f0a8489cc27149,f772cf00-48cf-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.EXP.PADD1.A,aer_exp_padd1,AER - Exports - PADD1,Natural Gas Exports,Alberta Energy Regulator,Natural Gas,,,PADD I,Canada,,Alberta,TRUE,Actual,,,5ad8c4cac8f0a8489cc27149,b6d90720-48cf-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.SPLY.TOTAL.A,aer_tot_supply,AER - TOTAL SUPPLY,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,8b49ebd0-48c8-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRD.INSTUWL.A,aer_is_well_prod,AER - In Situ Well Production,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,55bf92caa4a923047d999e79,8c08efb0-48c0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRD.TOTAL.A,aer_tot_prod,AER - Total Production,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,2abff840-48c3-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRO.FUEL.A,aer_proc_gas_fuel,AER - Processed Gas Use - Fuel,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,a54a7c40-48c6-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRD.OSNDPROD.A,aer_oil_sand_prod,AER - Oil  Sands  Facility  Production,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,b9682960-48c2-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.ENTRGAS.A,aer_rcpt_ent_gs,AER - Reciepts - Entrained Gas,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,582118a0-48c3-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.ADJ.TOTAL.A,aer_adj,AER - Adjustments,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,1d60dde0-48c8-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.ACIDGAS.A,aer_rcpt_aci_gs,AER - Reciepts - Acid Gas  ,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,93d202b0-48c3-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRO.FLARE.A,aer_proc_gas_flare,AER - Processed Gas Use - Flare,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,74e802c0-48c6-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.CO2.A,aer_rcpt_co2,AER - Reciepts - CO2,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,ef54fb60-48c3-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRD.WELLPRD.A,aer_well_prod,AER - Well Production,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,55bf92caa4a923047d999e79,2ecc6020-48c0-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRO.SHRINK.A,aer_proc_gas_shrink,AER - Processed Gas Use - Shrinkage,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,0c0bb8e0-48c7-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.INTRAAB.A,aer_rcpt_intra_ab,AER - Reciepts - Intra  AB Receipts ,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,75c618a0-48c4-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.FLD.FLARE.A,aer_gs_use_flare,AER - Field Gas Use - Flare,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,3b4c80a0-48c5-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRO.TOTGAS.A,aer_proc_gas_wast_tot,AER - Processed Gas Use - Total,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,92901000-48c7-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.OILSNDS.A,aer_oil_snd_rcpt,AER - Reciepts - Oil  Sands  Facilities Receipts  ,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,3d6236b0-48c4-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.FLD.FUEL.A,aer_gs_use_fuel,AER - Field Gas Use - Fuel,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,b06c2cf0-48c5-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.FLD.SHRINK.A,aer_gs_use_shrink,AER - Field Gas Use - Shrinkage,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,0569d5e0-48c6-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.FLD.TOTAL.A,aer_gs_use_tot,AER - Field Gas Use - Total,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,3f135730-48c6-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.FLD.VENT.A,aer_gs_use_vent,AER - Field Gas Use - Vent,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,daa5a780-48c5-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.TOTAL.A,aer_rcpt_tot,AER - Reciepts - Total,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,fd3fa530-48c4-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRD.TOTWELL.A,aer_tot_well_prod,AER - Total Well Production (net storage),Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,6793d3f0-48c2-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRO.WASTE.A,aer_proc_gas_wast_plt,AER - Processed Gas Use - Waste  Plant  Use,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,4a404090-48c7-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.PRO.VENT.A,aer_proc_gas_vent,AER - Processed Gas Use - Vent,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,d6e28f90-48c6-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.REC.PROGAS.A,aer_rcpt_proc_gas_imp,AER - Reciepts - Processed Gas Imports,Natural Gas Production,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,55bf92caa4a923047d999e79,ca85a720-48c4-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INV.CLOSE.A,aer_close_invent,AER - Closing Inventory,Natural Gas Storage,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780ef374e720c152dcad5ef,e2c18ae0-48c7-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INV.OPENINV.A,aer_open_inv,AER - Opening Inventory,Natural Gas Storage,Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,5780ef374e720c152dcad5ef,e73c8220-48bb-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INJ.NONCOM.A,aer_non_comm_stor_Inj,AER - Non-Commercial  Storage Injection,Natural Gas Storage Injection/(Withdrawal),Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,Alberta,TRUE,Actual,,,59906ae4093d52fa6a48b6ec,14b51360-48c2-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.WTD.COMMRCL.A,aer_Comm_Stor_Wdj,AER - Commercial  Storage Withdrawal,Natural Gas Storage Injection/(Withdrawal),Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,59906ae4093d52fa6a48b6ec,0547c130-48c1-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.INJ.COMMRCL.A,aer_Comm_Stor_Inj,AER - Commercial  Storage Injection,Natural Gas Storage Injection/(Withdrawal),Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,59906ae4093d52fa6a48b6ec,4340ed90-48c1-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
CAER.NG.WTD.NONCOM.A,aer_non_comm_stor_wdj,AER - Non-Commercial  Storage Withdrawal,Natural Gas Storage Injection/(Withdrawal),Alberta Energy Regulator,Natural Gas,,,Canada,Canada,,,TRUE,Actual,,,59906ae4093d52fa6a48b6ec,94bbd860-48c1-11ed-805c-bb0831de4754,5ed1035f2bbd7973fa1b2bba
,,,Alumina Production,Alcoa Inc.,Metals and Minerals,,,,,,,TRUE,,,,569566f9f3ca6443516d487f,ac3258f0-b96e-11e5-a8f7-639d614741c5,558ae005c8dbd68523f2dd84
,,,Aluminum Production,Alcoa Inc.,Metals and Minerals,Aluminum,,,,,,TRUE,,,,56956709f3ca6443516d4880,b8f715d0-b96e-11e5-a8f7-639d614741c5,558ae005c8dbd68523f2dd84
,,,Consolidated Net Income,Alcoa Inc.,Financial,,,,,,,TRUE,,,,56956748f3ca6443516d4882,83b40670-b96f-11e5-a8f7-639d614741c5,558ae005c8dbd68523f2dd84
,,,Construction and Infrastructure,Alcoa Inc.,,,,,,,,TRUE,,,,56956779f3ca6443516d4883,59e3adf0-b96f-11e5-a8f7-639d614741c5,558ae005c8dbd68523f2dd84
,,,Engineered Products,Alcoa Inc.,,,,,,,,TRUE,,,,56956863f3ca6443516d4888,3393c9a0-b96f-11e5-a8f7-639d614741c5,558ae005c8dbd68523f2dd84
,,,Rolled Metal Products,Alcoa Inc.,Metals and Minerals,,,,,,,TRUE,,,,56956724f3ca6443516d4881,c435f600-b96e-11e5-a8f7-639d614741c5,558ae005c8dbd68523f2dd84
PLAG.CN2US.132.BORDR.A,alliance_border,Alliance - Border,Pipeline Delivery Volumes,Alliance Pipeline Limited Partnership,Natural Gas,,,Midwest,,,,TRUE,Actual,,,5630f3f415983cbc06213456,005ce6b0-e80d-11ec-892a-cd7974b68767,560069280da6a0fb722c378c
,,,Coal Sales - Price Per Ton,Alliance Resource Partners LP,Coal,,,,,,,TRUE,,,,56a67bee3eab55b56001d8d5,cd0bdf50-c39c-11e5-8959-e78ebb865eba,558ae008c8dbd68523f2ddb6
,,,Coal Sales - Revenue,Alliance Resource Partners LP,Coal,,,,,,,TRUE,,,,56a67bf33eab55b56001d8d6,c3e70580-c39c-11e5-8959-e78ebb865eba,558ae008c8dbd68523f2ddb6
