City Symbol,City Title,Date,Min Temp,Max Temp,Avg Temp,CDD,HDD,10yr Min Temp,10yr Max Temp,10yr Avg Temp,10yr CDD,10yr HDD
KRDU,Ral-Durham NC,2025-06-15,72.0,88.0,80.0,15.0,0.0,66.6,87.7,77.15,12.5,0.35
KRDU,Ral-Durham NC,2025-06-16,70.0,83.0,76.0,12.0,0.0,67.4,88.0,77.7,13.15,0.45
KRDU,Ral-Durham NC,2025-06-17,68.0,82.0,75.0,10.0,0.0,67.5,88.8,78.15,13.15,0.0
KRDU,Ral-Durham NC,2025-06-18,69.0,86.0,77.0,12.0,0.0,65.7,89.8,77.75,12.75,0.0
KRDU,Ral-Durham NC,2025-06-19,71.0,91.0,81.0,16.0,0.0,66.9,89.5,78.2,13.2,0.0
KRDU,Ral-Durham NC,2025-06-20,72.0,91.0,81.0,16.0,0.0,66.2,86.8,76.5,11.5,0.0
KRDU,Ral-Durham NC,2025-06-21,71.0,89.0,80.0,15.0,0.0,67.2,88.8,78.0,13.0,0.0
KRDU,Ral-Durham NC,2025-06-22,70.0,87.0,79.0,14.0,0.0,68.5,89.8,79.15,14.15,0.0
KSEA,Seattle WA,2025-06-08,63.0,88.0,75.0,11.0,0.0,53.3,70.5,61.9,0.85,3.95
KSEA,Seattle WA,2025-06-09,61.0,85.0,73.0,8.0,0.0,50.8,66.5,58.65,0.3,6.65
KSEA,Seattle WA,2025-06-10,56.0,82.0,69.0,4.0,0.0,51.2,68.7,59.95,0.2,5.25
KSEA,Seattle WA,2025-06-11,53.0,76.0,65.0,0.0,0.0,53.1,70.5,61.8,0.85,4.05
KSEA,Seattle WA,2025-06-12,51.0,71.0,61.0,0.0,4.0,53.2,70.6,61.9,2.05,5.15
KSEA,Seattle WA,2025-06-13,49.0,66.0,58.0,0.0,7.0,51.7,67.3,59.5,0.35,5.85
KSEA,Seattle WA,2025-06-14,49.0,70.0,59.0,0.0,6.0,51.1,67.0,59.05,0.25,6.2
KSEA,Seattle WA,2025-06-15,49.0,69.0,59.0,0.0,6.0,51.5,68.8,60.15,0.85,5.7
KSEA,Seattle WA,2025-06-16,49.0,70.0,60.0,0.0,5.0,51.5,70.8,61.15,0.1,3.95
KSEA,Seattle WA,2025-06-17,51.0,71.0,61.0,0.0,4.0,52.4,70.2,61.3,1.0,4.7
KSEA,Seattle WA,2025-06-18,53.0,71.0,62.0,0.0,3.0,53.7,70.9,62.3,1.0,3.7
KSEA,Seattle WA,2025-06-19,53.0,74.0,63.0,0.0,2.0,52.7,74.0,63.35,1.0,2.65
KSEA,Seattle WA,2025-06-20,53.0,75.0,64.0,0.0,1.0,55.2,75.0,65.1,2.15,2.05
KSEA,Seattle WA,2025-06-21,53.0,75.0,64.0,0.0,1.0,55.2,75.2,65.2,1.95,1.75
KSEA,Seattle WA,2025-06-22,53.0,75.0,64.0,0.0,1.0,54.4,73.9,64.15,0.4,1.25
KSFO,San Francisco CA,2025-06-08,54.0,65.0,60.0,0.0,6.0,54.9,71.7,63.3,0.55,2.25
KSFO,San Francisco CA,2025-06-09,53.0,64.0,59.0,0.0,6.0,55.5,72.7,64.1,1.7,2.6
KSFO,San Francisco CA,2025-06-10,53.0,64.0,59.0,0.0,6.0,55.9,74.8,65.35,3.05,2.7
KSFO,San Francisco CA,2025-06-11,52.0,63.0,57.0,0.0,8.0,56.0,76.6,66.3,2.6,1.3
KSFO,San Francisco CA,2025-06-12,52.0,64.0,58.0,0.0,7.0,56.3,73.5,64.9,1.55,1.65
KSFO,San Francisco CA,2025-06-13,51.0,64.0,57.0,0.0,8.0,55.0,71.5,63.25,0.45,2.2
KSFO,San Francisco CA,2025-06-14,51.0,63.0,57.0,0.0,8.0,55.4,71.1,63.25,0.4,2.15
KSFO,San Francisco CA,2025-06-15,51.0,65.0,58.0,0.0,7.0,54.4,68.5,61.45,0.05,3.6
KSFO,San Francisco CA,2025-06-16,51.0,65.0,58.0,0.0,7.0,54.8,71.2,63.0,0.8,2.8
KSFO,San Francisco CA,2025-06-17,52.0,65.0,59.0,0.0,6.0,55.7,74.9,65.3,1.5,1.2
KSFO,San Francisco CA,2025-06-18,53.0,70.0,62.0,0.0,3.0,56.4,75.5,65.95,2.7,1.75
KSFO,San Francisco CA,2025-06-19,54.0,72.0,63.0,0.0,2.0,55.4,72.9,64.15,1.35,2.2
KSFO,San Francisco CA,2025-06-20,54.0,72.0,63.0,0.0,2.0,54.5,71.2,62.85,0.3,2.45
KSFO,San Francisco CA,2025-06-21,54.0,71.0,62.0,0.0,3.0,55.3,73.7,64.5,1.85,2.35
KSFO,San Francisco CA,2025-06-22,54.0,71.0,62.0,0.0,3.0,56.0,74.4,65.2,2.2,2.0
KTPA,Tampa FL,2025-06-08,79.0,91.0,85.0,20.0,0.0,76.5,89.9,83.2,18.2,0.0
KTPA,Tampa FL,2025-06-09,78.0,92.0,85.0,21.0,0.0,76.7,89.7,83.2,18.2,0.0
KTPA,Tampa FL,2025-06-10,79.0,90.0,84.0,19.0,0.0,75.9,89.8,82.85,17.85,0.0
KTPA,Tampa FL,2025-06-11,77.0,91.0,84.0,19.0,0.0,76.2,89.0,82.6,17.6,0.0
KTPA,Tampa FL,2025-06-12,77.0,91.0,84.0,19.0,0.0,76.6,90.8,83.7,18.7,0.0
KTPA,Tampa FL,2025-06-13,77.0,91.0,84.0,19.0,0.0,76.8,90.7,83.75,18.75,0.0
KTPA,Tampa FL,2025-06-14,78.0,91.0,85.0,20.0,0.0,76.6,91.3,83.95,18.95,0.0
KTPA,Tampa FL,2025-06-15,78.0,91.0,84.0,20.0,0.0,76.2,91.0,83.6,18.6,0.0
KTPA,Tampa FL,2025-06-16,79.0,91.0,85.0,20.0,0.0,76.2,89.8,83.0,18.0,0.0
KTPA,Tampa FL,2025-06-17,80.0,91.0,85.0,20.0,0.0,75.8,91.6,83.7,18.7,0.0
KTPA,Tampa FL,2025-06-18,79.0,91.0,85.0,20.0,0.0,76.4,91.4,83.9,18.9,0.0
KTPA,Tampa FL,2025-06-19,79.0,93.0,86.0,21.0,0.0,77.1,90.1,83.6,18.6,0.0
KTPA,Tampa FL,2025-06-20,80.0,92.0,86.0,21.0,0.0,78.3,91.1,84.7,19.7,0.0
KTPA,Tampa FL,2025-06-21,80.0,91.0,86.0,21.0,0.0,76.4,91.0,83.7,18.7,0.0
KTPA,Tampa FL,2025-06-22,80.0,91.0,86.0,21.0,0.0,76.6,92.1,84.35,19.35,0.0
