Model,MAE,Actual,Next,Prior
LinearRegression,6.444316533259567,5.0,12.02910962407988,0.2713276416580044
RandomForest,4.0075,5.0,8.21,-10.79
LGBM,4.616694055987687,5.0,9.274210902205239,-8.640398432927924
NeuralNet,84.82124900817871,5.0,180.00108337402344,34.41490936279297
