Date,loc_name,Scheduled Quantity,Operationally Available
03/01/2015,Acadian - HH,45101.0,104900.0
03/02/2015,Acadian - HH,45101.0,104900.0
03/03/2015,Acadian - HH,32035.0,117964.0
03/04/2015,Acadian - HH,37501.0,112498.0
03/05/2015,Acadian - HH,45501.0,110898.0
03/06/2015,Acadian - HH,19301.0,141400.0
03/07/2015,Acadian - HH,22501.0,127498.0
03/08/2015,Acadian - HH,22501.0,127498.0
03/09/2015,Acadian - HH,15001.0,138748.0
03/10/2015,Acadian - HH,20808.0,123694.0
03/11/2015,Acadian - HH,501.0,149500.0
03/12/2015,Acadian - HH,1.0,149998.0
03/13/2015,Acadian - HH,1.0,149998.0
03/14/2015,Acadian - HH,9022.0,140978.0
03/15/2015,Acadian - HH,9022.0,140978.0
03/16/2015,Acadian - HH,9022.0,140978.0
03/17/2015,Acadian - HH,3722.0,146278.0
03/18/2015,Acadian - HH,10022.0,139978.0
03/19/2015,Acadian - HH,22.0,149978.0
03/20/2015,Acadian - HH,22.0,149978.0
03/21/2015,Acadian - HH,8005.0,141994.0
03/22/2015,Acadian - HH,8005.0,141994.0
03/23/2015,Acadian - HH,8005.0,141994.0
03/24/2015,Acadian - HH,1.0,149998.0
03/25/2015,Acadian - HH,10303.0,139696.0
03/26/2015,Acadian - HH,1.0,149998.0
03/27/2015,Acadian - HH,1.0,149998.0
03/28/2015,Acadian - HH,1.0,149998.0
03/29/2015,Acadian - HH,1.0,149998.0
03/30/2015,Acadian - HH,1.0,149998.0
03/31/2015,Acadian - HH,5000.0,145000.0
04/01/2015,Acadian - HH,49312.0,100688.0
04/02/2015,Acadian - HH,39712.0,110288.0
04/03/2015,Acadian - HH,29880.0,120120.0
04/04/2015,Acadian - HH,29880.0,120120.0
04/05/2015,Acadian - HH,29880.0,116252.0
04/06/2015,Acadian - HH,29880.0,120120.0
04/07/2015,Acadian - HH,18612.0,131388.0
04/08/2015,Acadian - HH,11073.0,140790.0
04/09/2015,Acadian - HH,1797.0,146406.0
04/10/2015,Acadian - HH,3970.0,153732.0
04/11/2015,Acadian - HH,0.0,150000.0
04/12/2015,Acadian - HH,0.0,150000.0
04/13/2015,Acadian - HH,0.0,150000.0
04/14/2015,Acadian - HH,0.0,150000.0
04/15/2015,Acadian - HH,72.0,149928.0
04/16/2015,Acadian - HH,0.0,150000.0
04/17/2015,Acadian - HH,12772.0,137228.0
04/18/2015,Acadian - HH,72.0,149928.0
04/19/2015,Acadian - HH,72.0,149928.0
04/20/2015,Acadian - HH,72.0,149928.0
04/21/2015,Acadian - HH,11972.0,138028.0
04/22/2015,Acadian - HH,0.0,150000.0
04/23/2015,Acadian - HH,0.0,150000.0
04/24/2015,Acadian - HH,0.0,150000.0
04/25/2015,Acadian - HH,0.0,150000.0
04/26/2015,Acadian - HH,0.0,150000.0
04/27/2015,Acadian - HH,0.0,150000.0
04/28/2015,Acadian - HH,0.0,150000.0
04/29/2015,Acadian - HH,0.0,150000.0
04/30/2015,Acadian - HH,0.0,150000.0
05/01/2015,Acadian - HH,0.0,150000.0
05/02/2015,Acadian - HH,0.0,150000.0
05/03/2015,Acadian - HH,0.0,150000.0
05/04/2015,Acadian - HH,0.0,150000.0
05/05/2015,Acadian - HH,0.0,150000.0
05/06/2015,Acadian - HH,8600.0,132800.0
05/07/2015,Acadian - HH,0.0,150000.0
05/08/2015,Acadian - HH,0.0,150000.0
05/09/2015,Acadian - HH,0.0,150000.0
05/10/2015,Acadian - HH,0.0,150000.0
05/11/2015,Acadian - HH,8000.0,138000.0
05/12/2015,Acadian - HH,30419.0,104372.0
05/13/2015,Acadian - HH,15991.0,134008.0
05/14/2015,Acadian - HH,0.0,150000.0
05/15/2015,Acadian - HH,0.0,150000.0
05/16/2015,Acadian - HH,0.0,150000.0
05/17/2015,Acadian - HH,0.0,150000.0
05/18/2015,Acadian - HH,0.0,150000.0
05/19/2015,Acadian - HH,0.0,150000.0
05/20/2015,Acadian - HH,0.0,150000.0
05/21/2015,Acadian - HH,0.0,150000.0
05/22/2015,Acadian - HH,0.0,150000.0
05/23/2015,Acadian - HH,300.0,149700.0
05/24/2015,Acadian - HH,300.0,149700.0
05/25/2015,Acadian - HH,300.0,149700.0
05/26/2015,Acadian - HH,300.0,149700.0
05/27/2015,Acadian - HH,300.0,149700.0
05/28/2015,Acadian - HH,4000.0,142000.0
05/29/2015,Acadian - HH,0.0,150000.0
05/30/2015,Acadian - HH,0.0,150000.0
05/31/2015,Acadian - HH,0.0,150000.0
06/01/2015,Acadian - HH,11667.0,138334.0
06/02/2015,Acadian - HH,10000.0,140000.0
06/03/2015,Acadian - HH,58020.0,91980.0
06/04/2015,Acadian - HH,35494.0,79012.0
06/05/2015,Acadian - HH,0.0,150000.0
06/06/2015,Acadian - HH,0.0,150000.0
06/07/2015,Acadian - HH,0.0,150000.0
06/08/2015,Acadian - HH,0.0,150000.0
06/09/2015,Acadian - HH,0.0,150000.0
06/10/2015,Acadian - HH,0.0,150000.0
06/11/2015,Acadian - HH,7635.0,142364.0
06/12/2015,Acadian - HH,0.0,150000.0
06/13/2015,Acadian - HH,4167.0,143750.0
06/14/2015,Acadian - HH,4167.0,145832.0
06/15/2015,Acadian - HH,4167.0,145832.0
06/16/2015,Acadian - HH,240.0,149610.0
06/17/2015,Acadian - HH,3027.0,146972.0
06/18/2015,Acadian - HH,5066.0,142426.0
06/19/2015,Acadian - HH,0.0,150000.0
06/20/2015,Acadian - HH,0.0,150000.0
06/21/2015,Acadian - HH,0.0,150000.0
06/22/2015,Acadian - HH,0.0,150000.0
06/23/2015,Acadian - HH,167.0,149832.0
06/24/2015,Acadian - HH,0.0,150000.0
06/25/2015,Acadian - HH,67.0,149932.0
06/26/2015,Acadian - HH,78.0,149922.0
06/27/2015,Acadian - HH,67.0,149932.0
06/28/2015,Acadian - HH,67.0,149932.0
06/29/2015,Acadian - HH,67.0,149932.0
06/30/2015,Acadian - HH,57.0,149942.0
07/01/2015,Acadian - HH,0.0,150000.0
07/02/2015,Acadian - HH,0.0,150000.0
07/03/2015,Acadian - HH,1595.0,148404.0
07/04/2015,Acadian - HH,1595.0,148404.0
07/05/2015,Acadian - HH,1595.0,148404.0
07/06/2015,Acadian - HH,1595.0,148404.0
07/07/2015,Acadian - HH,0.0,150000.0
07/08/2015,Acadian - HH,9059.0,143440.0
07/09/2015,Acadian - HH,21530.0,128470.0
07/10/2015,Acadian - HH,21430.0,123570.0
07/11/2015,Acadian - HH,0.0,150000.0
07/12/2015,Acadian - HH,0.0,150000.0
07/13/2015,Acadian - HH,0.0,150000.0
07/14/2015,Acadian - HH,6237.0,143762.0
07/15/2015,Acadian - HH,12137.0,137862.0
07/16/2015,Acadian - HH,0.0,150000.0
07/17/2015,Acadian - HH,16771.0,116596.0
07/18/2015,Acadian - HH,26.0,149974.0
07/19/2015,Acadian - HH,26.0,149974.0
07/20/2015,Acadian - HH,26.0,149974.0
07/21/2015,Acadian - HH,0.0,150000.0
07/22/2015,Acadian - HH,11566.0,138434.0
07/23/2015,Acadian - HH,34708.0,101042.0
07/24/2015,Acadian - HH,38759.0,111240.0
07/25/2015,Acadian - HH,4700.0,145300.0
07/26/2015,Acadian - HH,4700.0,145300.0
07/27/2015,Acadian - HH,4700.0,145300.0
07/28/2015,Acadian - HH,0.0,150000.0
07/29/2015,Acadian - HH,10759.0,139240.0
07/30/2015,Acadian - HH,11659.0,138342.0
07/31/2015,Acadian - HH,59.0,149940.0
08/01/2015,Acadian - HH,5901.0,144098.0
08/02/2015,Acadian - HH,5901.0,144098.0
08/03/2015,Acadian - HH,5901.0,144098.0
08/04/2015,Acadian - HH,7401.0,142598.0
08/05/2015,Acadian - HH,2600.0,150000.0
08/06/2015,Acadian - HH,201.0,149798.0
08/07/2015,Acadian - HH,0.0,150000.0
08/08/2015,Acadian - HH,26601.0,123398.0
08/09/2015,Acadian - HH,26601.0,123398.0
08/10/2015,Acadian - HH,26601.0,123398.0
08/11/2015,Acadian - HH,6571.0,143428.0
08/12/2015,Acadian - HH,12195.0,134306.0
08/13/2015,Acadian - HH,19.0,149980.0
08/14/2015,Acadian - HH,51432.0,93568.0
08/15/2015,Acadian - HH,35701.0,114298.0
08/16/2015,Acadian - HH,35701.0,114298.0
08/17/2015,Acadian - HH,35701.0,114298.0
08/18/2015,Acadian - HH,38039.0,111960.0
08/19/2015,Acadian - HH,0.0,150000.0
08/20/2015,Acadian - HH,11151.0,138848.0
08/21/2015,Acadian - HH,0.0,150000.0
08/22/2015,Acadian - HH,2801.0,147198.0
08/23/2015,Acadian - HH,2801.0,147198.0
08/24/2015,Acadian - HH,2801.0,147198.0
08/25/2015,Acadian - HH,1401.0,148598.0
08/26/2015,Acadian - HH,0.0,150000.0
08/27/2015,Acadian - HH,0.0,150000.0
08/28/2015,Acadian - HH,0.0,150000.0
08/29/2015,Acadian - HH,9391.0,140608.0
08/30/2015,Acadian - HH,9391.0,140608.0
08/31/2015,Acadian - HH,9391.0,140608.0
09/01/2015,Acadian - HH,0.0,150000.0
09/02/2015,Acadian - HH,0.0,150000.0
09/03/2015,Acadian - HH,1.0,149998.0
09/04/2015,Acadian - HH,1.0,149998.0
09/05/2015,Acadian - HH,6001.0,143998.0
09/06/2015,Acadian - HH,6001.0,143998.0
09/07/2015,Acadian - HH,6001.0,143998.0
09/08/2015,Acadian - HH,6001.0,143998.0
09/09/2015,Acadian - HH,0.0,150000.0
09/10/2015,Acadian - HH,0.0,150000.0
09/11/2015,Acadian - HH,7.0,149992.0
09/12/2015,Acadian - HH,0.0,150000.0
09/13/2015,Acadian - HH,0.0,150000.0
09/14/2015,Acadian - HH,0.0,150000.0
09/15/2015,Acadian - HH,0.0,150000.0
09/16/2015,Acadian - HH,2648.0,148230.0
09/18/2015,Acadian - HH,0.0,150000.0
09/19/2015,Acadian - HH,0.0,150000.0
09/20/2015,Acadian - HH,0.0,150000.0
09/21/2015,Acadian - HH,0.0,150000.0
09/23/2015,Acadian - HH,18.0,149982.0
09/24/2015,Acadian - HH,0.0,150000.0
09/30/2015,Acadian - HH,0.0,150000.0
10/01/2015,Acadian - HH,0.0,150000.0
10/02/2015,Acadian - HH,4766.0,145234.0
10/03/2015,Acadian - HH,0.0,150000.0
10/04/2015,Acadian - HH,0.0,150000.0
10/05/2015,Acadian - HH,0.0,150000.0
10/06/2015,Acadian - HH,66.0,149934.0
10/07/2015,Acadian - HH,9466.0,131068.0
10/08/2015,Acadian - HH,1066.0,148934.0
10/09/2015,Acadian - HH,1066.0,148934.0
10/10/2015,Acadian - HH,0.0,150000.0
10/11/2015,Acadian - HH,0.0,150000.0
10/12/2015,Acadian - HH,0.0,150000.0
10/13/2015,Acadian - HH,0.0,150000.0
10/14/2015,Acadian - HH,0.0,150000.0
10/15/2015,Acadian - HH,0.0,150000.0
10/16/2015,Acadian - HH,0.0,150000.0
10/17/2015,Acadian - HH,0.0,150000.0
10/18/2015,Acadian - HH,0.0,150000.0
10/19/2015,Acadian - HH,0.0,150000.0
10/20/2015,Acadian - HH,2666.0,147334.0
10/21/2015,Acadian - HH,2666.0,147334.0
10/22/2015,Acadian - HH,3366.0,146634.0
10/23/2015,Acadian - HH,66.0,149934.0
10/24/2015,Acadian - HH,1366.0,148634.0
10/25/2015,Acadian - HH,1366.0,148634.0
10/26/2015,Acadian - HH,1366.0,148634.0
10/27/2015,Acadian - HH,166.0,149834.0
10/28/2015,Acadian - HH,0.0,150000.0
10/29/2015,Acadian - HH,5965.0,144034.0
10/30/2015,Acadian - HH,0.0,150000.0
10/31/2015,Acadian - HH,0.0,150000.0
11/03/2015,Acadian - HH,2437.0,147562.0
11/04/2015,Acadian - HH,10437.0,139562.0
11/05/2015,Acadian - HH,17937.0,135512.0
11/06/2015,Acadian - HH,0.0,150000.0
11/07/2015,Acadian - HH,22.0,149978.0
11/08/2015,Acadian - HH,22.0,149978.0
11/09/2015,Acadian - HH,22.0,149978.0
11/10/2015,Acadian - HH,2337.0,147662.0
11/11/2015,Acadian - HH,37.0,149962.0
11/12/2015,Acadian - HH,3837.0,146162.0
11/13/2015,Acadian - HH,4337.0,145662.0
11/14/2015,Acadian - HH,4737.0,145262.0
11/15/2015,Acadian - HH,4737.0,145262.0
11/16/2015,Acadian - HH,4737.0,145262.0
11/17/2015,Acadian - HH,19337.0,130662.0
11/18/2015,Acadian - HH,24237.0,103862.0
11/20/2015,Acadian - HH,22.0,149978.0
11/21/2015,Acadian - HH,22.0,149978.0
11/22/2015,Acadian - HH,22.0,149978.0
11/23/2015,Acadian - HH,3722.0,142578.0
11/24/2015,Acadian - HH,4972.0,145028.0
11/25/2015,Acadian - HH,2337.0,147662.0
12/01/2015,Acadian - HH,0.0,150000.0
12/02/2015,Acadian - HH,0.0,150000.0
12/03/2015,Acadian - HH,6117.0,140824.0
12/04/2015,Acadian - HH,0.0,150000.0
12/05/2015,Acadian - HH,0.0,150000.0
12/06/2015,Acadian - HH,0.0,150000.0
12/07/2015,Acadian - HH,0.0,150000.0
12/08/2015,Acadian - HH,0.0,150000.0
12/09/2015,Acadian - HH,8659.0,141308.0
12/10/2015,Acadian - HH,0.0,150000.0
12/11/2015,Acadian - HH,0.0,150000.0
12/12/2015,Acadian - HH,1118.0,148882.0
12/13/2015,Acadian - HH,1118.0,148882.0
12/14/2015,Acadian - HH,1118.0,148882.0
12/15/2015,Acadian - HH,1510.0,147734.0
12/16/2015,Acadian - HH,22513.0,127486.0
12/17/2015,Acadian - HH,10000.0,140000.0
12/18/2015,Acadian - HH,7513.0,142486.0
12/19/2015,Acadian - HH,0.0,150000.0
12/20/2015,Acadian - HH,0.0,150000.0
12/21/2015,Acadian - HH,0.0,150000.0
12/22/2015,Acadian - HH,0.0,150000.0
12/23/2015,Acadian - HH,7513.0,142486.0
12/24/2015,Acadian - HH,26659.0,173340.0
12/25/2015,Acadian - HH,26571.0,173428.0
12/26/2015,Acadian - HH,26571.0,173428.0
12/27/2015,Acadian - HH,26571.0,173428.0
12/28/2015,Acadian - HH,26571.0,173428.0
12/29/2015,Acadian - HH,7513.0,142486.0
12/30/2015,Acadian - HH,9880.0,138936.0
12/31/2015,Acadian - HH,0.0,150000.0
01/01/2016,Acadian - HH,0.0,150000.0
01/02/2016,Acadian - HH,0.0,150000.0
01/03/2016,Acadian - HH,0.0,150000.0
01/04/2016,Acadian - HH,0.0,150000.0
01/05/2016,Acadian - HH,0.0,150000.0
01/06/2016,Acadian - HH,18952.0,131048.0
01/07/2016,Acadian - HH,4967.0,145032.0
01/08/2016,Acadian - HH,8140.0,189380.0
01/09/2016,Acadian - HH,1305.0,148694.0
01/10/2016,Acadian - HH,1305.0,148694.0
01/11/2016,Acadian - HH,1305.0,148694.0
01/12/2016,Acadian - HH,0.0,150000.0
01/13/2016,Acadian - HH,10.0,149990.0
01/14/2016,Acadian - HH,5941.0,144058.0
01/15/2016,Acadian - HH,0.0,150000.0
01/16/2016,Acadian - HH,4963.0,145036.0
01/17/2016,Acadian - HH,4963.0,145036.0
01/18/2016,Acadian - HH,4963.0,145036.0
01/19/2016,Acadian - HH,4963.0,145036.0
01/20/2016,Acadian - HH,2463.0,147536.0
01/21/2016,Acadian - HH,15279.0,141506.0
01/22/2016,Acadian - HH,2463.0,147536.0
01/23/2016,Acadian - HH,22463.0,127536.0
01/24/2016,Acadian - HH,22463.0,127536.0
01/25/2016,Acadian - HH,22463.0,127536.0
01/26/2016,Acadian - HH,2563.0,147436.0
01/27/2016,Acadian - HH,10963.0,139036.0
01/28/2016,Acadian - HH,22463.0,127536.0
01/29/2016,Acadian - HH,6154.0,141750.0
01/30/2016,Acadian - HH,6154.0,143844.0
01/31/2016,Acadian - HH,6154.0,143844.0
02/01/2016,Acadian - HH,0.0,150000.0
02/02/2016,Acadian - HH,0.0,150000.0
02/03/2016,Acadian - HH,1.0,199998.0
02/04/2016,Acadian - HH,0.0,150000.0
02/05/2016,Acadian - HH,82.0,199876.0
02/06/2016,Acadian - HH,37.0,149962.0
02/07/2016,Acadian - HH,37.0,149962.0
02/08/2016,Acadian - HH,37.0,149962.0
02/09/2016,Acadian - HH,8737.0,141262.0
02/10/2016,Acadian - HH,8700.0,186950.0
02/11/2016,Acadian - HH,3737.0,146262.0
02/12/2016,Acadian - HH,11237.0,138762.0
02/13/2016,Acadian - HH,21498.0,128502.0
02/14/2016,Acadian - HH,21498.0,128502.0
02/15/2016,Acadian - HH,21498.0,126670.0
02/16/2016,Acadian - HH,13458.0,141832.0
02/17/2016,Acadian - HH,19437.0,130562.0
02/18/2016,Acadian - HH,37.0,149962.0
02/19/2016,Acadian - HH,0.0,150000.0
02/20/2016,Acadian - HH,0.0,150000.0
02/21/2016,Acadian - HH,0.0,150000.0
02/22/2016,Acadian - HH,0.0,150000.0
02/23/2016,Acadian - HH,5011.0,194988.0
02/24/2016,Acadian - HH,10222.0,189778.0
02/25/2016,Acadian - HH,4674.0,195326.0
02/26/2016,Acadian - HH,11421.0,137874.0
02/27/2016,Acadian - HH,16747.0,133252.0
02/28/2016,Acadian - HH,16747.0,133252.0
02/29/2016,Acadian - HH,16747.0,133252.0
03/01/2016,Acadian - HH,737.0,149262.0
03/02/2016,Acadian - HH,11471.0,140492.0
03/03/2016,Acadian - HH,10737.0,139262.0
03/04/2016,Acadian - HH,28037.0,121962.0
03/05/2016,Acadian - HH,23237.0,126762.0
03/06/2016,Acadian - HH,23237.0,126762.0
03/07/2016,Acadian - HH,12237.0,148764.0
03/08/2016,Acadian - HH,35645.0,114354.0
03/09/2016,Acadian - HH,22720.0,127280.0
03/10/2016,Acadian - HH,6792.0,148708.0
03/11/2016,Acadian - HH,820.0,149180.0
03/12/2016,Acadian - HH,15120.0,134880.0
03/13/2016,Acadian - HH,15120.0,134880.0
03/14/2016,Acadian - HH,20572.0,126702.0
03/15/2016,Acadian - HH,27842.0,122158.0
03/16/2016,Acadian - HH,21342.0,128658.0
03/17/2016,Acadian - HH,0.0,150000.0
03/18/2016,Acadian - HH,7537.0,142462.0
03/19/2016,Acadian - HH,109.0,149890.0
03/20/2016,Acadian - HH,109.0,149890.0
03/21/2016,Acadian - HH,109.0,149890.0
03/22/2016,Acadian - HH,15315.0,134684.0
03/23/2016,Acadian - HH,1815.0,148184.0
03/24/2016,Acadian - HH,37.0,149962.0
03/25/2016,Acadian - HH,45.0,149954.0
03/26/2016,Acadian - HH,906.0,148232.0
03/27/2016,Acadian - HH,745.0,149254.0
03/28/2016,Acadian - HH,745.0,149254.0
03/29/2016,Acadian - HH,6148.0,143850.0
03/30/2016,Acadian - HH,7437.0,142562.0
03/31/2016,Acadian - HH,20087.0,133930.0
04/01/2016,Acadian - HH,0.0,150000.0
04/02/2016,Acadian - HH,1531.0,148468.0
04/03/2016,Acadian - HH,531.0,149470.0
04/04/2016,Acadian - HH,531.0,149470.0
04/05/2016,Acadian - HH,70709.0,129292.0
04/06/2016,Acadian - HH,20241.0,179759.0
04/07/2016,Acadian - HH,40482.0,159519.0
04/08/2016,Acadian - HH,2485.0,148215.0
04/09/2016,Acadian - HH,15585.0,184415.0
04/10/2016,Acadian - HH,15585.0,184415.0
04/11/2016,Acadian - HH,15585.0,184415.0
04/12/2016,Acadian - HH,15148.0,184852.0
04/13/2016,Acadian - HH,30328.0,169673.0
04/14/2016,Acadian - HH,54431.0,145568.0
04/15/2016,Acadian - HH,50602.0,149397.0
04/16/2016,Acadian - HH,7728.0,192272.0
04/17/2016,Acadian - HH,7728.0,192272.0
04/18/2016,Acadian - HH,7728.0,192272.0
04/19/2016,Acadian - HH,233.0,149767.0
04/20/2016,Acadian - HH,9987.0,190014.0
04/21/2016,Acadian - HH,12848.0,187151.0
04/22/2016,Acadian - HH,19229.0,180772.0
04/23/2016,Acadian - HH,0.0,150000.0
04/24/2016,Acadian - HH,0.0,150000.0
04/25/2016,Acadian - HH,0.0,150000.0
04/26/2016,Acadian - HH,2822.0,159705.0
04/27/2016,Acadian - HH,33.0,149967.0
04/28/2016,Acadian - HH,33.0,149967.0
04/29/2016,Acadian - HH,10033.0,139968.0
04/30/2016,Acadian - HH,10033.0,139968.0
05/01/2016,Acadian - HH,0.0,150000.0
05/02/2016,Acadian - HH,0.0,150000.0
05/03/2016,Acadian - HH,263.0,149736.0
05/04/2016,Acadian - HH,0.0,150000.0
05/05/2016,Acadian - HH,15181.0,184819.0
05/06/2016,Acadian - HH,0.0,150000.0
05/07/2016,Acadian - HH,51802.0,148197.0
05/08/2016,Acadian - HH,51802.0,148199.0
05/09/2016,Acadian - HH,51802.0,148199.0
05/10/2016,Acadian - HH,43720.0,156281.0
05/11/2016,Acadian - HH,55662.0,144337.0
05/12/2016,Acadian - HH,35928.0,164072.0
05/13/2016,Acadian - HH,74183.0,125816.0
05/14/2016,Acadian - HH,27426.0,172575.0
05/15/2016,Acadian - HH,27426.0,172575.0
05/16/2016,Acadian - HH,27426.0,172575.0
05/17/2016,Acadian - HH,40381.0,159619.0
05/18/2016,Acadian - HH,0.0,150000.0
05/19/2016,Acadian - HH,0.0,150000.0
05/20/2016,Acadian - HH,0.0,150000.0
05/21/2016,Acadian - HH,15181.0,184819.0
05/22/2016,Acadian - HH,15181.0,184819.0
05/23/2016,Acadian - HH,15181.0,184819.0
05/24/2016,Acadian - HH,0.0,150000.0
05/25/2016,Acadian - HH,34600.0,115401.0
05/26/2016,Acadian - HH,8000.0,141999.0
05/27/2016,Acadian - HH,0.0,150000.0
05/28/2016,Acadian - HH,0.0,150000.0
05/29/2016,Acadian - HH,0.0,150000.0
05/30/2016,Acadian - HH,0.0,150000.0
05/31/2016,Acadian - HH,0.0,150000.0
06/01/2016,Acadian - HH,0.0,150000.0
06/02/2016,Acadian - HH,0.0,150000.0
06/03/2016,Acadian - HH,20240.0,179761.0
06/04/2016,Acadian - HH,0.0,150000.0
06/05/2016,Acadian - HH,0.0,150000.0
06/06/2016,Acadian - HH,0.0,150000.0
06/07/2016,Acadian - HH,608.0,149391.0
06/08/2016,Acadian - HH,0.0,150000.0
06/09/2016,Acadian - HH,700.0,149300.0
06/10/2016,Acadian - HH,0.0,150000.0
06/11/2016,Acadian - HH,0.0,150000.0
06/12/2016,Acadian - HH,0.0,150000.0
06/13/2016,Acadian - HH,0.0,150000.0
06/14/2016,Acadian - HH,0.0,150000.0
06/15/2016,Acadian - HH,0.0,150000.0
06/16/2016,Acadian - HH,0.0,150000.0
06/17/2016,Acadian - HH,0.0,150000.0
06/18/2016,Acadian - HH,10120.0,189881.0
06/19/2016,Acadian - HH,10120.0,189881.0
06/20/2016,Acadian - HH,10120.0,189881.0
06/21/2016,Acadian - HH,10120.0,189881.0
06/22/2016,Acadian - HH,0.0,150000.0
06/23/2016,Acadian - HH,426.0,149575.0
06/24/2016,Acadian - HH,10120.0,189881.0
06/25/2016,Acadian - HH,1.0,150000.0
06/26/2016,Acadian - HH,7807.0,140140.0
06/27/2016,Acadian - HH,1.0,150000.0
06/28/2016,Acadian - HH,0.0,150000.0
06/29/2016,Acadian - HH,0.0,150000.0
06/30/2016,Acadian - HH,0.0,150000.0
07/01/2016,Acadian - HH,0.0,150000.0
07/02/2016,Acadian - HH,23884.0,176116.0
07/03/2016,Acadian - HH,23884.0,176116.0
07/04/2016,Acadian - HH,23884.0,176116.0
07/05/2016,Acadian - HH,23884.0,176116.0
07/06/2016,Acadian - HH,0.0,150000.0
07/07/2016,Acadian - HH,0.0,150000.0
07/08/2016,Acadian - HH,0.0,150000.0
07/09/2016,Acadian - HH,0.0,150000.0
07/10/2016,Acadian - HH,0.0,150000.0
07/11/2016,Acadian - HH,0.0,150000.0
07/12/2016,Acadian - HH,0.0,150000.0
07/13/2016,Acadian - HH,0.0,150000.0
07/14/2016,Acadian - HH,0.0,150000.0
07/15/2016,Acadian - HH,0.0,150000.0
07/16/2016,Acadian - HH,0.0,150000.0
07/17/2016,Acadian - HH,0.0,150000.0
07/18/2016,Acadian - HH,0.0,150000.0
07/19/2016,Acadian - HH,0.0,150000.0
07/20/2016,Acadian - HH,0.0,150000.0
07/21/2016,Acadian - HH,0.0,150000.0
07/22/2016,Acadian - HH,30.0,149969.0
07/23/2016,Acadian - HH,0.0,150000.0
07/24/2016,Acadian - HH,0.0,150000.0
07/25/2016,Acadian - HH,0.0,150000.0
07/26/2016,Acadian - HH,0.0,150000.0
07/27/2016,Acadian - HH,0.0,150000.0
07/28/2016,Acadian - HH,0.0,150000.0
07/29/2016,Acadian - HH,1.0,150000.0
07/30/2016,Acadian - HH,1.0,150000.0
07/31/2016,Acadian - HH,1.0,150000.0
08/01/2016,Acadian - HH,50.0,149950.0
08/02/2016,Acadian - HH,2890.0,147109.0
08/03/2016,Acadian - HH,90.0,149911.0
08/04/2016,Acadian - HH,60.0,149939.0
08/05/2016,Acadian - HH,14740.0,181978.0
08/06/2016,Acadian - HH,32532.0,167469.0
08/07/2016,Acadian - HH,32532.0,167469.0
08/08/2016,Acadian - HH,32532.0,167469.0
08/09/2016,Acadian - HH,38980.0,161020.0
08/10/2016,Acadian - HH,5060.0,194940.0
08/11/2016,Acadian - HH,12549.0,187450.0
08/12/2016,Acadian - HH,90477.0,109522.0
08/13/2016,Acadian - HH,82785.0,117215.0
08/14/2016,Acadian - HH,82785.0,117215.0
08/15/2016,Acadian - HH,82785.0,117215.0
08/16/2016,Acadian - HH,32082.0,167919.0
08/17/2016,Acadian - HH,42911.0,157088.0
08/18/2016,Acadian - HH,47262.0,152737.0
08/19/2016,Acadian - HH,0.0,150000.0
08/20/2016,Acadian - HH,0.0,150000.0
08/21/2016,Acadian - HH,0.0,150000.0
08/22/2016,Acadian - HH,0.0,150000.0
08/23/2016,Acadian - HH,0.0,150000.0
08/24/2016,Acadian - HH,0.0,150000.0
08/25/2016,Acadian - HH,0.0,150000.0
08/26/2016,Acadian - HH,0.0,150000.0
08/27/2016,Acadian - HH,0.0,150000.0
08/28/2016,Acadian - HH,0.0,150000.0
08/29/2016,Acadian - HH,0.0,150000.0
08/30/2016,Acadian - HH,5000.0,144999.0
08/31/2016,Acadian - HH,0.0,150000.0
09/01/2016,Acadian - HH,32487.0,167513.0
09/02/2016,Acadian - HH,25402.0,174597.0
09/03/2016,Acadian - HH,0.0,150000.0
09/04/2016,Acadian - HH,0.0,150000.0
09/05/2016,Acadian - HH,0.0,150000.0
09/06/2016,Acadian - HH,0.0,150000.0
09/07/2016,Acadian - HH,0.0,150000.0
09/08/2016,Acadian - HH,0.0,150000.0
09/09/2016,Acadian - HH,0.0,150000.0
09/10/2016,Acadian - HH,0.0,150000.0
09/11/2016,Acadian - HH,0.0,150000.0
09/12/2016,Acadian - HH,0.0,150000.0
09/13/2016,Acadian - HH,100.0,149873.0
09/14/2016,Acadian - HH,100.0,149900.0
09/15/2016,Acadian - HH,100.0,149900.0
09/16/2016,Acadian - HH,100.0,149900.0
09/17/2016,Acadian - HH,5000.0,144999.0
09/18/2016,Acadian - HH,5000.0,144999.0
09/19/2016,Acadian - HH,5000.0,144999.0
09/20/2016,Acadian - HH,0.0,150000.0
09/21/2016,Acadian - HH,0.0,150000.0
09/22/2016,Acadian - HH,0.0,150000.0
09/23/2016,Acadian - HH,8997.0,141002.0
09/24/2016,Acadian - HH,0.0,150000.0
09/25/2016,Acadian - HH,0.0,150000.0
09/26/2016,Acadian - HH,0.0,150000.0
09/27/2016,Acadian - HH,0.0,150000.0
09/28/2016,Acadian - HH,0.0,150000.0
09/29/2016,Acadian - HH,0.0,150000.0
09/30/2016,Acadian - HH,0.0,150000.0
10/01/2016,Acadian - HH,0.0,150000.0
10/02/2016,Acadian - HH,0.0,150000.0
10/03/2016,Acadian - HH,0.0,150000.0
10/04/2016,Acadian - HH,0.0,150000.0
10/05/2016,Acadian - HH,0.0,150000.0
10/06/2016,Acadian - HH,0.0,150000.0
