Date,Item,Value
2023-09-04,ISONE - Total Generation,338124
2023-09-04,ISONE - Wind,1292
2023-09-04,MISO - Coal,579393.3999999999
2023-09-04,MISO - Hydro,23976.5
2023-09-04,MISO - Natural Gas,747245.3
2023-09-04,MISO - Nuclear,252986.9
2023-09-04,MISO - Other,22009.0
2023-09-04,MISO - PeakLoad,110456
2023-09-04,MISO - Total Generation,2034686.0000000002
2023-09-04,MISO - Wind,381353.17000000004
2023-09-04,NYISO - Coal or Oil,755.9136429999993
2023-09-04,NYISO - Dual Fuel,139078.61034999992
2023-09-04,NYISO - Hydro,78500.76932900003
2023-09-04,NYISO - Natural Gas,122930.09161099994
2023-09-04,NYISO - Nuclear Power,48636.138788000084
2023-09-04,NYISO - Other Renewables,6885.639124000003
2023-09-04,NYISO - PeakLoad,25699
2023-09-04,NYISO - Total Generation,411865.52472000313
2023-09-04,NYISO - Wind,15093.189626999992
2023-09-04,PJM - Coal,569184.0
2023-09-04,PJM - Hydro,44510.0
2023-09-04,PJM - Natural Gas,1171774.0
2023-09-04,PJM - Nuclear Power,775732.0
2023-09-04,PJM - Other,34071.0
2023-09-04,PJM - PeakLoad,138729
2023-09-04,PJM - Renewables,14533.0
2023-09-04,PJM - Residual Oil,7005.0
2023-09-04,PJM - Solar,43590.0
2023-09-04,PJM - Total Generation,2730572.0
2023-09-04,PJM - Wind,70173.0
2023-09-04,SPP - Coal,199760
2023-09-04,SPP - Diesel,5
2023-09-04,SPP - Hydro,31682
2023-09-04,SPP - Natural Gas,202879
2023-09-04,SPP - Nuclear Power,47569
2023-09-04,SPP - PeakLoad,48347
2023-09-04,SPP - Total Generation,958238
2023-09-04,SPP - Wind,476342
2023-09-05,AESO - PeakLoad,10224
2023-09-05,BPA - PeakLoad,6431
2023-09-05,CAISO - Biogas,5007.0
2023-09-05,CAISO - Biomass,8136.0
2023-09-05,CAISO - Geothermal Steam,20074.0
2023-09-05,CAISO - Hydro,85801.0
2023-09-05,CAISO - Nuclear Power,53222.0
2023-09-05,CAISO - PeakLoad,33040
2023-09-05,CAISO - Power Imports,103687.0
2023-09-05,CAISO - Solar PV,147712.0
2023-09-05,CAISO - Solar Thermal,0.0
2023-09-05,CAISO - Thermal Power,223868.0
2023-09-05,CAISO - Total Generation,671355.0
2023-09-05,CAISO - Wind,23848.0
2023-09-05,ERCOT - Coal,197925.0
2023-09-05,ERCOT - Hydro,1273.0
2023-09-05,ERCOT - Natural Gas,772336.0
2023-09-05,ERCOT - Nuclear,118968.0
2023-09-05,ERCOT - Other,5016.0
2023-09-05,ERCOT - PeakLoad,81674
2023-09-05,ERCOT - Solar,124922.0
2023-09-05,ERCOT - Total Generation,1622615.0
2023-09-05,ERCOT - Wind,402175.0
2023-09-05,IESO - Biofuel,1539.0
2023-09-05,IESO - Hydro,93188.0
2023-09-05,IESO - Natural Gas,123755.0
2023-09-05,IESO - Nuclear Power,227251.0
2023-09-05,IESO - PeakLoad,23713
2023-09-05,IESO - Total Generation,464552.0
2023-09-05,IESO - Wind,18819.0
2023-09-05,ISONE - Coal,0
2023-09-05,ISONE - Hydro,28011
2023-09-05,ISONE - Natural Gas,248926
2023-09-05,ISONE - Nuclear Power,73248
2023-09-05,ISONE - Other,14956
2023-09-05,ISONE - PeakLoad,22043
2023-09-05,ISONE - Residual Oil,2037
2023-09-05,ISONE - Solar Thermal,14773
2023-09-05,ISONE - Total Generation,385185
2023-09-05,ISONE - Wind,3234
2023-09-05,MISO - Coal,657333.0
2023-09-05,MISO - Hydro,26478.800000000003
2023-09-05,MISO - Natural Gas,877391.5999999999
2023-09-05,MISO - Nuclear,252920.50000000003
2023-09-05,MISO - Other,21635.699999999997
2023-09-05,MISO - PeakLoad,114276
2023-09-05,MISO - Total Generation,2214071.9
2023-09-05,MISO - Wind,357325.75
2023-09-05,NYISO - Coal or Oil,7077.721689
2023-09-05,NYISO - Dual Fuel,186747.669673
2023-09-05,NYISO - Hydro,88785.81152200002
2023-09-05,NYISO - Natural Gas,146823.99603500002
2023-09-05,NYISO - Nuclear Power,48624.22216900011
2023-09-05,NYISO - Other Renewables,6962.4721500000005
2023-09-05,NYISO - PeakLoad,29141
2023-09-05,NYISO - Total Generation,489048.35395000223
2023-09-05,NYISO - Wind,4044.0671569999986
2023-09-05,PJM - Coal,596135.0
2023-09-05,PJM - Hydro,50126.0
2023-09-05,PJM - Natural Gas,1359838.0
2023-09-05,PJM - Nuclear Power,774651.0
2023-09-05,PJM - Other,41213.0
2023-09-05,PJM - PeakLoad,146471
2023-09-05,PJM - Renewables,14572.0
2023-09-05,PJM - Residual Oil,9537.0
2023-09-05,PJM - Solar,42512.0
2023-09-05,PJM - Total Generation,2976575.0
2023-09-05,PJM - Wind,87991.0
2023-09-05,SPP - Coal,225885
2023-09-05,SPP - Diesel,85
2023-09-05,SPP - Hydro,32293
2023-09-05,SPP - Natural Gas,259568
2023-09-05,SPP - Nuclear Power,46342
2023-09-05,SPP - PeakLoad,50023
2023-09-05,SPP - Total Generation,972257
2023-09-05,SPP - Wind,408084
2023-09-06,AESO - PeakLoad,9964
2023-09-06,BPA - PeakLoad,6649
2023-09-06,CAISO - Biogas,5077.0
2023-09-06,CAISO - Biomass,8385.0
2023-09-06,CAISO - Geothermal Steam,20253.0
2023-09-06,CAISO - Hydro,83111.0
2023-09-06,CAISO - Nuclear Power,53165.0
2023-09-06,CAISO - PeakLoad,34236
2023-09-06,CAISO - Power Imports,84168.0
2023-09-06,CAISO - Solar PV,156718.0
2023-09-06,CAISO - Solar Thermal,0.0
2023-09-06,CAISO - Thermal Power,248658.0
2023-09-06,CAISO - Total Generation,691663.0
2023-09-06,CAISO - Wind,32128.0
2023-09-06,ERCOT - Coal,247400.0
2023-09-06,ERCOT - Hydro,1572.0
2023-09-06,ERCOT - Natural Gas,923686.0
2023-09-06,ERCOT - Nuclear,118741.0
2023-09-06,ERCOT - Other,5679.0
2023-09-06,ERCOT - PeakLoad,82705
2023-09-06,ERCOT - Solar,126340.0
2023-09-06,ERCOT - Total Generation,1613896.0
2023-09-06,ERCOT - Wind,190478.0
2023-09-06,IESO - Biofuel,1919.0
2023-09-06,IESO - Hydro,91379.0
2023-09-06,IESO - Natural Gas,124364.0
2023-09-06,IESO - Nuclear Power,216263.0
2023-09-06,IESO - PeakLoad,22966
2023-09-06,IESO - Total Generation,464586.0
2023-09-06,IESO - Wind,30661.0
2023-09-06,ISONE - Coal,0
2023-09-06,ISONE - Hydro,24735
2023-09-06,ISONE - Natural Gas,255254
2023-09-06,ISONE - Nuclear Power,72719
2023-09-06,ISONE - Other,15654
2023-09-06,ISONE - PeakLoad,22399
2023-09-06,ISONE - Residual Oil,4959
2023-09-06,ISONE - Solar Thermal,15073
2023-09-06,ISONE - Total Generation,391211
2023-09-06,ISONE - Wind,2817
2023-09-06,MISO - Coal,634784.7999999999
2023-09-06,MISO - Hydro,22702.6
2023-09-06,MISO - Natural Gas,808104.7
2023-09-06,MISO - Nuclear,253065.20000000004
2023-09-06,MISO - Other,22295.2
2023-09-06,MISO - PeakLoad,101900
2023-09-06,MISO - Total Generation,2060194.9
2023-09-06,MISO - Wind,301513.83999999997
2023-09-06,NYISO - Coal or Oil,11213.205147000004
2023-09-06,NYISO - Dual Fuel,222420.02698300002
2023-09-06,NYISO - Hydro,87650.06606500002
2023-09-06,NYISO - Natural Gas,151191.395232
2023-09-06,NYISO - Nuclear Power,49683.884596999975
2023-09-06,NYISO - Other Renewables,7321.220715000002
2023-09-06,NYISO - PeakLoad,30206
2023-09-06,NYISO - Total Generation,534216.8804699985
2023-09-06,NYISO - Wind,4756.314307999996
2023-09-06,PJM - Coal,606051.0
2023-09-06,PJM - Hydro,46964.0
2023-09-06,PJM - Natural Gas,1382487.0
2023-09-06,PJM - Nuclear Power,773984.0
2023-09-06,PJM - Other,28387.0
2023-09-06,PJM - PeakLoad,141493
2023-09-06,PJM - Renewables,14766.0
2023-09-06,PJM - Residual Oil,24364.0
2023-09-06,PJM - Solar,38484.0
2023-09-06,PJM - Total Generation,3003891.0
2023-09-06,PJM - Wind,88404.0
2023-09-06,SPP - Coal,302971
2023-09-06,SPP - Diesel,214
2023-09-06,SPP - Hydro,31735
2023-09-06,SPP - Natural Gas,295693
2023-09-06,SPP - Nuclear Power,47224
2023-09-06,SPP - PeakLoad,44703
2023-09-06,SPP - Total Generation,885612
2023-09-06,SPP - Wind,207776
2023-09-07,AESO - PeakLoad,10086
2023-09-07,BPA - PeakLoad,6549
2023-09-07,CAISO - Biogas,5122.0
2023-09-07,CAISO - Biomass,8304.0
2023-09-07,CAISO - Geothermal Steam,20314.0
2023-09-07,CAISO - Hydro,74244.0
2023-09-07,CAISO - Nuclear Power,53168.0
2023-09-07,CAISO - PeakLoad,35718
2023-09-07,CAISO - Power Imports,72862.0
2023-09-07,CAISO - Solar PV,153835.0
2023-09-07,CAISO - Solar Thermal,0.0
2023-09-07,CAISO - Thermal Power,281814.0
2023-09-07,CAISO - Total Generation,710189.0
2023-09-07,CAISO - Wind,40526.0
2023-09-07,ERCOT - Coal,228011.0
2023-09-07,ERCOT - Hydro,1535.0
2023-09-07,ERCOT - Natural Gas,914317.0
2023-09-07,ERCOT - Nuclear,118608.0
2023-09-07,ERCOT - Other,4853.0
2023-09-07,ERCOT - PeakLoad,83911
2023-09-07,ERCOT - Solar,129592.0
2023-09-07,ERCOT - Total Generation,1636923.0
2023-09-07,ERCOT - Wind,240007.0
2023-09-07,IESO - Biofuel,1973.0
2023-09-07,IESO - Hydro,91480.0
2023-09-07,IESO - Natural Gas,131407.0
2023-09-07,IESO - Nuclear Power,195655.0
2023-09-07,IESO - PeakLoad,21166
2023-09-07,IESO - Total Generation,442210.0
2023-09-07,IESO - Wind,21695.0
2023-09-07,ISONE - Coal,0
2023-09-07,ISONE - Hydro,23304
2023-09-07,ISONE - Natural Gas,270562
2023-09-07,ISONE - Nuclear Power,70605
2023-09-07,ISONE - Other,15539
2023-09-07,ISONE - PeakLoad,23475
2023-09-07,ISONE - Residual Oil,5634
2023-09-07,ISONE - Solar Thermal,16336
2023-09-07,ISONE - Total Generation,405118
2023-09-07,ISONE - Wind,3138
2023-09-07,MISO - Coal,665743.5000000001
2023-09-07,MISO - Hydro,25468.500000000004
2023-09-07,MISO - Natural Gas,806182.0000000001
2023-09-07,MISO - Nuclear,253444.29999999996
2023-09-07,MISO - Other,22973.5
2023-09-07,MISO - PeakLoad,93153
2023-09-07,MISO - Total Generation,1877315.8999999997
2023-09-07,MISO - Wind,88569.8
2023-09-07,NYISO - Coal or Oil,6832.2226709999895
2023-09-07,NYISO - Dual Fuel,214320.80938000005
2023-09-07,NYISO - Hydro,79684.51459399996
2023-09-07,NYISO - Natural Gas,145146.33607900015
2023-09-07,NYISO - Nuclear Power,51670.20998500004
2023-09-07,NYISO - Other Renewables,7154.971379999998
2023-09-07,NYISO - PeakLoad,29373
2023-09-07,NYISO - Total Generation,513543.37411000044
2023-09-07,NYISO - Wind,8752.798321999999
2023-09-07,PJM - Coal,512919.0
2023-09-07,PJM - Hydro,44983.0
2023-09-07,PJM - Natural Gas,1351443.0
2023-09-07,PJM - Nuclear Power,776560.0
2023-09-07,PJM - Other,34077.0
2023-09-07,PJM - PeakLoad,130370
2023-09-07,PJM - Renewables,14808.0
2023-09-07,PJM - Residual Oil,16894.0
2023-09-07,PJM - Solar,34368.0
2023-09-07,PJM - Total Generation,2822222.0
2023-09-07,PJM - Wind,36170.0
2023-09-07,SPP - Coal,273942
2023-09-07,SPP - Diesel,98
2023-09-07,SPP - Hydro,32709
2023-09-07,SPP - Natural Gas,278132
2023-09-07,SPP - Nuclear Power,47795
2023-09-07,SPP - PeakLoad,46585
2023-09-07,SPP - Total Generation,911339
2023-09-07,SPP - Wind,278664
2023-09-08,AESO - PeakLoad,9878
2023-09-08,BPA - PeakLoad,6457
2023-09-08,CAISO - Biogas,5108.0
2023-09-08,CAISO - Biomass,7992.0
2023-09-08,CAISO - Geothermal Steam,20298.0
2023-09-08,CAISO - Hydro,78717.0
2023-09-08,CAISO - Nuclear Power,53017.0
2023-09-08,CAISO - PeakLoad,38472
2023-09-08,CAISO - Power Imports,78420.0
2023-09-08,CAISO - Solar PV,144038.0
2023-09-08,CAISO - Solar Thermal,0.0
2023-09-08,CAISO - Thermal Power,320763.0
2023-09-08,CAISO - Total Generation,736137.0
2023-09-08,CAISO - Wind,27784.0
2023-09-08,ERCOT - Coal,211763.0
2023-09-08,ERCOT - Hydro,1596.0
2023-09-08,ERCOT - Natural Gas,875137.0
2023-09-08,ERCOT - Nuclear,118651.0
2023-09-08,ERCOT - Other,4620.0
2023-09-08,ERCOT - PeakLoad,84182
2023-09-08,ERCOT - Solar,126703.0
2023-09-08,ERCOT - Total Generation,1641277.0
2023-09-08,ERCOT - Wind,302807.0
2023-09-08,IESO - Biofuel,663.0
2023-09-08,IESO - Hydro,85730.0
2023-09-08,IESO - Natural Gas,105270.0
2023-09-08,IESO - Nuclear Power,197247.0
2023-09-08,IESO - PeakLoad,17440
2023-09-08,IESO - Total Generation,397546.0
2023-09-08,IESO - Wind,8636.0
2023-09-08,ISONE - Coal,0
2023-09-08,ISONE - Hydro,19062
2023-09-08,ISONE - Natural Gas,249116
2023-09-08,ISONE - Nuclear Power,75392
2023-09-08,ISONE - Other,14266
2023-09-08,ISONE - PeakLoad,20225
2023-09-08,ISONE - Residual Oil,1173
2023-09-08,ISONE - Solar Thermal,10083
2023-09-08,ISONE - Total Generation,375357
2023-09-08,ISONE - Wind,6265
2023-09-08,MISO - Coal,592458.3999999999
2023-09-08,MISO - Hydro,20774.6
2023-09-08,MISO - Natural Gas,750330.9
2023-09-08,MISO - Nuclear,255919.20000000004
2023-09-08,MISO - Other,22598.699999999993
2023-09-08,MISO - PeakLoad,84813
2023-09-08,MISO - Total Generation,1728088.4
2023-09-08,MISO - Wind,68611.23000000003
2023-09-08,NYISO - Coal or Oil,1171.6619799999978
2023-09-08,NYISO - Dual Fuel,188864.41120600002
2023-09-08,NYISO - Hydro,71342.13129699999
2023-09-08,NYISO - Natural Gas,135019.7099190001
2023-09-08,NYISO - Nuclear Power,73595.53895000005
2023-09-08,NYISO - Other Renewables,6964.305476
2023-09-08,NYISO - PeakLoad,26149
2023-09-08,NYISO - Total Generation,483613.73801000376
2023-09-08,NYISO - Wind,6673.389972999997
2023-09-08,PJM - Coal,407429.0
2023-09-08,PJM - Hydro,48107.0
2023-09-08,PJM - Natural Gas,1259630.0
2023-09-08,PJM - Nuclear Power,775933.0
2023-09-08,PJM - Other,26427.0
2023-09-08,PJM - PeakLoad,121977
2023-09-08,PJM - Renewables,15321.0
2023-09-08,PJM - Residual Oil,11741.0
2023-09-08,PJM - Solar,34061.0
2023-09-08,PJM - Total Generation,2592956.0
2023-09-08,PJM - Wind,14307.0
2023-09-08,SPP - Coal,287027
2023-09-08,SPP - Diesel,0
2023-09-08,SPP - Hydro,32810
2023-09-08,SPP - Natural Gas,299291
2023-09-08,SPP - Nuclear Power,47494
2023-09-08,SPP - PeakLoad,45174
2023-09-08,SPP - Total Generation,904330
2023-09-08,SPP - Wind,237709
2023-09-09,AESO - PeakLoad,9896
2023-09-09,BPA - PeakLoad,6481
2023-09-09,CAISO - Biogas,5095.0
2023-09-09,CAISO - Biomass,7431.0
2023-09-09,CAISO - Geothermal Steam,20220.0
2023-09-09,CAISO - Hydro,80615.0
2023-09-09,CAISO - Nuclear Power,52996.0
2023-09-09,CAISO - PeakLoad,36274
2023-09-09,CAISO - Power Imports,71445.0
2023-09-09,CAISO - Solar PV,137626.0
2023-09-09,CAISO - Solar Thermal,0.0
2023-09-09,CAISO - Thermal Power,307842.0
2023-09-09,CAISO - Total Generation,720575.0
2023-09-09,CAISO - Wind,37305.0
2023-09-09,ERCOT - Coal,226569.0
2023-09-09,ERCOT - Hydro,1085.0
2023-09-09,ERCOT - Natural Gas,833520.0
2023-09-09,ERCOT - Nuclear,118717.0
2023-09-09,ERCOT - Other,3693.0
2023-09-09,ERCOT - PeakLoad,77684
2023-09-09,ERCOT - Solar,120320.0
2023-09-09,ERCOT - Total Generation,1498699.0
2023-09-09,ERCOT - Wind,194795.0
2023-09-09,IESO - Biofuel,506.0
2023-09-09,IESO - Hydro,81556.0
2023-09-09,IESO - Natural Gas,70947.0
2023-09-09,IESO - Nuclear Power,201086.0
2023-09-09,IESO - PeakLoad,16069
2023-09-09,IESO - Total Generation,357705.0
2023-09-09,IESO - Wind,3610.0
2023-09-09,ISONE - Coal,0
2023-09-09,ISONE - Hydro,19056
2023-09-09,ISONE - Natural Gas,218020
2023-09-09,ISONE - Nuclear Power,75382
2023-09-09,ISONE - Other,13000
2023-09-09,ISONE - PeakLoad,18602
2023-09-09,ISONE - Residual Oil,35
2023-09-09,ISONE - Solar Thermal,11316
2023-09-09,ISONE - Total Generation,341542
2023-09-09,ISONE - Wind,4733
2023-09-09,MISO - Coal,515283.0
2023-09-09,MISO - Hydro,16459.799999999996
2023-09-09,MISO - Natural Gas,655321.8999999999
2023-09-09,MISO - Nuclear,276036.79999999993
2023-09-09,MISO - Other,21742.5
2023-09-09,MISO - PeakLoad,82901
2023-09-09,MISO - Total Generation,1592013.3
2023-09-09,MISO - Wind,80704.04999999997
2023-09-09,NYISO - Coal or Oil,640.2474389999996
2023-09-09,NYISO - Dual Fuel,143039.7611720001
2023-09-09,NYISO - Hydro,74432.11893699999
2023-09-09,NYISO - Natural Gas,123036.6745180001
2023-09-09,NYISO - Nuclear Power,71636.29678699997
2023-09-09,NYISO - Other Renewables,6862.472549999999
2023-09-09,NYISO - PeakLoad,22608
2023-09-09,NYISO - Total Generation,421230.65010000335
2023-09-09,NYISO - Wind,1598.2436069999999
2023-09-09,PJM - Coal,296488.0
2023-09-09,PJM - Hydro,37173.0
2023-09-09,PJM - Natural Gas,1159341.0
2023-09-09,PJM - Nuclear Power,775315.0
2023-09-09,PJM - Other,18880.0
2023-09-09,PJM - PeakLoad,106310
2023-09-09,PJM - Renewables,15040.0
2023-09-09,PJM - Residual Oil,5177.0
2023-09-09,PJM - Solar,19108.0
2023-09-09,PJM - Total Generation,2344922.0
2023-09-09,PJM - Wind,18400.0
2023-09-09,SPP - Coal,289822
2023-09-09,SPP - Diesel,150
2023-09-09,SPP - Hydro,30136
2023-09-09,SPP - Natural Gas,259828
2023-09-09,SPP - Nuclear Power,47821
2023-09-09,SPP - PeakLoad,41703
2023-09-09,SPP - Total Generation,834489
2023-09-09,SPP - Wind,206731
2023-09-10,AESO - PeakLoad,9769
2023-09-10,BPA - PeakLoad,6629
2023-09-10,CAISO - Biogas,4987.0
2023-09-10,CAISO - Biomass,6606.0
2023-09-10,CAISO - Geothermal Steam,20122.0
2023-09-10,CAISO - Hydro,76323.0
2023-09-10,CAISO - Nuclear Power,53069.0
2023-09-10,CAISO - PeakLoad,36210
2023-09-10,CAISO - Power Imports,87032.0
2023-09-10,CAISO - Solar PV,87285.0
2023-09-10,CAISO - Solar Thermal,0.0
2023-09-10,CAISO - Thermal Power,319024.0
2023-09-10,CAISO - Total Generation,694045.0
2023-09-10,CAISO - Wind,39597.0
2023-09-10,ERCOT - Coal,194604.0
2023-09-10,ERCOT - Hydro,1037.0
2023-09-10,ERCOT - Natural Gas,700525.0
2023-09-10,ERCOT - Nuclear,118826.0
2023-09-10,ERCOT - Other,3535.0
2023-09-10,ERCOT - PeakLoad,73309
2023-09-10,ERCOT - Solar,111945.0
2023-09-10,ERCOT - Total Generation,1398712.0
2023-09-10,ERCOT - Wind,268240.0
2023-09-10,IESO - Biofuel,535.0
2023-09-10,IESO - Hydro,82193.0
2023-09-10,IESO - Natural Gas,70159.0
2023-09-10,IESO - Nuclear Power,206657.0
2023-09-10,IESO - PeakLoad,17257
2023-09-10,IESO - Total Generation,362549.0
2023-09-10,IESO - Wind,3005.0
2023-09-10,ISONE - Coal,0
2023-09-10,ISONE - Hydro,19404
2023-09-10,ISONE - Natural Gas,203611
2023-09-10,ISONE - Nuclear Power,75365
2023-09-10,ISONE - Other,13785
2023-09-10,ISONE - PeakLoad,16532
2023-09-10,ISONE - Residual Oil,11
2023-09-10,ISONE - Solar Thermal,5886
2023-09-10,ISONE - Total Generation,319388
2023-09-10,ISONE - Wind,1326
2023-09-10,MISO - Coal,538891.1
2023-09-10,MISO - Hydro,21121.7
2023-09-10,MISO - Natural Gas,641251.0
2023-09-10,MISO - Nuclear,270103.0
2023-09-10,MISO - Other,21461.9
2023-09-10,MISO - PeakLoad,84692
2023-09-10,MISO - Total Generation,1586696.5999999999
2023-09-10,MISO - Wind,66914.06999999999
2023-09-10,NYISO - Coal or Oil,213.91581099999917
2023-09-10,NYISO - Dual Fuel,125762.91361300003
2023-09-10,NYISO - Hydro,69349.30593500003
2023-09-10,NYISO - Natural Gas,100754.51364699997
2023-09-10,NYISO - Nuclear Power,63571.82904499988
2023-09-10,NYISO - Other Renewables,6466.724133000006
2023-09-10,NYISO - PeakLoad,21274
2023-09-10,NYISO - Total Generation,367598.54547000513
2023-09-10,NYISO - Wind,1492.5773629999997
2023-09-10,PJM - Coal,296735.0
2023-09-10,PJM - Hydro,35395.0
2023-09-10,PJM - Natural Gas,1103594.0
2023-09-10,PJM - Nuclear Power,732325.0
2023-09-10,PJM - Other,18623.0
2023-09-10,PJM - PeakLoad,103619
2023-09-10,PJM - Renewables,14658.0
2023-09-10,PJM - Residual Oil,5121.0
2023-09-10,PJM - Solar,26697.0
2023-09-10,PJM - Total Generation,2240266.0
2023-09-10,PJM - Wind,7118.0
2023-09-10,SPP - Coal,256520
2023-09-10,SPP - Diesel,0
2023-09-10,SPP - Hydro,29372
2023-09-10,SPP - Natural Gas,221745
2023-09-10,SPP - Nuclear Power,47855
2023-09-10,SPP - PeakLoad,39133
2023-09-10,SPP - Total Generation,788467
2023-09-10,SPP - Wind,232975
2023-09-11,AESO - PeakLoad,10092
2023-09-11,BPA - PeakLoad,6705
2023-09-11,CAISO - Biogas,4524.0
2023-09-11,CAISO - Biomass,6886.0
2023-09-11,CAISO - Geothermal Steam,20158.0
2023-09-11,CAISO - Hydro,74877.0
2023-09-11,CAISO - Nuclear Power,53102.0
2023-09-11,CAISO - PeakLoad,36444
2023-09-11,CAISO - Power Imports,106463.0
2023-09-11,CAISO - Solar PV,104199.0
2023-09-11,CAISO - Solar Thermal,0.0
2023-09-11,CAISO - Thermal Power,345831.0
2023-09-11,CAISO - Total Generation,755531.0
2023-09-11,CAISO - Wind,39491.0
2023-09-11,ERCOT - Coal,178320.0
2023-09-11,ERCOT - Hydro,1015.0
2023-09-11,ERCOT - Natural Gas,673805.0
2023-09-11,ERCOT - Nuclear,118934.0
2023-09-11,ERCOT - Other,3804.0
2023-09-11,ERCOT - PeakLoad,71463
2023-09-11,ERCOT - Solar,88050.0
2023-09-11,ERCOT - Total Generation,1380461.0
2023-09-11,ERCOT - Wind,316533.0
2023-09-11,IESO - Biofuel,811.0
2023-09-11,IESO - Hydro,84082.0
2023-09-11,IESO - Natural Gas,100365.0
2023-09-11,IESO - Nuclear Power,205869.0
2023-09-11,IESO - PeakLoad,19016
2023-09-11,IESO - Total Generation,395124.0
2023-09-11,IESO - Wind,3997.0
2023-09-11,ISONE - Coal,0
2023-09-11,ISONE - Hydro,22391
2023-09-11,ISONE - Natural Gas,215825
2023-09-11,ISONE - Nuclear Power,72302
2023-09-11,ISONE - Other,13982
2023-09-11,ISONE - PeakLoad,18222
2023-09-11,ISONE - Residual Oil,8
2023-09-11,ISONE - Solar Thermal,7140
2023-09-11,ISONE - Total Generation,332139
2023-09-11,ISONE - Wind,491
2023-09-11,MISO - Coal,607843.4
2023-09-11,MISO - Hydro,23624.7
2023-09-11,MISO - Natural Gas,727424.8
2023-09-11,MISO - Nuclear,253204.49999999997
2023-09-11,MISO - Other,22594.6
2023-09-11,MISO - PeakLoad,87568
2023-09-11,MISO - Total Generation,1729891.5999999996
2023-09-11,MISO - Wind,79070.00000000001
2023-09-11,NYISO - Coal or Oil,300.415465000001
2023-09-11,NYISO - Dual Fuel,153412.636347
2023-09-11,NYISO - Hydro,77118.60819099999
2023-09-11,NYISO - Natural Gas,109558.645097
2023-09-11,NYISO - Nuclear Power,64970.57344999992
2023-09-11,NYISO - Other Renewables,6598.640272000001
2023-09-11,NYISO - PeakLoad,23194
2023-09-11,NYISO - Total Generation,412496.49948000524
2023-09-11,NYISO - Wind,551.8311259999996
2023-09-11,PJM - Coal,311721.0
2023-09-11,PJM - Hydro,45165.0
2023-09-11,PJM - Natural Gas,1249878.0
2023-09-11,PJM - Nuclear Power,747550.0
2023-09-11,PJM - Other,19964.0
2023-09-11,PJM - PeakLoad,115155
2023-09-11,PJM - Renewables,12700.0
2023-09-11,PJM - Residual Oil,7016.0
2023-09-11,PJM - Solar,34454.0
2023-09-11,PJM - Total Generation,2445548.0
2023-09-11,PJM - Wind,17100.0
2023-09-11,SPP - Coal,286910
2023-09-11,SPP - Diesel,23
2023-09-11,SPP - Hydro,32896
2023-09-11,SPP - Natural Gas,245572
2023-09-11,SPP - Nuclear Power,47942
2023-09-11,SPP - PeakLoad,34666
2023-09-11,SPP - Total Generation,766674
2023-09-11,SPP - Wind,153331
2023-09-12,AESO - PeakLoad,9968
2023-09-12,BPA - PeakLoad,6702
2023-09-12,CAISO - Biogas,4492.0
2023-09-12,CAISO - Biomass,7103.0
2023-09-12,CAISO - Geothermal Steam,19239.0
2023-09-12,CAISO - Hydro,74762.0
2023-09-12,CAISO - Nuclear Power,53301.0
2023-09-12,CAISO - PeakLoad,35461
2023-09-12,CAISO - Power Imports,89764.0
2023-09-12,CAISO - Solar PV,141455.0
2023-09-12,CAISO - Solar Thermal,0.0
2023-09-12,CAISO - Thermal Power,272249.0
2023-09-12,CAISO - Total Generation,722736.0
2023-09-12,CAISO - Wind,60371.0
2023-09-12,ERCOT - Coal,228469.0
2023-09-12,ERCOT - Hydro,991.0
2023-09-12,ERCOT - Natural Gas,777460.0
2023-09-12,ERCOT - Nuclear,119048.0
2023-09-12,ERCOT - Other,3666.0
2023-09-12,ERCOT - PeakLoad,69007
2023-09-12,ERCOT - Solar,54520.0
2023-09-12,ERCOT - Total Generation,1354724.0
2023-09-12,ERCOT - Wind,170570.0
2023-09-12,IESO - Biofuel,444.0
2023-09-12,IESO - Hydro,87930.0
2023-09-12,IESO - Natural Gas,79556.0
2023-09-12,IESO - Nuclear Power,222796.0
2023-09-12,IESO - PeakLoad,18064
2023-09-12,IESO - Total Generation,410796.0
2023-09-12,IESO - Wind,20070.0
2023-09-12,ISONE - Coal,0
2023-09-12,ISONE - Hydro,24058
2023-09-12,ISONE - Natural Gas,203860
2023-09-12,ISONE - Nuclear Power,72061
2023-09-12,ISONE - Other,13760
2023-09-12,ISONE - PeakLoad,13638
2023-09-12,ISONE - Residual Oil,709
2023-09-12,ISONE - Solar Thermal,9077
2023-09-12,ISONE - Total Generation,325343
2023-09-12,ISONE - Wind,1818
2023-09-12,MISO - Coal,587879.9999999998
2023-09-12,MISO - Hydro,24993.6
2023-09-12,MISO - Natural Gas,735656.9999999999
2023-09-12,MISO - Nuclear,253334.39999999997
2023-09-12,MISO - Other,21405.700000000004
2023-09-12,MISO - PeakLoad,84688
2023-09-12,MISO - Total Generation,1735456.4999999998
2023-09-12,MISO - Wind,91904.20999999998
2023-09-12,NYISO - Coal or Oil,226.33242799999937
2023-09-12,NYISO - Dual Fuel,154846.9639430001
2023-09-12,NYISO - Hydro,80085.346324
2023-09-12,NYISO - Natural Gas,116291.451499
2023-09-12,NYISO - Nuclear Power,78661.18535399991
2023-09-12,NYISO - Other Renewables,7260.4709580000035
2023-09-12,NYISO - PeakLoad,23565
2023-09-12,NYISO - Total Generation,444212.3974600066
