GasDate,DryGasProduction,LNG Sendout,Net Imports from Canada,TotalSupply,PowerBurn,Industrial,ResComm,PipeLoss,USDemand,NetExports to Mexico,Total Demand,NetImportExport,Balance,ImpliedStorageChange,LNG Feedgas
2018-01-01,72951.0,1023.0,8292.0,82266.0,33013.0,28697.0,77117.0,3955.0,146050.0,4002.0,150052.0,5313.0,280.0,-67506.0,3268.0
2018-01-02,73561.0,1095.0,7811.0,82467.0,32549.0,28206.0,69810.0,3750.0,136179.0,3991.0,140170.0,4915.0,320.0,-57385.0,1864.0
2018-01-03,73888.0,920.0,6563.0,81371.0,32075.0,26831.0,61572.0,3505.0,126772.0,4276.0,131048.0,3207.0,663.0,-49014.0,2790.0
2018-01-04,75547.0,943.0,6382.0,82872.0,32352.0,26764.0,63785.0,3508.0,129369.0,4212.0,133581.0,3113.0,1338.0,-49370.0,2960.0
2018-01-05,77091.0,791.0,5798.0,83680.0,29697.0,26835.0,68167.0,3511.0,131377.0,4447.0,135824.0,2142.0,2242.0,-49902.0,3168.0
2018-01-06,77351.0,848.0,5569.0,83768.0,25887.0,26744.0,69288.0,3412.0,127033.0,4369.0,131402.0,2048.0,2190.0,-45445.0,1703.0
2018-01-07,77470.0,645.0,5533.0,83648.0,24913.0,25470.0,57134.0,3133.0,112567.0,4387.0,116954.0,1791.0,1641.0,-31666.0,1916.0
2018-01-08,77620.0,338.0,5631.0,83589.0,25369.0,24351.0,49075.0,2778.0,103623.0,4303.0,107926.0,1666.0,1223.0,-23114.0,2049.0
2018-01-09,78093.0,515.0,5537.0,84145.0,23400.0,24036.0,42899.0,2545.0,94856.0,4437.0,99293.0,1615.0,703.0,-14445.0,1976.0
2018-01-10,78055.0,324.0,5014.0,83393.0,22509.0,23650.0,39592.0,2399.0,90358.0,4364.0,94722.0,974.0,499.0,-10831.0,2208.0
2018-01-11,78140.0,151.0,4614.0,82905.0,22555.0,23536.0,35556.0,2324.0,86054.0,4435.0,90489.0,330.0,-76.0,-7660.0,2083.0
2018-01-12,77892.0,135.0,4207.0,82234.0,25445.0,24994.0,44106.0,2705.0,99532.0,4422.0,103954.0,-80.0,-1430.0,-23151.0,2282.0
2018-01-13,76935.0,271.0,5971.0,83177.0,27524.0,25902.0,56651.0,3116.0,116049.0,4340.0,120389.0,1902.0,-451.0,-37662.0,2856.0
2018-01-14,77297.0,720.0,6264.0,84281.0,26765.0,26193.0,62640.0,3224.0,122048.0,4396.0,126444.0,2588.0,-226.0,-42389.0,3226.0
2018-01-15,77679.0,662.0,6297.0,84638.0,27645.0,25877.0,63206.0,3263.0,123232.0,4393.0,127625.0,2566.0,-646.0,-43632.0,3240.0
2018-01-16,76478.0,371.0,6586.0,83435.0,31806.0,26865.0,63330.0,3468.0,128745.0,4197.0,132942.0,2760.0,-966.0,-50472.0,3276.0
2018-01-17,74278.0,1162.0,7038.0,82478.0,33134.0,26979.0,62476.0,3497.0,129186.0,4144.0,133330.0,4056.0,-1040.0,-51892.0,3100.0
2018-01-18,76096.0,874.0,5790.0,82760.0,29614.0,25810.0,54909.0,3148.0,115989.0,4399.0,120388.0,2265.0,-1238.0,-38866.0,2508.0
2018-01-19,77904.0,282.0,5307.0,83493.0,24119.0,24402.0,45471.0,2663.0,97284.0,4489.0,101773.0,1100.0,-2904.0,-21185.0,630.0
2018-01-20,78670.0,272.0,5219.0,84161.0,20717.0,23448.0,37986.0,2314.0,85423.0,4489.0,89912.0,1002.0,-2585.0,-8336.0,958.0
2018-01-21,78873.0,228.0,5237.0,84338.0,21012.0,23135.0,37986.0,2303.0,86085.0,4479.0,90564.0,986.0,-2795.0,-9022.0,1650.0
2018-01-22,78984.0,301.0,5238.0,84523.0,21221.0,23276.0,36053.0,2282.0,85335.0,4471.0,89806.0,1068.0,-2597.0,-7879.0,2504.0
2018-01-23,78712.0,268.0,4967.0,83947.0,21631.0,23812.0,38548.0,2387.0,88959.0,4471.0,93430.0,764.0,-2310.0,-11793.0,2580.0
2018-01-24,78786.0,416.0,5590.0,84792.0,22925.0,24440.0,44777.0,2592.0,97621.0,4509.0,102130.0,1497.0,-2710.0,-20048.0,2888.0
2018-01-25,79090.0,555.0,5250.0,84895.0,22303.0,24273.0,45669.0,2574.0,97971.0,4569.0,102540.0,1236.0,-3155.0,-20799.0,3151.0
2018-01-26,78941.0,579.0,5050.0,84570.0,20429.0,23587.0,41393.0,2391.0,91000.0,4485.0,95485.0,1144.0,-3904.0,-14818.0,3200.0
2018-01-27,79189.0,329.0,5065.0,84583.0,19107.0,23304.0,35862.0,2213.0,83685.0,4551.0,88236.0,843.0,-3207.0,-6859.0,3200.0
2018-01-28,79376.0,297.0,5101.0,84774.0,19918.0,23491.0,36135.0,2254.0,84924.0,4548.0,89472.0,850.0,-2783.0,-7481.0,3125.0
2018-01-29,79554.0,184.0,5367.0,85105.0,22923.0,24398.0,44409.0,2595.0,97476.0,4556.0,102032.0,995.0,-2905.0,-19832.0,3151.0
2018-01-30,79601.0,272.0,5311.0,85184.0,23191.0,24828.0,49449.0,2737.0,103458.0,4510.0,107968.0,1073.0,-3481.0,-26266.0,3254.0
2018-01-31,79355.0,348.0,5345.0,85048.0,22940.0,24164.0,44545.0,2561.0,97611.0,4579.0,102190.0,1114.0,-3630.0,-20771.0,3401.0
2018-02-01,79846.0,204.0,5112.0,85162.0,24310.0,24468.0,45649.0,2641.0,100586.0,4523.0,105109.0,793.0,-3010.0,-22957.0,3520.0
2018-02-02,79984.0,580.0,5346.0,85910.0,23474.0,25489.0,55304.0,2906.0,110596.0,4550.0,115146.0,1376.0,-2232.0,-31468.0,3423.0
2018-02-03,80556.0,491.0,4915.0,85962.0,21378.0,24741.0,49603.0,2664.0,101817.0,4514.0,106331.0,892.0,-2927.0,-23296.0,3432.0
2018-02-04,80603.0,263.0,4827.0,85693.0,22538.0,24724.0,48313.0,2677.0,101683.0,4531.0,106214.0,559.0,-1802.0,-22323.0,3431.0
2018-02-05,80504.0,263.0,5116.0,85883.0,23742.0,25837.0,55375.0,2929.0,111239.0,4501.0,115740.0,878.0,-1798.0,-31655.0,3356.0
2018-02-06,80169.0,334.0,5173.0,85676.0,24978.0,25471.0,52434.0,2866.0,108921.0,4467.0,113388.0,1040.0,-1906.0,-29618.0,3172.0
2018-02-07,79744.0,202.0,5561.0,85507.0,25591.0,25068.0,49492.0,2800.0,106267.0,4528.0,110795.0,1235.0,-1996.0,-27284.0,3316.0
2018-02-08,80069.0,305.0,5609.0,85983.0,24599.0,25178.0,50986.0,2798.0,106812.0,4599.0,111411.0,1315.0,-2441.0,-27870.0,3251.0
2018-02-09,80054.0,564.0,4845.0,85463.0,23210.0,24546.0,46176.0,2600.0,99769.0,4576.0,104345.0,833.0,-2723.0,-21605.0,3237.0
2018-02-10,79680.0,322.0,4589.0,84591.0,22388.0,24684.0,44592.0,2566.0,97461.0,4374.0,101835.0,537.0,-1755.0,-18999.0,3232.0
2018-02-11,79576.0,296.0,4607.0,84479.0,23382.0,24838.0,43542.0,2588.0,97712.0,4373.0,102085.0,530.0,-2043.0,-19649.0,3361.0
2018-02-12,79418.0,306.0,4885.0,84609.0,25704.0,25298.0,47401.0,2764.0,104514.0,4413.0,108927.0,778.0,-2501.0,-26819.0,3347.0
2018-02-13,79268.0,462.0,5209.0,84939.0,25004.0,24768.0,46223.0,2685.0,101773.0,4477.0,106250.0,1194.0,-3400.0,-24711.0,3092.0
2018-02-14,79403.0,379.0,4660.0,84442.0,23851.0,23283.0,33042.0,2266.0,85599.0,4557.0,90156.0,482.0,-3324.0,-9038.0,3157.0
2018-02-15,79244.0,324.0,4476.0,84044.0,23085.0,22742.0,28486.0,2108.0,79330.0,4542.0,83872.0,258.0,-2864.0,-2692.0,2908.0
2018-02-16,79678.0,291.0,5029.0,84998.0,23156.0,23761.0,37159.0,2364.0,87643.0,4433.0,92076.0,887.0,-1252.0,-8330.0,1203.0
2018-02-17,79472.0,201.0,4959.0,84632.0,22019.0,24017.0,39924.0,2398.0,90065.0,4390.0,94455.0,770.0,-2230.0,-12051.0,1707.0
2018-02-18,79442.0,141.0,4902.0,84485.0,21411.0,23689.0,36657.0,2288.0,86647.0,4388.0,91035.0,655.0,-2012.0,-8561.0,2602.0
2018-02-19,79403.0,167.0,4568.0,84138.0,24073.0,23265.0,34900.0,2300.0,87269.0,4425.0,91694.0,310.0,-1694.0,-9250.0,2731.0
2018-02-20,79004.0,121.0,4539.0,83664.0,25028.0,23046.0,33430.0,2305.0,87016.0,4421.0,91437.0,239.0,-793.0,-8567.0,3207.0
2018-02-21,79191.0,112.0,4954.0,84257.0,26940.0,24054.0,37197.0,2501.0,93595.0,4229.0,97824.0,837.0,-398.0,-13965.0,2903.0
2018-02-22,79136.0,135.0,5353.0,84624.0,26621.0,24185.0,39400.0,2534.0,95681.0,4339.0,100020.0,1149.0,-1393.0,-16789.0,2942.0
2018-02-23,79204.0,184.0,5100.0,84488.0,25275.0,23807.0,37780.0,2434.0,92657.0,4368.0,97025.0,916.0,-1460.0,-13998.0,3360.0
2018-02-24,79696.0,103.0,4838.0,84637.0,23093.0,23273.0,34895.0,2284.0,87089.0,4364.0,91453.0,577.0,-1255.0,-8070.0,3544.0
2018-02-25,79708.0,132.0,4942.0,84782.0,22770.0,23367.0,33994.0,2259.0,85959.0,4409.0,90368.0,665.0,-1503.0,-7089.0,3569.0
2018-02-26,80044.0,108.0,5039.0,85191.0,24460.0,23410.0,33314.0,2291.0,87439.0,4393.0,91832.0,754.0,-1734.0,-8375.0,3964.0
2018-02-27,80156.0,108.0,4920.0,85184.0,23870.0,23083.0,31469.0,2214.0,84570.0,4581.0,89151.0,447.0,-1679.0,-5645.0,3933.0
2018-02-28,80614.0,95.0,4660.0,85369.0,25506.0,22845.0,30024.0,2217.0,84596.0,4499.0,89095.0,256.0,-1508.0,-5234.0,4005.0
2018-03-01,79847.0,127.0,5140.0,85114.0,24851.0,23449.0,32357.0,2287.0,86936.0,4480.0,91416.0,787.0,-2038.0,-8340.0,3992.0
2018-03-02,80077.0,173.0,5481.0,85731.0,23979.0,23804.0,36514.0,2374.0,90162.0,4455.0,94617.0,1199.0,-2649.0,-11536.0,3492.0
2018-03-03,80003.0,173.0,5360.0,85536.0,23159.0,23603.0,34440.0,2283.0,86667.0,4384.0,91051.0,1149.0,-2593.0,-8109.0,3182.0
2018-03-04,79966.0,181.0,5348.0,85495.0,23059.0,23571.0,35699.0,2303.0,87820.0,4400.0,92220.0,1129.0,-2666.0,-9392.0,3188.0
2018-03-05,80233.0,182.0,5518.0,85933.0,24366.0,23866.0,37635.0,2401.0,91477.0,4478.0,95955.0,1222.0,-2737.0,-12759.0,3208.0
2018-03-06,79953.0,210.0,5795.0,85958.0,25304.0,23927.0,37725.0,2450.0,92733.0,4425.0,97158.0,1580.0,-2588.0,-13788.0,3327.0
2018-03-07,79724.0,176.0,6178.0,86078.0,26317.0,24495.0,41975.0,2615.0,98623.0,4462.0,103085.0,1892.0,-2760.0,-19767.0,3221.0
2018-03-08,79663.0,204.0,6571.0,86438.0,25888.0,24412.0,41943.0,2593.0,98065.0,4436.0,102501.0,2339.0,-2767.0,-18829.0,3230.0
2018-03-09,79984.0,229.0,6261.0,86474.0,24348.0,24036.0,38707.0,2435.0,92779.0,4449.0,97228.0,2041.0,-2205.0,-12959.0,3252.0
2018-03-10,80189.0,190.0,6084.0,86463.0,23438.0,23740.0,37589.0,2364.0,90291.0,4430.0,94721.0,1844.0,-2209.0,-10468.0,3160.0
2018-03-11,80206.0,182.0,6136.0,86524.0,23351.0,23787.0,37720.0,2380.0,90358.0,4458.0,94816.0,1860.0,-2021.0,-10312.0,3120.0
2018-03-12,80425.0,201.0,6557.0,87183.0,25964.0,24066.0,39048.0,2516.0,94577.0,4429.0,99006.0,2329.0,-2013.0,-13837.0,2983.0
2018-03-13,79806.0,228.0,6654.0,86688.0,25828.0,24131.0,41036.0,2571.0,96534.0,4405.0,100939.0,2477.0,-2073.0,-16323.0,2967.0
2018-03-14,80193.0,206.0,6283.0,86682.0,24952.0,24070.0,40209.0,2521.0,94917.0,4488.0,99405.0,2001.0,-2020.0,-14743.0,3165.0
2018-03-15,80577.0,185.0,6183.0,86945.0,24267.0,23533.0,35462.0,2337.0,88824.0,4529.0,93353.0,1839.0,-2132.0,-8540.0,3226.0
2018-03-16,80257.0,215.0,6119.0,86591.0,22951.0,23803.0,38144.0,2360.0,90393.0,4496.0,94889.0,1838.0,-1268.0,-9565.0,3135.0
2018-03-17,80542.0,236.0,5938.0,86716.0,21379.0,23560.0,37276.0,2290.0,87621.0,4373.0,91994.0,1801.0,-1194.0,-6471.0,3115.0
2018-03-18,80668.0,312.0,6027.0,87007.0,22164.0,23381.0,36435.0,2290.0,87356.0,4414.0,91770.0,1925.0,-1146.0,-5909.0,3087.0
2018-03-19,80748.0,253.0,6242.0,87243.0,24489.0,23413.0,35042.0,2332.0,88390.0,4421.0,92811.0,2074.0,-1101.0,-6669.0,3115.0
2018-03-20,80446.0,232.0,6695.0,87373.0,26748.0,24017.0,39373.0,2527.0,95970.0,4356.0,100326.0,2571.0,-1209.0,-14162.0,3306.0
2018-03-21,80465.0,206.0,7071.0,87742.0,27045.0,23976.0,39013.0,2532.0,95807.0,4423.0,100230.0,2854.0,-1127.0,-13615.0,3242.0
2018-03-22,80509.0,186.0,6759.0,87454.0,25374.0,23630.0,35157.0,2371.0,89766.0,4430.0,94196.0,2515.0,-1048.0,-7790.0,3233.0
2018-03-23,80699.0,184.0,6062.0,86945.0,24107.0,23550.0,34274.0,2307.0,87301.0,4391.0,91692.0,1855.0,-484.0,-5231.0,3063.0
2018-03-24,80420.0,155.0,5725.0,86300.0,23585.0,23485.0,35686.0,2325.0,88371.0,4394.0,92765.0,1486.0,-453.0,-6919.0,3290.0
2018-03-25,80757.0,183.0,5779.0,86719.0,24202.0,23578.0,37509.0,2399.0,91283.0,4359.0,95642.0,1603.0,-467.0,-9391.0,3595.0
2018-03-26,80721.0,191.0,5855.0,86767.0,25652.0,23358.0,34130.0,2351.0,88496.0,4366.0,92862.0,1680.0,-440.0,-6535.0,3005.0
2018-03-27,80539.0,212.0,5689.0,86440.0,25453.0,23256.0,31283.0,2282.0,85773.0,4153.0,89926.0,1748.0,-404.0,-3890.0,3497.0
2018-03-28,80374.0,129.0,5282.0,85785.0,25306.0,22989.0,27493.0,2170.0,81285.0,3935.0,85220.0,1476.0,-440.0,125.0,3328.0
2018-03-29,80677.0,136.0,4958.0,85771.0,24038.0,22944.0,27209.0,2128.0,79899.0,3741.0,83640.0,1353.0,-472.0,1659.0,3580.0
2018-03-30,80808.0,118.0,4872.0,85798.0,23168.0,23040.0,27396.0,2109.0,80225.0,3638.0,83863.0,1352.0,-815.0,1120.0,4512.0
2018-03-31,80844.0,122.0,4794.0,85760.0,21903.0,23124.0,28811.0,2106.0,79733.0,3622.0,83355.0,1294.0,-822.0,1584.0,3789.0
2018-04-01,80096.0,123.0,5497.0,85716.0,22540.0,23345.0,31085.0,2189.0,82418.0,4238.0,86656.0,1382.0,-188.0,-1128.0,3259.0
2018-04-02,80416.0,179.0,5391.0,85986.0,24267.0,23468.0,33286.0,2296.0,86706.0,4224.0,90930.0,1346.0,-533.0,-5478.0,3391.0
2018-04-03,80238.0,151.0,6755.0,87144.0,25227.0,23030.0,30638.0,2240.0,84631.0,4492.0,89123.0,2414.0,-329.0,-2309.0,3496.0
2018-04-04,80373.0,120.0,7072.0,87565.0,25026.0,23579.0,33167.0,2324.0,88091.0,4414.0,92505.0,2778.0,-397.0,-5337.0,3995.0
2018-04-05,80599.0,172.0,5320.0,86091.0,24435.0,23568.0,33504.0,2290.0,87434.0,4466.0,91900.0,1026.0,-841.0,-6650.0,3636.0
2018-04-06,80259.0,175.0,5943.0,86377.0,23975.0,23418.0,32473.0,2256.0,85649.0,4490.0,90139.0,1628.0,-1465.0,-5227.0,3527.0
2018-04-07,80667.0,145.0,5440.0,86252.0,24225.0,24225.0,37746.0,2451.0,92310.0,4423.0,96733.0,1162.0,-1680.0,-12160.0,3663.0
2018-04-08,80765.0,169.0,5466.0,86400.0,23964.0,24136.0,37338.0,2415.0,91684.0,4407.0,96091.0,1228.0,-1709.0,-11401.0,3831.0
2018-04-09,81032.0,162.0,5865.0,87059.0,26523.0,23632.0,35161.0,2411.0,91552.0,4485.0,96037.0,1542.0,-1571.0,-10550.0,3825.0
2018-04-10,80405.0,162.0,6140.0,86707.0,25617.0,23314.0,31299.0,2271.0,85724.0,4430.0,90154.0,1872.0,-1547.0,-4994.0,3223.0
2018-04-11,79966.0,165.0,5293.0,85424.0,24157.0,22821.0,25735.0,2072.0,77810.0,4542.0,82352.0,916.0,-1452.0,1621.0,3025.0
2018-04-12,80510.0,127.0,5208.0,85845.0,24042.0,22238.0,20754.0,1932.0,71707.0,4485.0,76192.0,850.0,-1347.0,8306.0,2742.0
2018-04-13,79970.0,94.0,5057.0,85121.0,23530.0,22223.0,19440.0,1886.0,70506.0,4490.0,74996.0,661.0,-1336.0,8788.0,3427.0
2018-04-14,80140.0,101.0,5055.0,85296.0,22306.0,22779.0,25168.0,2015.0,76174.0,4391.0,80565.0,765.0,-1520.0,3211.0,3906.0
2018-04-15,80347.0,137.0,5388.0,85872.0,22871.0,23379.0,31224.0,2200.0,83541.0,4377.0,87918.0,1148.0,-1830.0,-3875.0,3866.0
2018-04-16,80419.0,98.0,5510.0,86027.0,24453.0,23421.0,33355.0,2292.0,87346.0,4417.0,91763.0,1191.0,-1771.0,-7506.0,3825.0
2018-04-17,80217.0,101.0,5106.0,85424.0,24434.0,23311.0,32496.0,2241.0,86002.0,4378.0,90380.0,829.0,-1836.0,-6793.0,3519.0
2018-04-18,80067.0,102.0,4814.0,84983.0,25196.0,23072.0,30166.0,2210.0,83923.0,4358.0,88281.0,558.0,-1762.0,-5058.0,3279.0
2018-04-19,80380.0,118.0,5052.0,85550.0,24137.0,23070.0,31277.0,2221.0,84438.0,4407.0,88845.0,763.0,-1874.0,-5169.0,3733.0
2018-04-20,80596.0,102.0,5321.0,86019.0,22054.0,23112.0,29191.0,2108.0,80225.0,4346.0,84571.0,1077.0,1658.0,3106.0,3760.0
2018-04-21,80498.0,94.0,5632.0,86224.0,21386.0,22894.0,25068.0,1977.0,74953.0,4286.0,79239.0,1440.0,1545.0,8531.0,3627.0
2018-04-22,80614.0,91.0,5579.0,86284.0,21974.0,22565.0,22469.0,1925.0,72714.0,4278.0,76992.0,1392.0,1359.0,10650.0,3782.0
2018-04-23,80974.0,92.0,5043.0,86109.0,24072.0,22379.0,20979.0,1942.0,72489.0,4341.0,76830.0,794.0,1353.0,10632.0,3118.0
2018-04-24,80017.0,93.0,5574.0,85684.0,24410.0,22356.0,21160.0,1954.0,72681.0,4448.0,77129.0,1219.0,1347.0,9901.0,2802.0
2018-04-25,80334.0,92.0,5508.0,85934.0,23361.0,22524.0,22574.0,1971.0,73174.0,4509.0,77683.0,1091.0,1277.0,9527.0,2743.0
2018-04-26,80490.0,98.0,5600.0,86188.0,22797.0,22468.0,21127.0,1918.0,71736.0,4465.0,76201.0,1233.0,1263.0,11249.0,3427.0
2018-04-27,80486.0,92.0,5436.0,86014.0,21546.0,22351.0,21426.0,1881.0,70830.0,4500.0,75330.0,1028.0,-323.0,10360.0,3627.0
2018-04-28,80882.0,96.0,5305.0,86283.0,19753.0,22452.0,21501.0,1824.0,69435.0,4346.0,73781.0,1055.0,-365.0,12138.0,3906.0
2018-04-29,80989.0,92.0,5432.0,86513.0,19822.0,22519.0,23024.0,1865.0,71084.0,4387.0,75471.0,1137.0,-226.0,10816.0,3855.0
2018-04-30,81060.0,108.0,5316.0,86484.0,21517.0,22205.0,21240.0,1863.0,70635.0,4376.0,75011.0,1048.0,-132.0,11341.0,3810.0
2018-05-01,82112.0,94.0,5280.0,87486.0,23573.0,21742.0,16428.0,1795.0,67288.0,4389.0,71677.0,985.0,-721.0,15088.0,3749.0
2018-05-02,82294.0,163.0,5413.0,87870.0,26164.0,21562.0,14772.0,1825.0,67977.0,4345.0,72322.0,1231.0,-765.0,14783.0,3656.0
2018-05-03,82256.0,178.0,5872.0,88306.0,27218.0,21507.0,14656.0,1845.0,68798.0,4343.0,73141.0,1707.0,-791.0,14374.0,3571.0
2018-05-04,82133.0,139.0,5733.0,88005.0,25914.0,21531.0,13584.0,1790.0,66357.0,4283.0,70640.0,1589.0,-1230.0,16135.0,3539.0
2018-05-05,81936.0,123.0,5203.0,87262.0,23496.0,21604.0,13672.0,1730.0,64378.0,4393.0,68771.0,933.0,-1180.0,17311.0,3876.0
2018-05-06,81837.0,97.0,5265.0,87199.0,23910.0,21613.0,14590.0,1763.0,65098.0,4443.0,69541.0,919.0,-1189.0,16469.0,3222.0
2018-05-07,81930.0,92.0,5320.0,87342.0,25972.0,21701.0,14933.0,1836.0,67526.0,4429.0,71955.0,983.0,-1277.0,14109.0,3085.0
2018-05-08,80901.0,122.0,5298.0,86321.0,26306.0,21636.0,14763.0,1845.0,67421.0,4337.0,71758.0,1083.0,-1214.0,13349.0,2871.0
2018-05-09,81068.0,99.0,5427.0,86594.0,26849.0,21561.0,14166.0,1846.0,67473.0,4500.0,71973.0,1026.0,-1245.0,13376.0,3051.0
2018-05-10,81772.0,108.0,5399.0,87279.0,26878.0,21564.0,14627.0,1856.0,68635.0,4428.0,73063.0,1079.0,-1326.0,12890.0,3710.0
2018-05-11,82106.0,136.0,5303.0,87545.0,26518.0,21795.0,15971.0,1884.0,69886.0,4460.0,74346.0,979.0,-1798.0,11401.0,3719.0
2018-05-12,82246.0,117.0,5335.0,87698.0,25750.0,21765.0,16098.0,1865.0,69130.0,4354.0,73484.0,1098.0,-1724.0,12489.0,3653.0
2018-05-13,82302.0,117.0,5333.0,87752.0,25663.0,21636.0,15813.0,1852.0,68616.0,4331.0,72947.0,1119.0,-1641.0,13163.0,3652.0
2018-05-14,82287.0,117.0,5422.0,87826.0,28079.0,21355.0,14105.0,1870.0,68769.0,4220.0,72989.0,1319.0,-1606.0,13232.0,3359.0
2018-05-15,80850.0,143.0,5896.0,86889.0,28555.0,21354.0,13670.0,1873.0,68911.0,4288.0,73199.0,1751.0,-1650.0,12041.0,3459.0
2018-05-16,80295.0,109.0,5619.0,86023.0,27028.0,21464.0,14734.0,1861.0,67711.0,4398.0,72109.0,1330.0,-1666.0,12248.0,2625.0
2018-05-17,80489.0,98.0,5839.0,86426.0,26216.0,21468.0,14244.0,1824.0,66400.0,4364.0,70764.0,1573.0,-1598.0,14065.0,2648.0
2018-05-18,80931.0,116.0,5459.0,86506.0,25150.0,21616.0,14667.0,1811.0,65897.0,4365.0,70262.0,1210.0,-2166.0,14079.0,2652.0
2018-05-19,81799.0,122.0,5538.0,87459.0,24266.0,21653.0,15300.0,1798.0,65961.0,4210.0,70171.0,1450.0,-2197.0,15091.0,2944.0
2018-05-20,81877.0,137.0,5577.0,87591.0,25202.0,21544.0,14519.0,1798.0,65709.0,4378.0,70087.0,1336.0,-2266.0,15239.0,2646.0
2018-05-21,81969.0,134.0,5714.0,87817.0,26937.0,21526.0,14084.0,1833.0,67022.0,4409.0,71431.0,1439.0,-2332.0,14052.0,2642.0
2018-05-22,81545.0,119.0,5785.0,87449.0,27818.0,21487.0,14533.0,1873.0,68425.0,4492.0,72917.0,1412.0,-2327.0,12205.0,2715.0
2018-05-23,81804.0,158.0,6185.0,88147.0,29542.0,21384.0,13831.0,1910.0,69634.0,4556.0,74190.0,1787.0,-2284.0,11673.0,2967.0
2018-05-24,81501.0,122.0,5985.0,87608.0,30607.0,21323.0,13200.0,1919.0,69554.0,4504.0,74058.0,1603.0,-2251.0,11299.0,2505.0
2018-05-25,81710.0,152.0,5665.0,87527.0,30506.0,21300.0,12486.0,1891.0,68770.0,4565.0,73335.0,1252.0,-2612.0,11580.0,2588.0
2018-05-26,81745.0,172.0,5883.0,87800.0,28572.0,21211.0,11618.0,1799.0,66071.0,4531.0,70602.0,1524.0,-2610.0,14588.0,2871.0
2018-05-27,81895.0,110.0,5763.0,87768.0,27757.0,21287.0,11814.0,1788.0,65517.0,4588.0,70105.0,1285.0,-2544.0,15119.0,2871.0
2018-05-28,81914.0,111.0,5849.0,87874.0,28111.0,21299.0,11898.0,1796.0,65973.0,4500.0,70473.0,1460.0,-2603.0,14798.0,2869.0
2018-05-29,82008.0,158.0,5980.0,88146.0,31071.0,21382.0,11579.0,1876.0,68700.0,4519.0,73219.0,1619.0,-2735.0,12192.0,2791.0
2018-05-30,81591.0,137.0,6144.0,87872.0,31344.0,21383.0,12490.0,1917.0,69825.0,4457.0,74282.0,1824.0,-2694.0,10896.0,2690.0
2018-05-31,81453.0,149.0,6286.0,87888.0,32131.0,21349.0,12663.0,1946.0,70349.0,4252.0,74601.0,2183.0,-2822.0,10466.0,2260.0
2018-06-01,82030.0,121.0,6070.0,88221.0,31977.0,21406.0,12273.0,1938.0,70142.0,4434.0,74576.0,1757.0,-278.0,13366.0,2549.0
2018-06-02,81764.0,208.0,5449.0,87421.0,29055.0,21362.0,12311.0,1860.0,67338.0,4596.0,71934.0,1061.0,-289.0,15199.0,2749.0
2018-06-03,81722.0,98.0,5096.0,86916.0,28078.0,21385.0,13254.0,1855.0,67223.0,4625.0,71848.0,569.0,-269.0,14799.0,2650.0
2018-06-04,81831.0,114.0,5064.0,87009.0,29248.0,21424.0,13695.0,1900.0,69177.0,4491.0,73668.0,687.0,-288.0,13053.0,2909.0
2018-06-05,80912.0,141.0,4910.0,85963.0,28851.0,21541.0,13561.0,1886.0,68703.0,4530.0,73233.0,521.0,-294.0,12437.0,2864.0
2018-06-06,81507.0,126.0,5007.0,86640.0,29214.0,21513.0,13588.0,1896.0,69089.0,4648.0,73737.0,485.0,-249.0,12654.0,2878.0
2018-06-07,81954.0,144.0,5294.0,87392.0,30379.0,21403.0,12864.0,1908.0,69431.0,4497.0,73928.0,941.0,-242.0,13221.0,2876.0
2018-06-08,82070.0,137.0,5198.0,87405.0,30577.0,21277.0,11999.0,1886.0,68597.0,4591.0,73188.0,744.0,-70.0,14146.0,2859.0
2018-06-09,82461.0,162.0,5115.0,87738.0,28653.0,21284.0,11667.0,1821.0,66301.0,4575.0,70876.0,702.0,-76.0,16785.0,2876.0
2018-06-10,82266.0,142.0,5289.0,87697.0,28375.0,21353.0,12442.0,1839.0,66885.0,4541.0,71426.0,890.0,-52.0,16219.0,2876.0
2018-06-11,81853.0,126.0,4978.0,86957.0,30564.0,21488.0,13043.0,1924.0,69877.0,4523.0,74400.0,581.0,-41.0,12515.0,2859.0
2018-06-12,80961.0,228.0,5516.0,86705.0,32134.0,21487.0,12722.0,1954.0,71208.0,4686.0,75894.0,1058.0,-97.0,10714.0,2911.0
2018-06-13,81361.0,199.0,5647.0,87207.0,32336.0,21320.0,11946.0,1937.0,70429.0,4714.0,75143.0,1132.0,-81.0,11983.0,2891.0
2018-06-14,81616.0,160.0,5515.0,87291.0,32813.0,21245.0,11957.0,1951.0,71125.0,4704.0,75829.0,971.0,-96.0,11366.0,3160.0
2018-06-15,81577.0,152.0,5619.0,87348.0,32699.0,21225.0,12023.0,1952.0,71305.0,4743.0,76048.0,1028.0,-1687.0,9613.0,3406.0
2018-06-16,82308.0,215.0,5754.0,88277.0,32456.0,21082.0,11228.0,1911.0,70282.0,4623.0,74905.0,1346.0,-1647.0,11725.0,3605.0
2018-06-17,82228.0,220.0,5794.0,88242.0,33239.0,20962.0,11169.0,1926.0,70843.0,4585.0,75428.0,1429.0,-1699.0,11115.0,3547.0
2018-06-18,82675.0,278.0,6171.0,89124.0,37285.0,21001.0,11385.0,2051.0,74960.0,4551.0,79511.0,1898.0,-1798.0,7815.0,3238.0
