Date,Item,LNG_Bcf,Region,Pipe_Bcf
2024-04-25,Calcasieu Pass LNG Feed Gas,1901.065,Louisiana,0.0
2024-04-26,Calcasieu Pass LNG Feed Gas,1851.492,Louisiana,0.0
2024-04-27,Calcasieu Pass LNG Feed Gas,1342.152,Louisiana,0.0
2024-04-28,Calcasieu Pass LNG Feed Gas,1715.556,Louisiana,0.0
2024-04-29,Calcasieu Pass LNG Feed Gas,1807.407,Louisiana,0.0
2024-04-30,Calcasieu Pass LNG Feed Gas,1689.662,Louisiana,0.0
2024-05-01,Calcasieu Pass LNG Feed Gas,1886.221,Louisiana,0.0
2024-05-02,Calcasieu Pass LNG Feed Gas,1811.106,Louisiana,0.0
2024-05-03,Calcasieu Pass LNG Feed Gas,1676.717,Louisiana,0.0
2024-05-04,Calcasieu Pass LNG Feed Gas,1751.059,Louisiana,0.0
2024-05-05,Calcasieu Pass LNG Feed Gas,1701.262,Louisiana,0.0
2024-05-06,Calcasieu Pass LNG Feed Gas,1653.9,Louisiana,0.0
2024-05-07,Calcasieu Pass LNG Feed Gas,1688.238,Louisiana,0.0
2024-05-08,Calcasieu Pass LNG Feed Gas,1613.623,Louisiana,0.0
2024-05-09,Calcasieu Pass LNG Feed Gas,1655.866,Louisiana,0.0
2024-05-10,Calcasieu Pass LNG Feed Gas,1719.674,Louisiana,0.0
2024-05-11,Calcasieu Pass LNG Feed Gas,1637.98,Louisiana,0.0
2024-05-12,Calcasieu Pass LNG Feed Gas,1716.235,Louisiana,0.0
2024-05-13,Calcasieu Pass LNG Feed Gas,1613.772,Louisiana,0.0
2024-05-14,Calcasieu Pass LNG Feed Gas,1654.328,Louisiana,0.0
2024-05-15,Calcasieu Pass LNG Feed Gas,1691.396,Louisiana,0.0
2024-05-16,Calcasieu Pass LNG Feed Gas,1715.679,Louisiana,0.0
2024-05-17,Calcasieu Pass LNG Feed Gas,1686.064,Louisiana,0.0
2024-05-18,Calcasieu Pass LNG Feed Gas,1703.674,Louisiana,0.0
2024-05-19,Calcasieu Pass LNG Feed Gas,1697.314,Louisiana,0.0
2024-05-20,Calcasieu Pass LNG Feed Gas,1716.959,Louisiana,0.0
2024-05-21,Calcasieu Pass LNG Feed Gas,1589.879,Louisiana,0.0
2024-05-22,Calcasieu Pass LNG Feed Gas,1725.323,Louisiana,0.0
2024-05-23,Calcasieu Pass LNG Feed Gas,1600.829,Louisiana,0.0
2024-05-24,Calcasieu Pass LNG Feed Gas,1616.535,Louisiana,0.0
2024-05-25,Calcasieu Pass LNG Feed Gas,1485.67,Louisiana,0.0
2024-05-26,Calcasieu Pass LNG Feed Gas,1545.132,Louisiana,0.0
2024-05-27,Calcasieu Pass LNG Feed Gas,1546.045,Louisiana,0.0
2024-05-28,Calcasieu Pass LNG Feed Gas,1542.879,Louisiana,0.0
2024-05-29,Calcasieu Pass LNG Feed Gas,1614.215,Louisiana,0.0
2024-05-30,Calcasieu Pass LNG Feed Gas,1683.702,Louisiana,0.0
2024-05-31,Calcasieu Pass LNG Feed Gas,1696.957,Louisiana,0.0
2024-06-01,Calcasieu Pass LNG Feed Gas,1599.666,Louisiana,0.0
2024-06-02,Calcasieu Pass LNG Feed Gas,1645.6,Louisiana,0.0
2024-06-03,Calcasieu Pass LNG Feed Gas,1641.345,Louisiana,0.0
2024-06-04,Calcasieu Pass LNG Feed Gas,1644.725,Louisiana,0.0
2024-06-05,Calcasieu Pass LNG Feed Gas,1656.407,Louisiana,0.0
2024-06-06,Calcasieu Pass LNG Feed Gas,1720.314,Louisiana,0.0
2024-06-07,Calcasieu Pass LNG Feed Gas,1630.019,Louisiana,0.0
2024-06-08,Calcasieu Pass LNG Feed Gas,1551.599,Louisiana,0.0
2024-06-09,Calcasieu Pass LNG Feed Gas,1577.759,Louisiana,0.0
2024-06-10,Calcasieu Pass LNG Feed Gas,1489.389,Louisiana,0.0
2024-06-11,Calcasieu Pass LNG Feed Gas,1507.129,Louisiana,0.0
2024-06-12,Calcasieu Pass LNG Feed Gas,1487.612,Louisiana,0.0
2024-06-13,Calcasieu Pass LNG Feed Gas,1551.009,Louisiana,0.0
2024-06-14,Calcasieu Pass LNG Feed Gas,1545.584,Louisiana,0.0
2024-06-15,Calcasieu Pass LNG Feed Gas,1529.782,Louisiana,0.0
2024-06-16,Calcasieu Pass LNG Feed Gas,1569.422,Louisiana,0.0
2024-06-17,Calcasieu Pass LNG Feed Gas,1604.477,Louisiana,0.0
2024-06-18,Calcasieu Pass LNG Feed Gas,1703.064,Louisiana,0.0
2024-06-19,Calcasieu Pass LNG Feed Gas,1576.318,Louisiana,0.0
2024-06-20,Calcasieu Pass LNG Feed Gas,1601.351,Louisiana,0.0
2024-06-21,Calcasieu Pass LNG Feed Gas,922.673,Louisiana,0.0
2024-06-22,Calcasieu Pass LNG Feed Gas,1499.597,Louisiana,0.0
2024-06-23,Calcasieu Pass LNG Feed Gas,1553.558,Louisiana,0.0
2024-06-24,Calcasieu Pass LNG Feed Gas,1506.565,Louisiana,0.0
2024-06-25,Calcasieu Pass LNG Feed Gas,1535.213,Louisiana,0.0
2024-06-26,Calcasieu Pass LNG Feed Gas,1502.036,Louisiana,0.0
2024-06-27,Calcasieu Pass LNG Feed Gas,1532.583,Louisiana,0.0
2024-06-28,Calcasieu Pass LNG Feed Gas,1430.483,Louisiana,0.0
2024-06-29,Calcasieu Pass LNG Feed Gas,1457.261,Louisiana,0.0
2024-06-30,Calcasieu Pass LNG Feed Gas,1457.367,Louisiana,0.0
2024-07-01,Calcasieu Pass LNG Feed Gas,1479.274,Louisiana,0.0
2024-07-02,Calcasieu Pass LNG Feed Gas,1565.863,Louisiana,0.0
2024-07-03,Calcasieu Pass LNG Feed Gas,1520.352,Louisiana,0.0
2024-07-04,Calcasieu Pass LNG Feed Gas,1384.476,Louisiana,0.0
2024-07-05,Calcasieu Pass LNG Feed Gas,1412.634,Louisiana,0.0
2024-07-06,Calcasieu Pass LNG Feed Gas,1416.302,Louisiana,0.0
2024-07-07,Calcasieu Pass LNG Feed Gas,1366.316,Louisiana,0.0
2024-07-08,Calcasieu Pass LNG Feed Gas,1212.461,Louisiana,0.0
2024-07-09,Calcasieu Pass LNG Feed Gas,1355.974,Louisiana,0.0
2024-07-10,Calcasieu Pass LNG Feed Gas,1440.727,Louisiana,0.0
2024-07-11,Calcasieu Pass LNG Feed Gas,1386.518,Louisiana,0.0
2024-07-12,Calcasieu Pass LNG Feed Gas,1426.007,Louisiana,0.0
2024-07-13,Calcasieu Pass LNG Feed Gas,1402.816,Louisiana,0.0
2024-07-14,Calcasieu Pass LNG Feed Gas,1401.736,Louisiana,0.0
2024-07-15,Calcasieu Pass LNG Feed Gas,1385.416,Louisiana,0.0
2024-07-16,Calcasieu Pass LNG Feed Gas,1382.005,Louisiana,0.0
2024-07-17,Calcasieu Pass LNG Feed Gas,1413.485,Louisiana,0.0
2024-07-18,Calcasieu Pass LNG Feed Gas,1355.844,Louisiana,0.0
2024-07-19,Calcasieu Pass LNG Feed Gas,1371.552,Louisiana,0.0
2024-07-20,Calcasieu Pass LNG Feed Gas,1338.896,Louisiana,0.0
2024-07-21,Calcasieu Pass LNG Feed Gas,761.862,Louisiana,0.0
2024-07-22,Calcasieu Pass LNG Feed Gas,1125.191,Louisiana,0.0
2024-07-23,Calcasieu Pass LNG Feed Gas,1031.33,Louisiana,0.0
2024-07-24,Calcasieu Pass LNG Feed Gas,1104.924,Louisiana,0.0
2024-07-25,Calcasieu Pass LNG Feed Gas,1223.192,Louisiana,0.0
2024-07-26,Calcasieu Pass LNG Feed Gas,1076.104,Louisiana,0.0
2024-07-27,Calcasieu Pass LNG Feed Gas,1205.013,Louisiana,0.0
2024-07-28,Calcasieu Pass LNG Feed Gas,1254.672,Louisiana,0.0
2024-07-29,Calcasieu Pass LNG Feed Gas,1253.694,Louisiana,0.0
2024-07-30,Calcasieu Pass LNG Feed Gas,1209.073,Louisiana,0.0
2024-07-31,Calcasieu Pass LNG Feed Gas,1198.236,Louisiana,0.0
2024-08-01,Calcasieu Pass LNG Feed Gas,1203.404,Louisiana,0.0
2024-08-02,Calcasieu Pass LNG Feed Gas,1269.006,Louisiana,0.0
2024-08-03,Calcasieu Pass LNG Feed Gas,1221.672,Louisiana,0.0
2024-08-04,Calcasieu Pass LNG Feed Gas,1239.115,Louisiana,0.0
2024-08-05,Calcasieu Pass LNG Feed Gas,1237.502,Louisiana,0.0
2024-08-06,Calcasieu Pass LNG Feed Gas,1196.034,Louisiana,0.0
2024-08-07,Calcasieu Pass LNG Feed Gas,1282.382,Louisiana,0.0
2024-08-08,Calcasieu Pass LNG Feed Gas,1221.725,Louisiana,0.0
2024-08-09,Calcasieu Pass LNG Feed Gas,1255.777,Louisiana,0.0
2024-08-10,Calcasieu Pass LNG Feed Gas,1260.471,Louisiana,0.0
2024-08-11,Calcasieu Pass LNG Feed Gas,1271.339,Louisiana,0.0
2024-08-12,Calcasieu Pass LNG Feed Gas,1278.844,Louisiana,0.0
2024-08-13,Calcasieu Pass LNG Feed Gas,1266.286,Louisiana,0.0
2024-08-14,Calcasieu Pass LNG Feed Gas,1258.069,Louisiana,0.0
2024-08-15,Calcasieu Pass LNG Feed Gas,1236.313,Louisiana,0.0
2024-08-16,Calcasieu Pass LNG Feed Gas,1284.885,Louisiana,0.0
2024-08-17,Calcasieu Pass LNG Feed Gas,1243.109,Louisiana,0.0
2024-08-18,Calcasieu Pass LNG Feed Gas,1235.047,Louisiana,0.0
2024-08-19,Calcasieu Pass LNG Feed Gas,1234.997,Louisiana,0.0
2024-08-20,Calcasieu Pass LNG Feed Gas,1271.545,Louisiana,0.0
2024-08-21,Calcasieu Pass LNG Feed Gas,1378.497,Louisiana,0.0
2024-08-22,Calcasieu Pass LNG Feed Gas,1285.567,Louisiana,0.0
2024-08-23,Calcasieu Pass LNG Feed Gas,1312.194,Louisiana,0.0
2024-08-24,Calcasieu Pass LNG Feed Gas,1227.318,Louisiana,0.0
2024-08-25,Calcasieu Pass LNG Feed Gas,1227.319,Louisiana,0.0
2024-08-26,Calcasieu Pass LNG Feed Gas,1227.319,Louisiana,0.0
2024-08-27,Calcasieu Pass LNG Feed Gas,1281.943,Louisiana,0.0
2024-08-28,Calcasieu Pass LNG Feed Gas,1413.158,Louisiana,0.0
2024-08-29,Calcasieu Pass LNG Feed Gas,1453.115,Louisiana,0.0
2024-08-30,Calcasieu Pass LNG Feed Gas,1150.64,Louisiana,0.0
2024-08-31,Calcasieu Pass LNG Feed Gas,1408.168,Louisiana,0.0
2024-09-01,Calcasieu Pass LNG Feed Gas,1392.843,Louisiana,0.0
2024-09-02,Calcasieu Pass LNG Feed Gas,1396.876,Louisiana,0.0
2024-09-03,Calcasieu Pass LNG Feed Gas,1338.982,Louisiana,0.0
2024-09-04,Calcasieu Pass LNG Feed Gas,1435.633,Louisiana,0.0
2024-09-05,Calcasieu Pass LNG Feed Gas,1412.593,Louisiana,0.0
2024-09-06,Calcasieu Pass LNG Feed Gas,1397.967,Louisiana,0.0
2024-09-07,Calcasieu Pass LNG Feed Gas,1398.507,Louisiana,0.0
2024-09-08,Calcasieu Pass LNG Feed Gas,1423.608,Louisiana,0.0
2024-09-09,Calcasieu Pass LNG Feed Gas,1441.277,Louisiana,0.0
2024-09-10,Calcasieu Pass LNG Feed Gas,1394.168,Louisiana,0.0
2024-09-11,Calcasieu Pass LNG Feed Gas,1309.052,Louisiana,0.0
2024-09-12,Calcasieu Pass LNG Feed Gas,1385.267,Louisiana,0.0
2024-09-13,Calcasieu Pass LNG Feed Gas,1385.38,Louisiana,0.0
2024-09-14,Calcasieu Pass LNG Feed Gas,1348.988,Louisiana,0.0
2024-09-15,Calcasieu Pass LNG Feed Gas,1360.705,Louisiana,0.0
2024-09-16,Calcasieu Pass LNG Feed Gas,1391.213,Louisiana,0.0
2024-09-17,Calcasieu Pass LNG Feed Gas,1387.491,Louisiana,0.0
2024-09-18,Calcasieu Pass LNG Feed Gas,1393.553,Louisiana,0.0
2024-09-19,Calcasieu Pass LNG Feed Gas,1402.031,Louisiana,0.0
2024-09-20,Calcasieu Pass LNG Feed Gas,1404.321,Louisiana,0.0
2024-09-21,Calcasieu Pass LNG Feed Gas,1221.711,Louisiana,0.0
2024-09-22,Calcasieu Pass LNG Feed Gas,1223.346,Louisiana,0.0
2024-09-23,Calcasieu Pass LNG Feed Gas,1223.346,Louisiana,0.0
2024-09-24,Calcasieu Pass LNG Feed Gas,1043.081,Louisiana,0.0
2024-09-25,Calcasieu Pass LNG Feed Gas,1092.801,Louisiana,0.0
2024-09-26,Calcasieu Pass LNG Feed Gas,1137.71,Louisiana,0.0
2024-09-27,Calcasieu Pass LNG Feed Gas,1170.369,Louisiana,0.0
2024-09-28,Calcasieu Pass LNG Feed Gas,1215.216,Louisiana,0.0
2024-09-29,Calcasieu Pass LNG Feed Gas,1225.493,Louisiana,0.0
2024-09-30,Calcasieu Pass LNG Feed Gas,1234.165,Louisiana,0.0
2024-10-01,Calcasieu Pass LNG Feed Gas,1197.937,Louisiana,0.0
2024-10-02,Calcasieu Pass LNG Feed Gas,1238.599,Louisiana,0.0
2024-10-03,Calcasieu Pass LNG Feed Gas,1240.165,Louisiana,0.0
2024-10-04,Calcasieu Pass LNG Feed Gas,1271.719,Louisiana,0.0
2024-10-05,Calcasieu Pass LNG Feed Gas,1210.458,Louisiana,0.0
2024-10-06,Calcasieu Pass LNG Feed Gas,1234.558,Louisiana,0.0
2024-10-07,Calcasieu Pass LNG Feed Gas,1309.429,Louisiana,0.0
2024-10-08,Calcasieu Pass LNG Feed Gas,1403.777,Louisiana,0.0
2024-10-09,Calcasieu Pass LNG Feed Gas,1339.386,Louisiana,0.0
2024-10-10,Calcasieu Pass LNG Feed Gas,1452.514,Louisiana,0.0
2024-10-11,Calcasieu Pass LNG Feed Gas,1410.803,Louisiana,0.0
2024-10-12,Calcasieu Pass LNG Feed Gas,1394.47,Louisiana,0.0
2024-10-13,Calcasieu Pass LNG Feed Gas,1414.274,Louisiana,0.0
2024-10-14,Calcasieu Pass LNG Feed Gas,1360.591,Louisiana,0.0
2024-10-15,Calcasieu Pass LNG Feed Gas,1406.148,Louisiana,0.0
2024-10-16,Calcasieu Pass LNG Feed Gas,1442.344,Louisiana,0.0
2024-10-17,Calcasieu Pass LNG Feed Gas,1377.403,Louisiana,0.0
2024-10-18,Calcasieu Pass LNG Feed Gas,1372.966,Louisiana,0.0
2024-10-19,Calcasieu Pass LNG Feed Gas,1408.2,Louisiana,0.0
2024-10-20,Calcasieu Pass LNG Feed Gas,1414.972,Louisiana,0.0
2024-10-21,Calcasieu Pass LNG Feed Gas,1414.972,Louisiana,0.0
2024-10-22,Calcasieu Pass LNG Feed Gas,1406.543,Louisiana,0.0
2024-10-23,Calcasieu Pass LNG Feed Gas,1503.724,Louisiana,0.0
2024-10-24,Calcasieu Pass LNG Feed Gas,1467.818,Louisiana,0.0
2024-10-25,Calcasieu Pass LNG Feed Gas,1480.796,Louisiana,0.0
2024-10-26,Calcasieu Pass LNG Feed Gas,1305.59,Louisiana,0.0
2024-10-27,Calcasieu Pass LNG Feed Gas,1352.91,Louisiana,0.0
2024-10-28,Calcasieu Pass LNG Feed Gas,1368.468,Louisiana,0.0
2024-10-29,Calcasieu Pass LNG Feed Gas,1355.763,Louisiana,0.0
2024-10-30,Calcasieu Pass LNG Feed Gas,1293.007,Louisiana,0.0
2024-10-31,Calcasieu Pass LNG Feed Gas,1326.579,Louisiana,0.0
2024-11-01,Calcasieu Pass LNG Feed Gas,1424.084,Louisiana,0.0
2024-11-02,Calcasieu Pass LNG Feed Gas,1501.376,Louisiana,0.0
2024-11-03,Calcasieu Pass LNG Feed Gas,375.602,Louisiana,0.0
2024-11-04,Calcasieu Pass LNG Feed Gas,1179.105,Louisiana,0.0
2024-11-05,Calcasieu Pass LNG Feed Gas,1407.391,Louisiana,0.0
2024-11-06,Calcasieu Pass LNG Feed Gas,1434.221,Louisiana,0.0
2024-11-07,Calcasieu Pass LNG Feed Gas,1400.257,Louisiana,0.0
2024-11-08,Calcasieu Pass LNG Feed Gas,1375.449,Louisiana,0.0
2024-11-09,Calcasieu Pass LNG Feed Gas,1388.135,Louisiana,0.0
2024-11-10,Calcasieu Pass LNG Feed Gas,1388.135,Louisiana,0.0
2024-11-11,Calcasieu Pass LNG Feed Gas,1388.135,Louisiana,0.0
2024-11-12,Calcasieu Pass LNG Feed Gas,1388.135,Louisiana,0.0
2024-11-13,Calcasieu Pass LNG Feed Gas,1237.756,Louisiana,0.0
2024-11-14,Calcasieu Pass LNG Feed Gas,1532.596,Louisiana,0.0
2024-11-15,Calcasieu Pass LNG Feed Gas,1506.621,Louisiana,0.0
2024-11-16,Calcasieu Pass LNG Feed Gas,1467.196,Louisiana,0.0
2024-11-17,Calcasieu Pass LNG Feed Gas,1457.276,Louisiana,0.0
2024-11-18,Calcasieu Pass LNG Feed Gas,1446.223,Louisiana,0.0
2024-11-19,Calcasieu Pass LNG Feed Gas,1499.191,Louisiana,0.0
2024-11-20,Calcasieu Pass LNG Feed Gas,1570.271,Louisiana,0.0
2024-11-21,Calcasieu Pass LNG Feed Gas,1548.012,Louisiana,0.0
2024-11-22,Calcasieu Pass LNG Feed Gas,1523.406,Louisiana,0.0
2024-11-23,Calcasieu Pass LNG Feed Gas,1502.705,Louisiana,0.0
2024-11-24,Calcasieu Pass LNG Feed Gas,1482.976,Louisiana,0.0
2024-11-25,Calcasieu Pass LNG Feed Gas,1480.384,Louisiana,0.0
2024-11-26,Calcasieu Pass LNG Feed Gas,1485.695,Louisiana,0.0
2024-11-27,Calcasieu Pass LNG Feed Gas,1507.51,Louisiana,0.0
2024-11-28,Calcasieu Pass LNG Feed Gas,1507.51,Louisiana,0.0
2024-11-29,Calcasieu Pass LNG Feed Gas,1571.951,Louisiana,0.0
2024-11-30,Calcasieu Pass LNG Feed Gas,1581.865,Louisiana,0.0
2024-12-01,Calcasieu Pass LNG Feed Gas,1554.511,Louisiana,0.0
2024-12-02,Calcasieu Pass LNG Feed Gas,1578.688,Louisiana,0.0
2024-12-03,Calcasieu Pass LNG Feed Gas,1573.941,Louisiana,0.0
2024-12-04,Calcasieu Pass LNG Feed Gas,1450.755,Louisiana,0.0
2024-12-05,Calcasieu Pass LNG Feed Gas,1508.512,Louisiana,0.0
2024-12-06,Calcasieu Pass LNG Feed Gas,1547.405,Louisiana,0.0
2024-12-07,Calcasieu Pass LNG Feed Gas,1528.583,Louisiana,0.0
2024-12-08,Calcasieu Pass LNG Feed Gas,1428.684,Louisiana,0.0
2024-12-09,Calcasieu Pass LNG Feed Gas,1076.636,Louisiana,0.0
2024-12-10,Calcasieu Pass LNG Feed Gas,1446.678,Louisiana,0.0
2024-12-11,Calcasieu Pass LNG Feed Gas,1528.799,Louisiana,0.0
2024-12-12,Calcasieu Pass LNG Feed Gas,1623.747,Louisiana,0.0
2024-12-13,Calcasieu Pass LNG Feed Gas,1616.805,Louisiana,0.0
2024-12-14,Calcasieu Pass LNG Feed Gas,1563.273,Louisiana,0.0
2024-12-15,Calcasieu Pass LNG Feed Gas,1563.273,Louisiana,0.0
2024-12-16,Calcasieu Pass LNG Feed Gas,1393.274,Louisiana,0.0
2024-12-17,Calcasieu Pass LNG Feed Gas,1378.363,Louisiana,0.0
2024-12-18,Calcasieu Pass LNG Feed Gas,1323.626,Louisiana,0.0
2024-12-19,Calcasieu Pass LNG Feed Gas,1314.474,Louisiana,0.0
2024-12-20,Calcasieu Pass LNG Feed Gas,1455.754,Louisiana,0.0
2024-12-21,Calcasieu Pass LNG Feed Gas,1517.565,Louisiana,0.0
2024-12-22,Calcasieu Pass LNG Feed Gas,1517.565,Louisiana,0.0
2024-12-23,Calcasieu Pass LNG Feed Gas,1520.045,Louisiana,0.0
2024-12-24,Calcasieu Pass LNG Feed Gas,1445.898,Louisiana,0.0
2024-12-25,Calcasieu Pass LNG Feed Gas,1487.85,Louisiana,0.0
2024-12-26,Calcasieu Pass LNG Feed Gas,1512.951,Louisiana,0.0
2024-12-27,Calcasieu Pass LNG Feed Gas,1495.216,Louisiana,0.0
2024-12-28,Calcasieu Pass LNG Feed Gas,1508.115,Louisiana,0.0
2024-12-29,Calcasieu Pass LNG Feed Gas,1507.32,Louisiana,0.0
2024-12-30,Calcasieu Pass LNG Feed Gas,1508.115,Louisiana,0.0
2024-12-31,Calcasieu Pass LNG Feed Gas,1524.626,Louisiana,0.0
2025-01-01,Calcasieu Pass LNG Feed Gas,1487.032,Louisiana,0.0
2025-01-02,Calcasieu Pass LNG Feed Gas,1486.456,Louisiana,0.0
2025-01-03,Calcasieu Pass LNG Feed Gas,1501.956,Louisiana,0.0
2025-01-04,Calcasieu Pass LNG Feed Gas,1546.098,Louisiana,0.0
2025-01-05,Calcasieu Pass LNG Feed Gas,1546.098,Louisiana,0.0
2025-01-06,Calcasieu Pass LNG Feed Gas,1509.77,Louisiana,0.0
2025-01-07,Calcasieu Pass LNG Feed Gas,1488.196,Louisiana,0.0
2025-01-08,Calcasieu Pass LNG Feed Gas,1512.899,Louisiana,0.0
2025-01-09,Calcasieu Pass LNG Feed Gas,1514.802,Louisiana,0.0
2025-01-10,Calcasieu Pass LNG Feed Gas,1520.955,Louisiana,0.0
2025-01-11,Calcasieu Pass LNG Feed Gas,1528.27,Louisiana,0.0
2025-01-12,Calcasieu Pass LNG Feed Gas,1527.034,Louisiana,0.0
2025-01-13,Calcasieu Pass LNG Feed Gas,1526.082,Louisiana,0.0
2025-01-14,Calcasieu Pass LNG Feed Gas,1507.169,Louisiana,0.0
2025-01-15,Calcasieu Pass LNG Feed Gas,1506.995,Louisiana,0.0
2025-01-16,Calcasieu Pass LNG Feed Gas,1207.324,Louisiana,0.0
2025-01-17,Calcasieu Pass LNG Feed Gas,1448.521,Louisiana,0.0
2025-01-18,Calcasieu Pass LNG Feed Gas,1552.846,Louisiana,0.0
2025-01-19,Calcasieu Pass LNG Feed Gas,1465.574,Louisiana,0.0
2025-01-20,Calcasieu Pass LNG Feed Gas,1509.562,Louisiana,0.0
2025-01-21,Calcasieu Pass LNG Feed Gas,1465.784,Louisiana,0.0
2025-01-22,Calcasieu Pass LNG Feed Gas,655.964,Louisiana,0.0
2025-01-23,Calcasieu Pass LNG Feed Gas,356.363,Louisiana,0.0
2025-01-24,Calcasieu Pass LNG Feed Gas,634.019,Louisiana,0.0
2025-01-25,Calcasieu Pass LNG Feed Gas,1235.962,Louisiana,0.0
2025-01-26,Calcasieu Pass LNG Feed Gas,1251.272,Louisiana,0.0
2025-01-27,Calcasieu Pass LNG Feed Gas,1429.912,Louisiana,0.0
2025-01-28,Calcasieu Pass LNG Feed Gas,1603.15,Louisiana,0.0
2025-01-29,Calcasieu Pass LNG Feed Gas,1630.967,Louisiana,0.0
2025-01-30,Calcasieu Pass LNG Feed Gas,1571.054,Louisiana,0.0
2025-01-31,Calcasieu Pass LNG Feed Gas,1512.519,Louisiana,0.0
2025-02-01,Calcasieu Pass LNG Feed Gas,1508.894,Louisiana,0.0
2025-02-02,Calcasieu Pass LNG Feed Gas,1472.821,Louisiana,0.0
2025-02-03,Calcasieu Pass LNG Feed Gas,1446.124,Louisiana,0.0
2025-02-04,Calcasieu Pass LNG Feed Gas,1402.465,Louisiana,0.0
2025-02-05,Calcasieu Pass LNG Feed Gas,1480.535,Louisiana,0.0
2025-02-06,Calcasieu Pass LNG Feed Gas,1419.457,Louisiana,0.0
2025-02-07,Calcasieu Pass LNG Feed Gas,1468.115,Louisiana,0.0
2025-02-08,Calcasieu Pass LNG Feed Gas,1416.028,Louisiana,0.0
2025-02-09,Calcasieu Pass LNG Feed Gas,1465.638,Louisiana,0.0
2025-02-10,Calcasieu Pass LNG Feed Gas,1416.028,Louisiana,0.0
2025-02-11,Calcasieu Pass LNG Feed Gas,1478.939,Louisiana,0.0
2025-02-12,Calcasieu Pass LNG Feed Gas,1457.892,Louisiana,0.0
2025-02-13,Calcasieu Pass LNG Feed Gas,1287.454,Louisiana,0.0
2025-02-14,Calcasieu Pass LNG Feed Gas,1194.814,Louisiana,0.0
2025-02-15,Calcasieu Pass LNG Feed Gas,1147.051,Louisiana,0.0
2025-02-16,Calcasieu Pass LNG Feed Gas,1159.316,Louisiana,0.0
2025-02-17,Calcasieu Pass LNG Feed Gas,1375.157,Louisiana,0.0
2025-02-18,Calcasieu Pass LNG Feed Gas,1405.747,Louisiana,0.0
2025-02-19,Calcasieu Pass LNG Feed Gas,1389.333,Louisiana,0.0
2025-02-20,Calcasieu Pass LNG Feed Gas,1470.633,Louisiana,0.0
2025-02-21,Calcasieu Pass LNG Feed Gas,785.309,Louisiana,0.0
2025-02-22,Calcasieu Pass LNG Feed Gas,995.626,Louisiana,0.0
2025-02-23,Calcasieu Pass LNG Feed Gas,1413.049,Louisiana,0.0
2025-02-24,Calcasieu Pass LNG Feed Gas,1401.43,Louisiana,0.0
2025-02-25,Calcasieu Pass LNG Feed Gas,1401.972,Louisiana,0.0
2025-02-26,Calcasieu Pass LNG Feed Gas,1391.808,Louisiana,0.0
2025-02-27,Calcasieu Pass LNG Feed Gas,1384.0,Louisiana,0.0
2025-02-28,Calcasieu Pass LNG Feed Gas,1428.764,Louisiana,0.0
2025-03-01,Calcasieu Pass LNG Feed Gas,1394.887,Louisiana,0.0
2025-03-02,Calcasieu Pass LNG Feed Gas,1414.735,Louisiana,0.0
2025-03-03,Calcasieu Pass LNG Feed Gas,1361.099,Louisiana,0.0
2025-03-04,Calcasieu Pass LNG Feed Gas,1380.263,Louisiana,0.0
2025-03-05,Calcasieu Pass LNG Feed Gas,1383.685,Louisiana,0.0
2025-03-06,Calcasieu Pass LNG Feed Gas,1688.393,Louisiana,0.0
2025-03-07,Calcasieu Pass LNG Feed Gas,1847.253,Louisiana,0.0
2025-03-08,Calcasieu Pass LNG Feed Gas,1750.235,Louisiana,0.0
2025-03-09,Calcasieu Pass LNG Feed Gas,1750.182,Louisiana,0.0
2025-03-10,Calcasieu Pass LNG Feed Gas,1800.185,Louisiana,0.0
2025-03-11,Calcasieu Pass LNG Feed Gas,1855.169,Louisiana,0.0
2025-03-12,Calcasieu Pass LNG Feed Gas,1748.6,Louisiana,0.0
2025-03-13,Calcasieu Pass LNG Feed Gas,1762.566,Louisiana,0.0
2025-03-14,Calcasieu Pass LNG Feed Gas,1698.483,Louisiana,0.0
2025-03-15,Calcasieu Pass LNG Feed Gas,1581.791,Louisiana,0.0
2025-03-16,Calcasieu Pass LNG Feed Gas,1591.254,Louisiana,0.0
2025-03-17,Calcasieu Pass LNG Feed Gas,1640.387,Louisiana,0.0
2025-03-18,Calcasieu Pass LNG Feed Gas,1785.158,Louisiana,0.0
2025-03-19,Calcasieu Pass LNG Feed Gas,1759.458,Louisiana,0.0
2025-03-20,Calcasieu Pass LNG Feed Gas,1665.743,Louisiana,0.0
2025-03-21,Calcasieu Pass LNG Feed Gas,1776.389,Louisiana,0.0
2025-03-22,Calcasieu Pass LNG Feed Gas,1781.205,Louisiana,0.0
2025-03-23,Calcasieu Pass LNG Feed Gas,1757.919,Louisiana,0.0
2025-03-24,Calcasieu Pass LNG Feed Gas,1794.96,Louisiana,0.0
2025-03-25,Calcasieu Pass LNG Feed Gas,1875.983,Louisiana,0.0
2025-03-26,Calcasieu Pass LNG Feed Gas,1765.375,Louisiana,0.0
2025-03-27,Calcasieu Pass LNG Feed Gas,1712.461,Louisiana,0.0
2025-03-28,Calcasieu Pass LNG Feed Gas,1762.968,Louisiana,0.0
2025-03-29,Calcasieu Pass LNG Feed Gas,1704.867,Louisiana,0.0
2025-03-30,Calcasieu Pass LNG Feed Gas,1746.91,Louisiana,0.0
