Date,item,value,region,,,,,
1/1/2015,CONUS - Balance,0,Conus,,,,,item
1/2/2015,CONUS - Balance,0,Conus,,,,,CONUS - Balance
1/3/2015,CONUS - Balance,0,Conus,,,,,CONUS - STORAGE
1/4/2015,CONUS - Balance,0,Conus,,,,,Midwest - Balance
1/5/2015,CONUS - Balance,0,Conus,,,,,Northeast - Balance
1/6/2015,CONUS - Balance,0,Conus,,,,,Rockies - Balance
1/7/2015,CONUS - Balance,0,Conus,,,,,SouthCentral - Balance
1/8/2015,CONUS - Balance,0,Conus,,,,,SouthEast - Balance
1/9/2015,CONUS - Balance,0,Conus,,,,,Total Demand - California 
1/10/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Lower 48 
1/11/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Midwest
1/12/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Northeast
1/13/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Pacific Northwest 
1/14/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Rockies
1/15/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Rockies - SW
1/16/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Rockies - Upper
1/17/2015,CONUS - Balance,0,Conus,,,,,Total Demand - South Central 
1/18/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Southeast - Florida 
1/19/2015,CONUS - Balance,0,Conus,,,,,Total Demand - Southeast - Other
1/20/2015,CONUS - Balance,0,Conus,,,,,West - Balance
1/21/2015,CONUS - Balance,0,Conus,,,,,West - Ind
1/22/2015,CONUS - Balance,0,Conus,,,,,West - Power
1/23/2015,CONUS - Balance,0,Conus,,,,,West - ResCom
1/24/2015,CONUS - Balance,0,Conus,,,,,0
1/25/2015,CONUS - Balance,0,Conus,,,,,
1/26/2015,CONUS - Balance,0,Conus,,,,,
1/27/2015,CONUS - Balance,0,Conus,,,,,
1/28/2015,CONUS - Balance,0,Conus,,,,,
1/29/2015,CONUS - Balance,0,Conus,,,,,
1/30/2015,CONUS - Balance,0,Conus,,,,,
1/31/2015,CONUS - Balance,0,Conus,,,,,
2/1/2015,CONUS - Balance,0,Conus,,,,,
2/2/2015,CONUS - Balance,0,Conus,,,,,
2/3/2015,CONUS - Balance,0,Conus,,,,,
2/4/2015,CONUS - Balance,0,Conus,,,,,
2/5/2015,CONUS - Balance,0,Conus,,,,,
2/6/2015,CONUS - Balance,0,Conus,,,,,
2/7/2015,CONUS - Balance,0,Conus,,,,,
2/8/2015,CONUS - Balance,0,Conus,,,,,
2/9/2015,CONUS - Balance,0,Conus,,,,,
2/10/2015,CONUS - Balance,0,Conus,,,,,
2/11/2015,CONUS - Balance,0,Conus,,,,,
2/12/2015,CONUS - Balance,0,Conus,,,,,
2/13/2015,CONUS - Balance,0,Conus,,,,,
2/14/2015,CONUS - Balance,0,Conus,,,,,
2/15/2015,CONUS - Balance,0,Conus,,,,,
2/16/2015,CONUS - Balance,0,Conus,,,,,
2/17/2015,CONUS - Balance,0,Conus,,,,,
2/18/2015,CONUS - Balance,0,Conus,,,,,
2/19/2015,CONUS - Balance,0,Conus,,,,,
2/20/2015,CONUS - Balance,0,Conus,,,,,
2/21/2015,CONUS - Balance,0,Conus,,,,,
2/22/2015,CONUS - Balance,0,Conus,,,,,
2/23/2015,CONUS - Balance,0,Conus,,,,,
2/24/2015,CONUS - Balance,0,Conus,,,,,
2/25/2015,CONUS - Balance,0,Conus,,,,,
2/26/2015,CONUS - Balance,0,Conus,,,,,
2/27/2015,CONUS - Balance,0,Conus,,,,,
2/28/2015,CONUS - Balance,0,Conus,,,,,
3/1/2015,CONUS - Balance,0,Conus,,,,,
3/2/2015,CONUS - Balance,0,Conus,,,,,
3/3/2015,CONUS - Balance,0,Conus,,,,,
3/4/2015,CONUS - Balance,0,Conus,,,,,
3/5/2015,CONUS - Balance,0,Conus,,,,,
3/6/2015,CONUS - Balance,0,Conus,,,,,
3/7/2015,CONUS - Balance,0,Conus,,,,,
3/8/2015,CONUS - Balance,0,Conus,,,,,
3/9/2015,CONUS - Balance,0,Conus,,,,,
3/10/2015,CONUS - Balance,0,Conus,,,,,
3/11/2015,CONUS - Balance,0,Conus,,,,,
3/12/2015,CONUS - Balance,0,Conus,,,,,
3/13/2015,CONUS - Balance,0,Conus,,,,,
3/14/2015,CONUS - Balance,0,Conus,,,,,
3/15/2015,CONUS - Balance,0,Conus,,,,,
3/16/2015,CONUS - Balance,0,Conus,,,,,
3/17/2015,CONUS - Balance,0,Conus,,,,,
3/18/2015,CONUS - Balance,0,Conus,,,,,
3/19/2015,CONUS - Balance,0,Conus,,,,,
3/20/2015,CONUS - Balance,0,Conus,,,,,
3/21/2015,CONUS - Balance,0,Conus,,,,,
3/22/2015,CONUS - Balance,0,Conus,,,,,
3/23/2015,CONUS - Balance,0,Conus,,,,,
3/24/2015,CONUS - Balance,0,Conus,,,,,
3/25/2015,CONUS - Balance,0,Conus,,,,,
3/26/2015,CONUS - Balance,0,Conus,,,,,
3/27/2015,CONUS - Balance,0,Conus,,,,,
3/28/2015,CONUS - Balance,0,Conus,,,,,
3/29/2015,CONUS - Balance,0,Conus,,,,,
3/30/2015,CONUS - Balance,0,Conus,,,,,
3/31/2015,CONUS - Balance,0,Conus,,,,,
4/1/2015,CONUS - Balance,0,Conus,,,,,
4/2/2015,CONUS - Balance,0,Conus,,,,,
4/3/2015,CONUS - Balance,0,Conus,,,,,
4/4/2015,CONUS - Balance,0,Conus,,,,,
4/5/2015,CONUS - Balance,0,Conus,,,,,
4/6/2015,CONUS - Balance,0,Conus,,,,,
4/7/2015,CONUS - Balance,0,Conus,,,,,
4/8/2015,CONUS - Balance,0,Conus,,,,,
4/9/2015,CONUS - Balance,0,Conus,,,,,
4/10/2015,CONUS - Balance,0,Conus,,,,,
4/11/2015,CONUS - Balance,0,Conus,,,,,
4/12/2015,CONUS - Balance,0,Conus,,,,,
4/13/2015,CONUS - Balance,0,Conus,,,,,
4/14/2015,CONUS - Balance,0,Conus,,,,,
4/15/2015,CONUS - Balance,0,Conus,,,,,
4/16/2015,CONUS - Balance,0,Conus,,,,,
4/17/2015,CONUS - Balance,0,Conus,,,,,
4/18/2015,CONUS - Balance,0,Conus,,,,,
4/19/2015,CONUS - Balance,0,Conus,,,,,
4/20/2015,CONUS - Balance,0,Conus,,,,,
4/21/2015,CONUS - Balance,0,Conus,,,,,
4/22/2015,CONUS - Balance,0,Conus,,,,,
4/23/2015,CONUS - Balance,0,Conus,,,,,
4/24/2015,CONUS - Balance,0,Conus,,,,,
4/25/2015,CONUS - Balance,0,Conus,,,,,
4/26/2015,CONUS - Balance,0,Conus,,,,,
4/27/2015,CONUS - Balance,0,Conus,,,,,
4/28/2015,CONUS - Balance,0,Conus,,,,,
4/29/2015,CONUS - Balance,0,Conus,,,,,
4/30/2015,CONUS - Balance,0,Conus,,,,,
5/1/2015,CONUS - Balance,0,Conus,,,,,
5/2/2015,CONUS - Balance,0,Conus,,,,,
5/3/2015,CONUS - Balance,0,Conus,,,,,
5/4/2015,CONUS - Balance,0,Conus,,,,,
5/5/2015,CONUS - Balance,0,Conus,,,,,
5/6/2015,CONUS - Balance,0,Conus,,,,,
5/7/2015,CONUS - Balance,0,Conus,,,,,
5/8/2015,CONUS - Balance,0,Conus,,,,,
5/9/2015,CONUS - Balance,0,Conus,,,,,
5/10/2015,CONUS - Balance,0,Conus,,,,,
5/11/2015,CONUS - Balance,0,Conus,,,,,
5/12/2015,CONUS - Balance,0,Conus,,,,,
5/13/2015,CONUS - Balance,0,Conus,,,,,
5/14/2015,CONUS - Balance,0,Conus,,,,,
5/15/2015,CONUS - Balance,0,Conus,,,,,
5/16/2015,CONUS - Balance,0,Conus,,,,,
5/17/2015,CONUS - Balance,0,Conus,,,,,
5/18/2015,CONUS - Balance,0,Conus,,,,,
5/19/2015,CONUS - Balance,0,Conus,,,,,
5/20/2015,CONUS - Balance,0,Conus,,,,,
5/21/2015,CONUS - Balance,0,Conus,,,,,
5/22/2015,CONUS - Balance,0,Conus,,,,,
5/23/2015,CONUS - Balance,0,Conus,,,,,
5/24/2015,CONUS - Balance,0,Conus,,,,,
5/25/2015,CONUS - Balance,0,Conus,,,,,
5/26/2015,CONUS - Balance,0,Conus,,,,,
5/27/2015,CONUS - Balance,0,Conus,,,,,
5/28/2015,CONUS - Balance,0,Conus,,,,,
5/29/2015,CONUS - Balance,0,Conus,,,,,
5/30/2015,CONUS - Balance,0,Conus,,,,,
5/31/2015,CONUS - Balance,0,Conus,,,,,
6/1/2015,CONUS - Balance,0,Conus,,,,,
6/2/2015,CONUS - Balance,0,Conus,,,,,
6/3/2015,CONUS - Balance,0,Conus,,,,,
6/4/2015,CONUS - Balance,0,Conus,,,,,
6/5/2015,CONUS - Balance,0,Conus,,,,,
6/6/2015,CONUS - Balance,0,Conus,,,,,
6/7/2015,CONUS - Balance,0,Conus,,,,,
6/8/2015,CONUS - Balance,0,Conus,,,,,
6/9/2015,CONUS - Balance,0,Conus,,,,,
6/10/2015,CONUS - Balance,0,Conus,,,,,
6/11/2015,CONUS - Balance,0,Conus,,,,,
6/12/2015,CONUS - Balance,0,Conus,,,,,
6/13/2015,CONUS - Balance,0,Conus,,,,,
6/14/2015,CONUS - Balance,0,Conus,,,,,
6/15/2015,CONUS - Balance,0,Conus,,,,,
6/16/2015,CONUS - Balance,0,Conus,,,,,
6/17/2015,CONUS - Balance,0,Conus,,,,,
6/18/2015,CONUS - Balance,0,Conus,,,,,
6/19/2015,CONUS - Balance,0,Conus,,,,,
6/20/2015,CONUS - Balance,0,Conus,,,,,
6/21/2015,CONUS - Balance,0,Conus,,,,,
6/22/2015,CONUS - Balance,0,Conus,,,,,
6/23/2015,CONUS - Balance,0,Conus,,,,,
6/24/2015,CONUS - Balance,0,Conus,,,,,
6/25/2015,CONUS - Balance,0,Conus,,,,,
6/26/2015,CONUS - Balance,0,Conus,,,,,
6/27/2015,CONUS - Balance,0,Conus,,,,,
6/28/2015,CONUS - Balance,0,Conus,,,,,
6/29/2015,CONUS - Balance,0,Conus,,,,,
6/30/2015,CONUS - Balance,0,Conus,,,,,
7/1/2015,CONUS - Balance,0,Conus,,,,,
7/2/2015,CONUS - Balance,0,Conus,,,,,
7/3/2015,CONUS - Balance,0,Conus,,,,,
7/4/2015,CONUS - Balance,0,Conus,,,,,
7/5/2015,CONUS - Balance,0,Conus,,,,,
7/6/2015,CONUS - Balance,0,Conus,,,,,
7/7/2015,CONUS - Balance,0,Conus,,,,,
7/8/2015,CONUS - Balance,0,Conus,,,,,
7/9/2015,CONUS - Balance,0,Conus,,,,,
7/10/2015,CONUS - Balance,0,Conus,,,,,
7/11/2015,CONUS - Balance,0,Conus,,,,,
7/12/2015,CONUS - Balance,0,Conus,,,,,
7/13/2015,CONUS - Balance,0,Conus,,,,,
7/14/2015,CONUS - Balance,0,Conus,,,,,
7/15/2015,CONUS - Balance,0,Conus,,,,,
7/16/2015,CONUS - Balance,0,Conus,,,,,
7/17/2015,CONUS - Balance,0,Conus,,,,,
7/18/2015,CONUS - Balance,0,Conus,,,,,
7/19/2015,CONUS - Balance,0,Conus,,,,,
7/20/2015,CONUS - Balance,0,Conus,,,,,
7/21/2015,CONUS - Balance,0,Conus,,,,,
7/22/2015,CONUS - Balance,0,Conus,,,,,
7/23/2015,CONUS - Balance,0,Conus,,,,,
7/24/2015,CONUS - Balance,0,Conus,,,,,
7/25/2015,CONUS - Balance,0,Conus,,,,,
7/26/2015,CONUS - Balance,0,Conus,,,,,
7/27/2015,CONUS - Balance,0,Conus,,,,,
7/28/2015,CONUS - Balance,0,Conus,,,,,
7/29/2015,CONUS - Balance,0,Conus,,,,,
7/30/2015,CONUS - Balance,0,Conus,,,,,
7/31/2015,CONUS - Balance,0,Conus,,,,,
8/1/2015,CONUS - Balance,0,Conus,,,,,
8/2/2015,CONUS - Balance,0,Conus,,,,,
8/3/2015,CONUS - Balance,0,Conus,,,,,
8/4/2015,CONUS - Balance,0,Conus,,,,,
8/5/2015,CONUS - Balance,0,Conus,,,,,
8/6/2015,CONUS - Balance,0,Conus,,,,,
8/7/2015,CONUS - Balance,0,Conus,,,,,
8/8/2015,CONUS - Balance,0,Conus,,,,,
8/9/2015,CONUS - Balance,0,Conus,,,,,
8/10/2015,CONUS - Balance,0,Conus,,,,,
8/11/2015,CONUS - Balance,0,Conus,,,,,
8/12/2015,CONUS - Balance,0,Conus,,,,,
8/13/2015,CONUS - Balance,0,Conus,,,,,
8/14/2015,CONUS - Balance,0,Conus,,,,,
8/15/2015,CONUS - Balance,0,Conus,,,,,
8/16/2015,CONUS - Balance,0,Conus,,,,,
8/17/2015,CONUS - Balance,0,Conus,,,,,
8/18/2015,CONUS - Balance,0,Conus,,,,,
8/19/2015,CONUS - Balance,0,Conus,,,,,
8/20/2015,CONUS - Balance,0,Conus,,,,,
8/21/2015,CONUS - Balance,0,Conus,,,,,
8/22/2015,CONUS - Balance,0,Conus,,,,,
8/23/2015,CONUS - Balance,0,Conus,,,,,
8/24/2015,CONUS - Balance,0,Conus,,,,,
8/25/2015,CONUS - Balance,0,Conus,,,,,
8/26/2015,CONUS - Balance,0,Conus,,,,,
8/27/2015,CONUS - Balance,0,Conus,,,,,
8/28/2015,CONUS - Balance,0,Conus,,,,,
8/29/2015,CONUS - Balance,0,Conus,,,,,
8/30/2015,CONUS - Balance,0,Conus,,,,,
8/31/2015,CONUS - Balance,0,Conus,,,,,
9/1/2015,CONUS - Balance,0,Conus,,,,,
9/2/2015,CONUS - Balance,0,Conus,,,,,
9/3/2015,CONUS - Balance,0,Conus,,,,,
9/4/2015,CONUS - Balance,0,Conus,,,,,
9/5/2015,CONUS - Balance,0,Conus,,,,,
9/6/2015,CONUS - Balance,0,Conus,,,,,
9/7/2015,CONUS - Balance,0,Conus,,,,,
9/8/2015,CONUS - Balance,0,Conus,,,,,
9/9/2015,CONUS - Balance,0,Conus,,,,,
9/10/2015,CONUS - Balance,0,Conus,,,,,
9/11/2015,CONUS - Balance,0,Conus,,,,,
9/12/2015,CONUS - Balance,0,Conus,,,,,
9/13/2015,CONUS - Balance,0,Conus,,,,,
9/14/2015,CONUS - Balance,0,Conus,,,,,
9/15/2015,CONUS - Balance,0,Conus,,,,,
9/16/2015,CONUS - Balance,0,Conus,,,,,
9/17/2015,CONUS - Balance,0,Conus,,,,,
9/18/2015,CONUS - Balance,0,Conus,,,,,
9/19/2015,CONUS - Balance,0,Conus,,,,,
9/20/2015,CONUS - Balance,0,Conus,,,,,
9/21/2015,CONUS - Balance,0,Conus,,,,,
9/22/2015,CONUS - Balance,0,Conus,,,,,
9/23/2015,CONUS - Balance,0,Conus,,,,,
9/24/2015,CONUS - Balance,0,Conus,,,,,
9/25/2015,CONUS - Balance,0,Conus,,,,,
9/26/2015,CONUS - Balance,0,Conus,,,,,
9/27/2015,CONUS - Balance,0,Conus,,,,,
9/28/2015,CONUS - Balance,0,Conus,,,,,
9/29/2015,CONUS - Balance,0,Conus,,,,,
9/30/2015,CONUS - Balance,0,Conus,,,,,
10/1/2015,CONUS - Balance,0,Conus,,,,,
10/2/2015,CONUS - Balance,0,Conus,,,,,
10/3/2015,CONUS - Balance,0,Conus,,,,,
10/4/2015,CONUS - Balance,0,Conus,,,,,
10/5/2015,CONUS - Balance,0,Conus,,,,,
10/6/2015,CONUS - Balance,0,Conus,,,,,
10/7/2015,CONUS - Balance,0,Conus,,,,,
10/8/2015,CONUS - Balance,0,Conus,,,,,
10/9/2015,CONUS - Balance,0,Conus,,,,,
10/10/2015,CONUS - Balance,0,Conus,,,,,
10/11/2015,CONUS - Balance,0,Conus,,,,,
10/12/2015,CONUS - Balance,0,Conus,,,,,
10/13/2015,CONUS - Balance,0,Conus,,,,,
10/14/2015,CONUS - Balance,0,Conus,,,,,
10/15/2015,CONUS - Balance,0,Conus,,,,,
10/16/2015,CONUS - Balance,0,Conus,,,,,
10/17/2015,CONUS - Balance,0,Conus,,,,,
10/18/2015,CONUS - Balance,0,Conus,,,,,
10/19/2015,CONUS - Balance,0,Conus,,,,,
10/20/2015,CONUS - Balance,0,Conus,,,,,
10/21/2015,CONUS - Balance,0,Conus,,,,,
10/22/2015,CONUS - Balance,0,Conus,,,,,
10/23/2015,CONUS - Balance,0,Conus,,,,,
10/24/2015,CONUS - Balance,0,Conus,,,,,
10/25/2015,CONUS - Balance,0,Conus,,,,,
10/26/2015,CONUS - Balance,0,Conus,,,,,
10/27/2015,CONUS - Balance,0,Conus,,,,,
10/28/2015,CONUS - Balance,0,Conus,,,,,
10/29/2015,CONUS - Balance,0,Conus,,,,,
10/30/2015,CONUS - Balance,0,Conus,,,,,
10/31/2015,CONUS - Balance,0,Conus,,,,,
11/1/2015,CONUS - Balance,0,Conus,,,,,
11/2/2015,CONUS - Balance,0,Conus,,,,,
11/3/2015,CONUS - Balance,0,Conus,,,,,
11/4/2015,CONUS - Balance,0,Conus,,,,,
11/5/2015,CONUS - Balance,0,Conus,,,,,
11/6/2015,CONUS - Balance,0,Conus,,,,,
11/7/2015,CONUS - Balance,0,Conus,,,,,
11/8/2015,CONUS - Balance,0,Conus,,,,,
11/9/2015,CONUS - Balance,0,Conus,,,,,
11/10/2015,CONUS - Balance,0,Conus,,,,,
11/11/2015,CONUS - Balance,0,Conus,,,,,
11/12/2015,CONUS - Balance,0,Conus,,,,,
11/13/2015,CONUS - Balance,0,Conus,,,,,
11/14/2015,CONUS - Balance,0,Conus,,,,,
11/15/2015,CONUS - Balance,0,Conus,,,,,
11/16/2015,CONUS - Balance,0,Conus,,,,,
11/17/2015,CONUS - Balance,0,Conus,,,,,
11/18/2015,CONUS - Balance,0,Conus,,,,,
11/19/2015,CONUS - Balance,0,Conus,,,,,
11/20/2015,CONUS - Balance,0,Conus,,,,,
11/21/2015,CONUS - Balance,0,Conus,,,,,
11/22/2015,CONUS - Balance,0,Conus,,,,,
11/23/2015,CONUS - Balance,0,Conus,,,,,
11/24/2015,CONUS - Balance,0,Conus,,,,,
11/25/2015,CONUS - Balance,0,Conus,,,,,
11/26/2015,CONUS - Balance,0,Conus,,,,,
11/27/2015,CONUS - Balance,0,Conus,,,,,
11/28/2015,CONUS - Balance,0,Conus,,,,,
11/29/2015,CONUS - Balance,0,Conus,,,,,
11/30/2015,CONUS - Balance,0,Conus,,,,,
12/1/2015,CONUS - Balance,0,Conus,,,,,
12/2/2015,CONUS - Balance,0,Conus,,,,,
12/3/2015,CONUS - Balance,0,Conus,,,,,
12/4/2015,CONUS - Balance,0,Conus,,,,,
12/5/2015,CONUS - Balance,0,Conus,,,,,
12/6/2015,CONUS - Balance,0,Conus,,,,,
12/7/2015,CONUS - Balance,0,Conus,,,,,
12/8/2015,CONUS - Balance,0,Conus,,,,,
12/9/2015,CONUS - Balance,0,Conus,,,,,
12/10/2015,CONUS - Balance,0,Conus,,,,,
12/11/2015,CONUS - Balance,0,Conus,,,,,
12/12/2015,CONUS - Balance,0,Conus,,,,,
12/13/2015,CONUS - Balance,0,Conus,,,,,
12/14/2015,CONUS - Balance,0,Conus,,,,,
12/15/2015,CONUS - Balance,0,Conus,,,,,
12/16/2015,CONUS - Balance,0,Conus,,,,,
12/17/2015,CONUS - Balance,0,Conus,,,,,
12/18/2015,CONUS - Balance,0,Conus,,,,,
12/19/2015,CONUS - Balance,0,Conus,,,,,
12/20/2015,CONUS - Balance,0,Conus,,,,,
12/21/2015,CONUS - Balance,0,Conus,,,,,
12/22/2015,CONUS - Balance,0,Conus,,,,,
12/23/2015,CONUS - Balance,0,Conus,,,,,
12/24/2015,CONUS - Balance,0,Conus,,,,,
12/25/2015,CONUS - Balance,0,Conus,,,,,
12/26/2015,CONUS - Balance,0,Conus,,,,,
12/27/2015,CONUS - Balance,0,Conus,,,,,
12/28/2015,CONUS - Balance,0,Conus,,,,,
12/29/2015,CONUS - Balance,0,Conus,,,,,
12/30/2015,CONUS - Balance,0,Conus,,,,,
12/31/2015,CONUS - Balance,0,Conus,,,,,
1/1/2016,CONUS - Balance,0,Conus,,,,,
1/2/2016,CONUS - Balance,0,Conus,,,,,
1/3/2016,CONUS - Balance,0,Conus,,,,,
1/4/2016,CONUS - Balance,0,Conus,,,,,
1/5/2016,CONUS - Balance,0,Conus,,,,,
1/6/2016,CONUS - Balance,0,Conus,,,,,
1/7/2016,CONUS - Balance,0,Conus,,,,,
1/8/2016,CONUS - Balance,0,Conus,,,,,
1/9/2016,CONUS - Balance,0,Conus,,,,,
1/10/2016,CONUS - Balance,0,Conus,,,,,
1/11/2016,CONUS - Balance,0,Conus,,,,,
1/12/2016,CONUS - Balance,0,Conus,,,,,
1/13/2016,CONUS - Balance,0,Conus,,,,,
1/14/2016,CONUS - Balance,0,Conus,,,,,
1/15/2016,CONUS - Balance,0,Conus,,,,,
1/16/2016,CONUS - Balance,0,Conus,,,,,
1/17/2016,CONUS - Balance,0,Conus,,,,,
1/18/2016,CONUS - Balance,0,Conus,,,,,
1/19/2016,CONUS - Balance,0,Conus,,,,,
1/20/2016,CONUS - Balance,0,Conus,,,,,
1/21/2016,CONUS - Balance,0,Conus,,,,,
1/22/2016,CONUS - Balance,0,Conus,,,,,
1/23/2016,CONUS - Balance,0,Conus,,,,,
1/24/2016,CONUS - Balance,0,Conus,,,,,
1/25/2016,CONUS - Balance,0,Conus,,,,,
1/26/2016,CONUS - Balance,0,Conus,,,,,
1/27/2016,CONUS - Balance,0,Conus,,,,,
1/28/2016,CONUS - Balance,0,Conus,,,,,
1/29/2016,CONUS - Balance,0,Conus,,,,,
1/30/2016,CONUS - Balance,0,Conus,,,,,
1/31/2016,CONUS - Balance,0,Conus,,,,,
2/1/2016,CONUS - Balance,0,Conus,,,,,
2/2/2016,CONUS - Balance,0,Conus,,,,,
2/3/2016,CONUS - Balance,0,Conus,,,,,
2/4/2016,CONUS - Balance,0,Conus,,,,,
2/5/2016,CONUS - Balance,0,Conus,,,,,
2/6/2016,CONUS - Balance,0,Conus,,,,,
2/7/2016,CONUS - Balance,0,Conus,,,,,
2/8/2016,CONUS - Balance,0,Conus,,,,,
2/9/2016,CONUS - Balance,0,Conus,,,,,
2/10/2016,CONUS - Balance,0,Conus,,,,,
2/11/2016,CONUS - Balance,0,Conus,,,,,
2/12/2016,CONUS - Balance,0,Conus,,,,,
2/13/2016,CONUS - Balance,0,Conus,,,,,
2/14/2016,CONUS - Balance,0,Conus,,,,,
2/15/2016,CONUS - Balance,0,Conus,,,,,
2/16/2016,CONUS - Balance,0,Conus,,,,,
2/17/2016,CONUS - Balance,0,Conus,,,,,
2/18/2016,CONUS - Balance,0,Conus,,,,,
2/19/2016,CONUS - Balance,0,Conus,,,,,
2/20/2016,CONUS - Balance,0,Conus,,,,,
2/21/2016,CONUS - Balance,0,Conus,,,,,
2/22/2016,CONUS - Balance,0,Conus,,,,,
2/23/2016,CONUS - Balance,0,Conus,,,,,
2/24/2016,CONUS - Balance,0,Conus,,,,,
2/25/2016,CONUS - Balance,0,Conus,,,,,
2/26/2016,CONUS - Balance,0,Conus,,,,,
2/27/2016,CONUS - Balance,0,Conus,,,,,
2/28/2016,CONUS - Balance,0,Conus,,,,,
2/29/2016,CONUS - Balance,0,Conus,,,,,
3/1/2016,CONUS - Balance,0,Conus,,,,,
3/2/2016,CONUS - Balance,0,Conus,,,,,
3/3/2016,CONUS - Balance,0,Conus,,,,,
3/4/2016,CONUS - Balance,0,Conus,,,,,
3/5/2016,CONUS - Balance,0,Conus,,,,,
3/6/2016,CONUS - Balance,0,Conus,,,,,
3/7/2016,CONUS - Balance,0,Conus,,,,,
3/8/2016,CONUS - Balance,0,Conus,,,,,
3/9/2016,CONUS - Balance,0,Conus,,,,,
3/10/2016,CONUS - Balance,0,Conus,,,,,
3/11/2016,CONUS - Balance,0,Conus,,,,,
3/12/2016,CONUS - Balance,0,Conus,,,,,
3/13/2016,CONUS - Balance,0,Conus,,,,,
3/14/2016,CONUS - Balance,0,Conus,,,,,
3/15/2016,CONUS - Balance,0,Conus,,,,,
3/16/2016,CONUS - Balance,0,Conus,,,,,
3/17/2016,CONUS - Balance,0,Conus,,,,,
3/18/2016,CONUS - Balance,0,Conus,,,,,
3/19/2016,CONUS - Balance,0,Conus,,,,,
3/20/2016,CONUS - Balance,0,Conus,,,,,
3/21/2016,CONUS - Balance,0,Conus,,,,,
3/22/2016,CONUS - Balance,0,Conus,,,,,
3/23/2016,CONUS - Balance,0,Conus,,,,,
3/24/2016,CONUS - Balance,0,Conus,,,,,
3/25/2016,CONUS - Balance,0,Conus,,,,,
3/26/2016,CONUS - Balance,0,Conus,,,,,
3/27/2016,CONUS - Balance,0,Conus,,,,,
3/28/2016,CONUS - Balance,0,Conus,,,,,
3/29/2016,CONUS - Balance,0,Conus,,,,,
3/30/2016,CONUS - Balance,0,Conus,,,,,
3/31/2016,CONUS - Balance,0,Conus,,,,,
4/1/2016,CONUS - Balance,0,Conus,,,,,
4/2/2016,CONUS - Balance,0,Conus,,,,,
4/3/2016,CONUS - Balance,0,Conus,,,,,
4/4/2016,CONUS - Balance,0,Conus,,,,,
4/5/2016,CONUS - Balance,0,Conus,,,,,
4/6/2016,CONUS - Balance,0,Conus,,,,,
4/7/2016,CONUS - Balance,0,Conus,,,,,
4/8/2016,CONUS - Balance,0,Conus,,,,,
4/9/2016,CONUS - Balance,0,Conus,,,,,
4/10/2016,CONUS - Balance,0,Conus,,,,,
4/11/2016,CONUS - Balance,0,Conus,,,,,
4/12/2016,CONUS - Balance,0,Conus,,,,,
4/13/2016,CONUS - Balance,0,Conus,,,,,
4/14/2016,CONUS - Balance,0,Conus,,,,,
4/15/2016,CONUS - Balance,0,Conus,,,,,
4/16/2016,CONUS - Balance,0,Conus,,,,,
4/17/2016,CONUS - Balance,0,Conus,,,,,
4/18/2016,CONUS - Balance,0,Conus,,,,,
4/19/2016,CONUS - Balance,0,Conus,,,,,
4/20/2016,CONUS - Balance,0,Conus,,,,,
4/21/2016,CONUS - Balance,0,Conus,,,,,
4/22/2016,CONUS - Balance,0,Conus,,,,,
4/23/2016,CONUS - Balance,0,Conus,,,,,
4/24/2016,CONUS - Balance,0,Conus,,,,,
4/25/2016,CONUS - Balance,0,Conus,,,,,
4/26/2016,CONUS - Balance,0,Conus,,,,,
4/27/2016,CONUS - Balance,0,Conus,,,,,
4/28/2016,CONUS - Balance,0,Conus,,,,,
4/29/2016,CONUS - Balance,0,Conus,,,,,
4/30/2016,CONUS - Balance,0,Conus,,,,,
5/1/2016,CONUS - Balance,0,Conus,,,,,
5/2/2016,CONUS - Balance,0,Conus,,,,,
5/3/2016,CONUS - Balance,0,Conus,,,,,
5/4/2016,CONUS - Balance,0,Conus,,,,,
5/5/2016,CONUS - Balance,0,Conus,,,,,
5/6/2016,CONUS - Balance,0,Conus,,,,,
5/7/2016,CONUS - Balance,0,Conus,,,,,
5/8/2016,CONUS - Balance,0,Conus,,,,,
5/9/2016,CONUS - Balance,0,Conus,,,,,
5/10/2016,CONUS - Balance,0,Conus,,,,,
5/11/2016,CONUS - Balance,0,Conus,,,,,
5/12/2016,CONUS - Balance,0,Conus,,,,,
5/13/2016,CONUS - Balance,0,Conus,,,,,
5/14/2016,CONUS - Balance,0,Conus,,,,,
5/15/2016,CONUS - Balance,0,Conus,,,,,
5/16/2016,CONUS - Balance,0,Conus,,,,,
5/17/2016,CONUS - Balance,0,Conus,,,,,
5/18/2016,CONUS - Balance,0,Conus,,,,,
5/19/2016,CONUS - Balance,0,Conus,,,,,
5/20/2016,CONUS - Balance,0,Conus,,,,,
5/21/2016,CONUS - Balance,0,Conus,,,,,
5/22/2016,CONUS - Balance,0,Conus,,,,,
5/23/2016,CONUS - Balance,0,Conus,,,,,
5/24/2016,CONUS - Balance,0,Conus,,,,,
