ISO,Location,Date,Max LMP
CAISO,DLAP_SDGE-APND,03/22/2019,64.83569
CAISO,DLAP_VEA-APND,03/22/2019,61.59958
CAISO,TH_NP15_GEN-APND,03/22/2019,59.33494
CAISO,TH_SP15_GEN-APND,03/22/2019,61.46711
CAISO,TH_ZP26_GEN-APND,03/22/2019,61.29679
CAISO,DLAP_PGAE-APND,03/23/2019,63.77019
CAISO,DLAP_SCE-APND,03/23/2019,63.53422
CAISO,DLAP_SDGE-APND,03/23/2019,65.19241
CAISO,DLAP_VEA-APND,03/23/2019,61.90154
CAISO,TH_NP15_GEN-APND,03/23/2019,60.94489
CAISO,TH_SP15_GEN-APND,03/23/2019,61.70383
CAISO,TH_ZP26_GEN-APND,03/23/2019,61.46786
CAISO,DLAP_PGAE-APND,03/24/2019,53.47474
CAISO,DLAP_SCE-APND,03/24/2019,54.47082
CAISO,DLAP_SDGE-APND,03/24/2019,61.52318
CAISO,DLAP_VEA-APND,03/24/2019,53.25819
CAISO,TH_NP15_GEN-APND,03/24/2019,51.02241
CAISO,TH_SP15_GEN-APND,03/24/2019,53.02
CAISO,TH_ZP26_GEN-APND,03/24/2019,52.40286
CAISO,DLAP_PGAE-APND,03/25/2019,74.24769
CAISO,DLAP_SCE-APND,03/25/2019,75.03255
CAISO,DLAP_SDGE-APND,03/25/2019,75.94448
CAISO,DLAP_VEA-APND,03/25/2019,73.70202
CAISO,TH_NP15_GEN-APND,03/25/2019,70.41309
CAISO,TH_SP15_GEN-APND,03/25/2019,73.11898
CAISO,TH_ZP26_GEN-APND,03/25/2019,72.58827
CAISO,DLAP_PGAE-APND,03/26/2019,77.19747
CAISO,DLAP_SCE-APND,03/26/2019,77.86484
CAISO,DLAP_SDGE-APND,03/26/2019,78.50892
CAISO,DLAP_VEA-APND,03/26/2019,75.69977
CAISO,TH_NP15_GEN-APND,03/26/2019,73.43382
CAISO,TH_SP15_GEN-APND,03/26/2019,75.73857
CAISO,TH_ZP26_GEN-APND,03/26/2019,75.32728
CAISO,DLAP_PGAE-APND,03/27/2019,74.80884
CAISO,DLAP_SCE-APND,03/27/2019,74.68155
CAISO,DLAP_SDGE-APND,03/27/2019,76.33631
CAISO,DLAP_VEA-APND,03/27/2019,72.6524
CAISO,TH_NP15_GEN-APND,03/27/2019,71.45438
CAISO,TH_SP15_GEN-APND,03/27/2019,72.68984
CAISO,TH_ZP26_GEN-APND,03/27/2019,72.30048
CAISO,DLAP_PGAE-APND,03/28/2019,67.58846
CAISO,DLAP_SCE-APND,03/28/2019,67.82582
CAISO,DLAP_SDGE-APND,03/28/2019,69.08726
CAISO,DLAP_VEA-APND,03/28/2019,65.76412
CAISO,TH_NP15_GEN-APND,03/28/2019,64.52303
CAISO,TH_SP15_GEN-APND,03/28/2019,66.11
CAISO,TH_ZP26_GEN-APND,03/28/2019,65.47928
CAISO,DLAP_PGAE-APND,03/29/2019,60.37381
CAISO,DLAP_SCE-APND,03/29/2019,59.88595
CAISO,DLAP_SDGE-APND,03/29/2019,61.43384
CAISO,DLAP_VEA-APND,03/29/2019,58.32602
CAISO,TH_NP15_GEN-APND,03/29/2019,57.84418
CAISO,TH_SP15_GEN-APND,03/29/2019,58.09714
CAISO,TH_ZP26_GEN-APND,03/29/2019,57.95862
CAISO,DLAP_PGAE-APND,03/30/2019,52.0435
CAISO,DLAP_SCE-APND,03/30/2019,51.34987
CAISO,DLAP_SDGE-APND,03/30/2019,52.69573
CAISO,DLAP_VEA-APND,03/30/2019,49.95741
CAISO,TH_NP15_GEN-APND,03/30/2019,50.02471
CAISO,TH_SP15_GEN-APND,03/30/2019,49.90047
CAISO,TH_ZP26_GEN-APND,03/30/2019,49.82283
CAISO,DLAP_PGAE-APND,03/31/2019,62.28437
CAISO,DLAP_SCE-APND,03/31/2019,61.28317
CAISO,DLAP_SDGE-APND,03/31/2019,62.20403
CAISO,DLAP_VEA-APND,03/31/2019,60.11511
CAISO,TH_NP15_GEN-APND,03/31/2019,59.91116
CAISO,TH_SP15_GEN-APND,03/31/2019,59.9606
CAISO,TH_ZP26_GEN-APND,03/31/2019,60.17073
CAISO,DLAP_PGAE-APND,04/01/2019,61.89168
CAISO,DLAP_SCE-APND,04/01/2019,61.22664
CAISO,DLAP_SDGE-APND,04/01/2019,62.08873
CAISO,DLAP_VEA-APND,04/01/2019,60.00125
CAISO,TH_NP15_GEN-APND,04/01/2019,59.50863
CAISO,TH_SP15_GEN-APND,04/01/2019,59.58252
CAISO,TH_ZP26_GEN-APND,04/01/2019,59.57636
CAISO,DLAP_PGAE-APND,04/02/2019,75.84981
CAISO,DLAP_SCE-APND,04/02/2019,77.65832
CAISO,DLAP_SDGE-APND,04/02/2019,78.75112
CAISO,DLAP_VEA-APND,04/02/2019,75.80363
CAISO,TH_NP15_GEN-APND,04/02/2019,72.20969
CAISO,TH_SP15_GEN-APND,04/02/2019,75.8575
CAISO,TH_ZP26_GEN-APND,04/02/2019,75.61893
CAISO,DLAP_PGAE-APND,04/03/2019,62.60731
CAISO,DLAP_SCE-APND,04/03/2019,62.44436
CAISO,DLAP_SDGE-APND,04/03/2019,142.33517
CAISO,DLAP_VEA-APND,04/03/2019,61.20976
CAISO,TH_NP15_GEN-APND,04/03/2019,59.71195
CAISO,TH_SP15_GEN-APND,04/03/2019,60.80241
CAISO,TH_ZP26_GEN-APND,04/03/2019,61.10949
CAISO,DLAP_PGAE-APND,04/04/2019,60.19588
CAISO,DLAP_SCE-APND,04/04/2019,68.89073
CAISO,DLAP_SDGE-APND,04/04/2019,160.00526
CAISO,DLAP_VEA-APND,04/04/2019,52.00806
CAISO,TH_NP15_GEN-APND,04/04/2019,56.80553
CAISO,TH_SP15_GEN-APND,04/04/2019,61.55
CAISO,TH_ZP26_GEN-APND,04/04/2019,59.4986
CAISO,DLAP_PGAE-APND,04/05/2019,58.78073
CAISO,DLAP_SCE-APND,04/05/2019,61.05243
CAISO,DLAP_SDGE-APND,04/05/2019,80.64
CAISO,DLAP_VEA-APND,04/05/2019,63.16
CAISO,TH_NP15_GEN-APND,04/05/2019,55.4759
CAISO,TH_SP15_GEN-APND,04/05/2019,57.3674
CAISO,TH_ZP26_GEN-APND,04/05/2019,59.53768
CAISO,DLAP_PGAE-APND,04/06/2019,57.72753
CAISO,DLAP_SCE-APND,04/06/2019,58.19511
CAISO,DLAP_SDGE-APND,04/06/2019,59.57242
CAISO,DLAP_VEA-APND,04/06/2019,83.58
CAISO,TH_NP15_GEN-APND,04/06/2019,55.04
CAISO,TH_SP15_GEN-APND,04/06/2019,56.72527
CAISO,TH_ZP26_GEN-APND,04/06/2019,56.5626
CAISO,DLAP_PGAE-APND,04/07/2019,52.04315
CAISO,DLAP_SCE-APND,04/07/2019,52.37756
CAISO,DLAP_SDGE-APND,04/07/2019,52.80081
CAISO,DLAP_VEA-APND,04/07/2019,51.18099
CAISO,TH_NP15_GEN-APND,04/07/2019,49.83288
CAISO,TH_SP15_GEN-APND,04/07/2019,50.99811
CAISO,TH_ZP26_GEN-APND,04/07/2019,50.8936
CAISO,DLAP_PGAE-APND,04/08/2019,60.37817
CAISO,DLAP_SCE-APND,04/08/2019,60.69965
CAISO,DLAP_SDGE-APND,04/08/2019,61.77329
CAISO,DLAP_VEA-APND,04/08/2019,60.01423
CAISO,TH_NP15_GEN-APND,04/08/2019,57.55155
CAISO,TH_SP15_GEN-APND,04/08/2019,58.886
CAISO,TH_ZP26_GEN-APND,04/08/2019,58.6919
CAISO,DLAP_PGAE-APND,04/09/2019,78.10355
CAISO,DLAP_SCE-APND,04/09/2019,79.97638
CAISO,DLAP_SDGE-APND,04/09/2019,82.21426
CAISO,DLAP_VEA-APND,04/09/2019,78.35749
CAISO,TH_NP15_GEN-APND,04/09/2019,74.58008
CAISO,TH_SP15_GEN-APND,04/09/2019,77.43695
CAISO,TH_ZP26_GEN-APND,04/09/2019,77.09571
CAISO,DLAP_PGAE-APND,04/10/2019,61.12664
CAISO,DLAP_SCE-APND,04/10/2019,61.52002
CAISO,DLAP_SDGE-APND,04/10/2019,62.67555
CAISO,DLAP_VEA-APND,04/10/2019,59.4671
CAISO,TH_NP15_GEN-APND,04/10/2019,58.33
CAISO,TH_SP15_GEN-APND,04/10/2019,59.68837
CAISO,TH_ZP26_GEN-APND,04/10/2019,59.53471
CAISO,DLAP_PGAE-APND,04/11/2019,61.08622
CAISO,DLAP_SCE-APND,04/11/2019,62.03729
CAISO,DLAP_SDGE-APND,04/11/2019,64.05832
CAISO,DLAP_VEA-APND,04/11/2019,60.57315
CAISO,TH_NP15_GEN-APND,04/11/2019,57.73947
CAISO,TH_SP15_GEN-APND,04/11/2019,60.32604
CAISO,TH_ZP26_GEN-APND,04/11/2019,59.81329
CAISO,DLAP_PGAE-APND,04/12/2019,54.18781
CAISO,DLAP_SCE-APND,04/12/2019,55.36758
CAISO,DLAP_SDGE-APND,04/12/2019,56.57478
CAISO,DLAP_VEA-APND,04/12/2019,54.27407
CAISO,TH_NP15_GEN-APND,04/12/2019,51.02872
CAISO,TH_SP15_GEN-APND,04/12/2019,53.85645
CAISO,TH_ZP26_GEN-APND,04/12/2019,53.41685
CAISO,DLAP_PGAE-APND,04/13/2019,53.96253
CAISO,DLAP_SCE-APND,04/13/2019,55.04859
CAISO,DLAP_SDGE-APND,04/13/2019,56.20673
CAISO,DLAP_VEA-APND,04/13/2019,53.98359
CAISO,TH_NP15_GEN-APND,04/13/2019,50.95402
CAISO,TH_SP15_GEN-APND,04/13/2019,53.67199
CAISO,TH_ZP26_GEN-APND,04/13/2019,53.17999
CAISO,DLAP_PGAE-APND,04/14/2019,52.04901
CAISO,DLAP_SCE-APND,04/14/2019,52.5577
CAISO,DLAP_SDGE-APND,04/14/2019,54.02811
CAISO,DLAP_VEA-APND,04/14/2019,51.78156
CAISO,TH_NP15_GEN-APND,04/14/2019,49.71514
CAISO,TH_SP15_GEN-APND,04/14/2019,51.45117
CAISO,TH_ZP26_GEN-APND,04/14/2019,51.26238
CAISO,DLAP_PGAE-APND,04/15/2019,53.69844
CAISO,DLAP_SCE-APND,04/15/2019,54.84722
CAISO,DLAP_SDGE-APND,04/15/2019,56.12666
CAISO,DLAP_VEA-APND,04/15/2019,53.987
CAISO,TH_NP15_GEN-APND,04/15/2019,50.87823
CAISO,TH_SP15_GEN-APND,04/15/2019,53.37178
CAISO,TH_ZP26_GEN-APND,04/15/2019,52.86
CAISO,DLAP_PGAE-APND,04/16/2019,60.27855
CAISO,DLAP_SCE-APND,04/16/2019,61.35779
CAISO,DLAP_SDGE-APND,04/16/2019,62.58336
CAISO,DLAP_VEA-APND,04/16/2019,60.36392
CAISO,TH_NP15_GEN-APND,04/16/2019,57.4067
CAISO,TH_SP15_GEN-APND,04/16/2019,59.78467
CAISO,TH_ZP26_GEN-APND,04/16/2019,59.32127
CAISO,DLAP_PGAE-APND,04/17/2019,57.48206
CAISO,DLAP_SCE-APND,04/17/2019,58.52412
CAISO,DLAP_SDGE-APND,04/17/2019,60.35791
CAISO,DLAP_VEA-APND,04/17/2019,57.21427
CAISO,TH_NP15_GEN-APND,04/17/2019,54.6586
CAISO,TH_SP15_GEN-APND,04/17/2019,57.10366
CAISO,TH_ZP26_GEN-APND,04/17/2019,56.44
CAISO,DLAP_PGAE-APND,04/18/2019,63.98617
CAISO,DLAP_SCE-APND,04/18/2019,63.96557
CAISO,DLAP_SDGE-APND,04/18/2019,65.87979
CAISO,DLAP_VEA-APND,04/18/2019,62.66746
CAISO,TH_NP15_GEN-APND,04/18/2019,60.64651
CAISO,TH_SP15_GEN-APND,04/18/2019,62.2582
CAISO,TH_ZP26_GEN-APND,04/18/2019,62.16867
CAISO,DLAP_PGAE-APND,04/19/2019,81.96308
CAISO,DLAP_SCE-APND,04/19/2019,82.7
CAISO,DLAP_SDGE-APND,04/19/2019,84.80956
CAISO,DLAP_VEA-APND,04/19/2019,81.18203
CAISO,TH_NP15_GEN-APND,04/19/2019,77.63538
CAISO,TH_SP15_GEN-APND,04/19/2019,80.34077
CAISO,TH_ZP26_GEN-APND,04/19/2019,80.57995
CAISO,DLAP_PGAE-APND,04/20/2019,65.88428
CAISO,DLAP_SCE-APND,04/20/2019,67.74748
CAISO,DLAP_SDGE-APND,04/20/2019,70.11485
CAISO,DLAP_VEA-APND,04/20/2019,66.6332
CAISO,TH_NP15_GEN-APND,04/20/2019,61.89685
CAISO,TH_SP15_GEN-APND,04/20/2019,65.6091
CAISO,TH_ZP26_GEN-APND,04/20/2019,65.0
CAISO,DLAP_PGAE-APND,04/21/2019,46.13879
CAISO,DLAP_SCE-APND,04/21/2019,46.39486
CAISO,DLAP_SDGE-APND,04/21/2019,47.88978
CAISO,DLAP_VEA-APND,04/21/2019,45.64477
CAISO,TH_NP15_GEN-APND,04/21/2019,43.76348
CAISO,TH_SP15_GEN-APND,04/21/2019,44.89877
CAISO,TH_ZP26_GEN-APND,04/21/2019,45.11191
CAISO,DLAP_PGAE-APND,04/22/2019,41.13904
CAISO,DLAP_SCE-APND,04/22/2019,40.07829
CAISO,DLAP_SDGE-APND,04/22/2019,41.17416
CAISO,DLAP_VEA-APND,04/22/2019,39.36658
CAISO,TH_NP15_GEN-APND,04/22/2019,38.35059
CAISO,TH_SP15_GEN-APND,04/22/2019,38.35562
CAISO,TH_ZP26_GEN-APND,04/22/2019,39.16438
CAISO,DLAP_PGAE-APND,04/23/2019,58.63502
CAISO,DLAP_SCE-APND,04/23/2019,58.53159
CAISO,DLAP_SDGE-APND,04/23/2019,62.12644
CAISO,DLAP_VEA-APND,04/23/2019,57.42005
CAISO,TH_NP15_GEN-APND,04/23/2019,54.94688
CAISO,TH_SP15_GEN-APND,04/23/2019,56.67707
CAISO,TH_ZP26_GEN-APND,04/23/2019,56.66537
CAISO,DLAP_PGAE-APND,04/24/2019,72.79092
CAISO,DLAP_SCE-APND,04/24/2019,72.28442
CAISO,DLAP_SDGE-APND,04/24/2019,74.20596
CAISO,DLAP_VEA-APND,04/24/2019,70.91179
CAISO,TH_NP15_GEN-APND,04/24/2019,67.83673
CAISO,TH_SP15_GEN-APND,04/24/2019,70.28053
CAISO,TH_ZP26_GEN-APND,04/24/2019,70.54899
CAISO,DLAP_PGAE-APND,04/25/2019,72.62
CAISO,DLAP_SCE-APND,04/25/2019,72.38903
CAISO,DLAP_SDGE-APND,04/25/2019,74.12568
CAISO,DLAP_VEA-APND,04/25/2019,71.39962
CAISO,TH_NP15_GEN-APND,04/25/2019,68.50078
CAISO,TH_SP15_GEN-APND,04/25/2019,70.08009
CAISO,TH_ZP26_GEN-APND,04/25/2019,70.31209
CAISO,DLAP_PGAE-APND,04/26/2019,84.72401
CAISO,DLAP_SCE-APND,04/26/2019,85.99059
CAISO,DLAP_SDGE-APND,04/26/2019,88.12152
CAISO,DLAP_VEA-APND,04/26/2019,85.28883
CAISO,TH_NP15_GEN-APND,04/26/2019,80.0
CAISO,TH_SP15_GEN-APND,04/26/2019,83.43175
CAISO,TH_ZP26_GEN-APND,04/26/2019,83.23492
CAISO,DLAP_PGAE-APND,04/27/2019,79.42443
CAISO,DLAP_SCE-APND,04/27/2019,79.52
CAISO,DLAP_SDGE-APND,04/27/2019,82.73341
CAISO,DLAP_VEA-APND,04/27/2019,78.19798
CAISO,TH_NP15_GEN-APND,04/27/2019,75.24248
CAISO,TH_SP15_GEN-APND,04/27/2019,77.22638
CAISO,TH_ZP26_GEN-APND,04/27/2019,77.20249
CAISO,DLAP_PGAE-APND,04/28/2019,49.45024
CAISO,DLAP_SCE-APND,04/28/2019,49.07984
CAISO,DLAP_SDGE-APND,04/28/2019,50.9812
CAISO,DLAP_VEA-APND,04/28/2019,48.3835
CAISO,TH_NP15_GEN-APND,04/28/2019,47.06983
CAISO,TH_SP15_GEN-APND,04/28/2019,47.539
CAISO,TH_ZP26_GEN-APND,04/28/2019,47.84025
CAISO,DLAP_PGAE-APND,04/29/2019,51.8078
CAISO,DLAP_SCE-APND,04/29/2019,52.50896
CAISO,DLAP_SDGE-APND,04/29/2019,54.22525
CAISO,DLAP_VEA-APND,04/29/2019,52.02756
CAISO,TH_NP15_GEN-APND,04/29/2019,49.01883
CAISO,TH_SP15_GEN-APND,04/29/2019,50.62
CAISO,TH_ZP26_GEN-APND,04/29/2019,50.66709
CAISO,DLAP_PGAE-APND,04/30/2019,49.28
CAISO,DLAP_SCE-APND,04/30/2019,49.92685
CAISO,DLAP_SDGE-APND,04/30/2019,51.62856
CAISO,DLAP_VEA-APND,04/30/2019,49.05111
CAISO,TH_NP15_GEN-APND,04/30/2019,46.92149
CAISO,TH_SP15_GEN-APND,04/30/2019,48.16045
CAISO,TH_ZP26_GEN-APND,04/30/2019,48.1505
CAISO,DLAP_PGAE-APND,05/01/2019,52.88853
CAISO,DLAP_SCE-APND,05/01/2019,52.35579
CAISO,DLAP_SDGE-APND,05/01/2019,59.63412
CAISO,DLAP_VEA-APND,05/01/2019,51.53295
CAISO,TH_NP15_GEN-APND,05/01/2019,50.47803
CAISO,TH_SP15_GEN-APND,05/01/2019,50.62713
CAISO,TH_ZP26_GEN-APND,05/01/2019,50.92637
CAISO,DLAP_PGAE-APND,05/02/2019,61.2955
CAISO,DLAP_SCE-APND,05/02/2019,61.02387
CAISO,DLAP_SDGE-APND,05/02/2019,70.34411
CAISO,DLAP_VEA-APND,05/02/2019,57.66462
CAISO,TH_NP15_GEN-APND,05/02/2019,58.30251
CAISO,TH_SP15_GEN-APND,05/02/2019,57.79104
CAISO,TH_ZP26_GEN-APND,05/02/2019,58.85727
CAISO,DLAP_PGAE-APND,05/03/2019,56.67534
CAISO,DLAP_SCE-APND,05/03/2019,55.13707
CAISO,DLAP_SDGE-APND,05/03/2019,59.54
CAISO,DLAP_VEA-APND,05/03/2019,53.65142
CAISO,TH_NP15_GEN-APND,05/03/2019,52.57226
CAISO,TH_SP15_GEN-APND,05/03/2019,53.28064
CAISO,TH_ZP26_GEN-APND,05/03/2019,54.14802
CAISO,DLAP_PGAE-APND,05/04/2019,58.53
CAISO,DLAP_SCE-APND,05/04/2019,57.34072
CAISO,DLAP_SDGE-APND,05/04/2019,59.11014
CAISO,DLAP_VEA-APND,05/04/2019,55.49008
CAISO,TH_NP15_GEN-APND,05/04/2019,55.51329
CAISO,TH_SP15_GEN-APND,05/04/2019,55.61191
CAISO,TH_ZP26_GEN-APND,05/04/2019,56.22686
CAISO,DLAP_PGAE-APND,05/05/2019,49.24163
CAISO,DLAP_SCE-APND,05/05/2019,48.76084
CAISO,DLAP_SDGE-APND,05/05/2019,50.12472
CAISO,DLAP_VEA-APND,05/05/2019,47.34791
CAISO,TH_NP15_GEN-APND,05/05/2019,46.91618
CAISO,TH_SP15_GEN-APND,05/05/2019,47.09771
CAISO,TH_ZP26_GEN-APND,05/05/2019,47.67662
CAISO,DLAP_PGAE-APND,05/06/2019,49.70574
CAISO,DLAP_SCE-APND,05/06/2019,48.84713
CAISO,DLAP_SDGE-APND,05/06/2019,50.3275
CAISO,DLAP_VEA-APND,05/06/2019,48.13162
CAISO,TH_NP15_GEN-APND,05/06/2019,47.02628
CAISO,TH_SP15_GEN-APND,05/06/2019,46.82397
CAISO,TH_ZP26_GEN-APND,05/06/2019,47.86022
CAISO,DLAP_PGAE-APND,05/07/2019,49.45711
CAISO,DLAP_SCE-APND,05/07/2019,49.3876
CAISO,DLAP_SDGE-APND,05/07/2019,68.02
CAISO,DLAP_VEA-APND,05/07/2019,47.8188
CAISO,TH_NP15_GEN-APND,05/07/2019,45.92664
CAISO,TH_SP15_GEN-APND,05/07/2019,47.96547
CAISO,TH_ZP26_GEN-APND,05/07/2019,47.82376
CAISO,DLAP_PGAE-APND,05/08/2019,53.25
CAISO,DLAP_SCE-APND,05/08/2019,52.25787
CAISO,DLAP_SDGE-APND,05/08/2019,57.13037
CAISO,DLAP_VEA-APND,05/08/2019,50.37963
CAISO,TH_NP15_GEN-APND,05/08/2019,48.00093
CAISO,TH_SP15_GEN-APND,05/08/2019,50.53817
CAISO,TH_ZP26_GEN-APND,05/08/2019,50.97206
CAISO,DLAP_PGAE-APND,05/09/2019,57.03238
CAISO,DLAP_SCE-APND,05/09/2019,55.89842
CAISO,DLAP_SDGE-APND,05/09/2019,60.49218
CAISO,DLAP_VEA-APND,05/09/2019,53.03961
CAISO,TH_NP15_GEN-APND,05/09/2019,52.79604
CAISO,TH_SP15_GEN-APND,05/09/2019,54.13512
CAISO,TH_ZP26_GEN-APND,05/09/2019,54.62839
CAISO,DLAP_PGAE-APND,05/10/2019,54.17
CAISO,DLAP_SCE-APND,05/10/2019,56.63936
CAISO,DLAP_SDGE-APND,05/10/2019,60.5746
CAISO,DLAP_VEA-APND,05/10/2019,50.88064
CAISO,TH_NP15_GEN-APND,05/10/2019,51.54559
CAISO,TH_SP15_GEN-APND,05/10/2019,55.94901
CAISO,TH_ZP26_GEN-APND,05/10/2019,55.94897
CAISO,DLAP_PGAE-APND,05/11/2019,55.67815
CAISO,DLAP_SCE-APND,05/11/2019,56.57588
CAISO,DLAP_SDGE-APND,05/11/2019,61.15388
CAISO,DLAP_VEA-APND,05/11/2019,53.25578
CAISO,TH_NP15_GEN-APND,05/11/2019,52.69382
CAISO,TH_SP15_GEN-APND,05/11/2019,54.30389
CAISO,TH_ZP26_GEN-APND,05/11/2019,54.14713
CAISO,DLAP_PGAE-APND,05/12/2019,47.42621
CAISO,DLAP_SCE-APND,05/12/2019,46.87376
CAISO,DLAP_SDGE-APND,05/12/2019,48.33753
CAISO,DLAP_VEA-APND,05/12/2019,45.59886
CAISO,TH_NP15_GEN-APND,05/12/2019,45.08266
CAISO,TH_SP15_GEN-APND,05/12/2019,45.23056
CAISO,TH_ZP26_GEN-APND,05/12/2019,45.74996
CAISO,DLAP_PGAE-APND,05/13/2019,46.63724
CAISO,DLAP_SCE-APND,05/13/2019,46.12184
CAISO,DLAP_SDGE-APND,05/13/2019,47.3616
CAISO,DLAP_VEA-APND,05/13/2019,44.01484
CAISO,TH_NP15_GEN-APND,05/13/2019,43.48
CAISO,TH_SP15_GEN-APND,05/13/2019,44.16701
CAISO,TH_ZP26_GEN-APND,05/13/2019,44.84029
CAISO,DLAP_PGAE-APND,05/14/2019,58.07138
CAISO,DLAP_SCE-APND,05/14/2019,57.24591
CAISO,DLAP_SDGE-APND,05/14/2019,60.5704
CAISO,DLAP_VEA-APND,05/14/2019,52.47533
CAISO,TH_NP15_GEN-APND,05/14/2019,53.08861
CAISO,TH_SP15_GEN-APND,05/14/2019,53.11
CAISO,TH_ZP26_GEN-APND,05/14/2019,55.63538
CAISO,DLAP_PGAE-APND,05/15/2019,62.94449
CAISO,DLAP_SCE-APND,05/15/2019,62.2426
CAISO,DLAP_SDGE-APND,05/15/2019,66.98702
CAISO,DLAP_VEA-APND,05/15/2019,46.14891
CAISO,TH_NP15_GEN-APND,05/15/2019,58.92477
CAISO,TH_SP15_GEN-APND,05/15/2019,58.81759
CAISO,TH_ZP26_GEN-APND,05/15/2019,60.72601
CAISO,DLAP_PGAE-APND,05/16/2019,62.21583
CAISO,DLAP_SCE-APND,05/16/2019,63.32366
CAISO,DLAP_SDGE-APND,05/16/2019,68.23171
CAISO,DLAP_VEA-APND,05/16/2019,45.76614
CAISO,TH_NP15_GEN-APND,05/16/2019,58.92296
CAISO,TH_SP15_GEN-APND,05/16/2019,59.68247
CAISO,TH_ZP26_GEN-APND,05/16/2019,61.2742
CAISO,DLAP_PGAE-APND,05/17/2019,58.06116
CAISO,DLAP_SCE-APND,05/17/2019,58.86212
CAISO,DLAP_SDGE-APND,05/17/2019,61.68321
CAISO,DLAP_VEA-APND,05/17/2019,45.73713
CAISO,TH_NP15_GEN-APND,05/17/2019,54.72977
CAISO,TH_SP15_GEN-APND,05/17/2019,55.53784
CAISO,TH_ZP26_GEN-APND,05/17/2019,56.34358
CAISO,DLAP_PGAE-APND,05/18/2019,53.50304
CAISO,DLAP_SCE-APND,05/18/2019,54.3468
CAISO,DLAP_SDGE-APND,05/18/2019,55.31402
CAISO,DLAP_VEA-APND,05/18/2019,43.74466
CAISO,TH_NP15_GEN-APND,05/18/2019,50.75
CAISO,TH_SP15_GEN-APND,05/18/2019,51.19639
CAISO,TH_ZP26_GEN-APND,05/18/2019,51.78307
CAISO,DLAP_PGAE-APND,05/19/2019,48.3824
CAISO,DLAP_SCE-APND,05/19/2019,48.38725
CAISO,DLAP_SDGE-APND,05/19/2019,50.08003
CAISO,DLAP_VEA-APND,05/19/2019,45.95347
CAISO,TH_NP15_GEN-APND,05/19/2019,46.20458
CAISO,TH_SP15_GEN-APND,05/19/2019,46.62171
CAISO,TH_ZP26_GEN-APND,05/19/2019,46.92729
CAISO,DLAP_PGAE-APND,05/20/2019,47.70534
CAISO,DLAP_SCE-APND,05/20/2019,49.33117
CAISO,DLAP_SDGE-APND,05/20/2019,50.25605
CAISO,DLAP_VEA-APND,05/20/2019,46.37296
CAISO,TH_NP15_GEN-APND,05/20/2019,45.33697
CAISO,TH_SP15_GEN-APND,05/20/2019,46.25852
CAISO,TH_ZP26_GEN-APND,05/20/2019,46.78861
CAISO,DLAP_PGAE-APND,05/21/2019,54.30748
CAISO,DLAP_SCE-APND,05/21/2019,57.54305
CAISO,DLAP_SDGE-APND,05/21/2019,57.35924
CAISO,DLAP_VEA-APND,05/21/2019,51.48778
CAISO,TH_NP15_GEN-APND,05/21/2019,51.78121
CAISO,TH_SP15_GEN-APND,05/21/2019,53.18053
CAISO,TH_ZP26_GEN-APND,05/21/2019,52.34291
CAISO,DLAP_PGAE-APND,05/22/2019,49.20335
CAISO,DLAP_SCE-APND,05/22/2019,48.51888
CAISO,DLAP_SDGE-APND,05/22/2019,49.59936
CAISO,DLAP_VEA-APND,05/22/2019,46.36433
CAISO,TH_NP15_GEN-APND,05/22/2019,45.17554
CAISO,TH_SP15_GEN-APND,05/22/2019,46.47526
CAISO,TH_ZP26_GEN-APND,05/22/2019,47.24284
CAISO,DLAP_PGAE-APND,05/23/2019,49.09489
CAISO,DLAP_SCE-APND,05/23/2019,48.45
CAISO,DLAP_SDGE-APND,05/23/2019,50.05246
CAISO,DLAP_VEA-APND,05/23/2019,46.16748
CAISO,TH_NP15_GEN-APND,05/23/2019,46.70098
CAISO,TH_SP15_GEN-APND,05/23/2019,46.48601
CAISO,TH_ZP26_GEN-APND,05/23/2019,47.16999
CAISO,DLAP_PGAE-APND,05/24/2019,56.25803
CAISO,DLAP_SCE-APND,05/24/2019,55.1874
CAISO,DLAP_SDGE-APND,05/24/2019,56.52011
CAISO,DLAP_VEA-APND,05/24/2019,53.55358
CAISO,TH_NP15_GEN-APND,05/24/2019,53.55916
CAISO,TH_SP15_GEN-APND,05/24/2019,53.24132
CAISO,TH_ZP26_GEN-APND,05/24/2019,54.23388
CAISO,DLAP_PGAE-APND,05/25/2019,51.18794
CAISO,DLAP_SCE-APND,05/25/2019,50.21322
CAISO,DLAP_SDGE-APND,05/25/2019,51.73622
CAISO,DLAP_VEA-APND,05/25/2019,48.85775
CAISO,TH_NP15_GEN-APND,05/25/2019,48.60392
CAISO,TH_SP15_GEN-APND,05/25/2019,48.51762
CAISO,TH_ZP26_GEN-APND,05/25/2019,49.31465
CAISO,DLAP_PGAE-APND,05/26/2019,39.25803
CAISO,DLAP_SCE-APND,05/26/2019,39.53025
CAISO,DLAP_SDGE-APND,05/26/2019,40.25221
CAISO,DLAP_VEA-APND,05/26/2019,38.34671
CAISO,TH_NP15_GEN-APND,05/26/2019,37.33675
CAISO,TH_SP15_GEN-APND,05/26/2019,38.11
CAISO,TH_ZP26_GEN-APND,05/26/2019,38.42167
CAISO,DLAP_PGAE-APND,05/27/2019,37.63131
CAISO,DLAP_SCE-APND,05/27/2019,37.47716
