date,max_lmp,location
2023-03-17,27.9,ARKANSAS.HUB
2023-03-18,35.68,ARKANSAS.HUB
2023-03-19,36.56,ARKANSAS.HUB
2023-03-20,64.56,ARKANSAS.HUB
2023-03-21,43.25,ARKANSAS.HUB
2023-03-22,27.07,ARKANSAS.HUB
2023-03-23,30.1,ARKANSAS.HUB
2023-03-24,34.07,ARKANSAS.HUB
2023-03-25,28.19,ARKANSAS.HUB
2023-03-26,30.39,ARKANSAS.HUB
2023-03-27,33.75,ARKANSAS.HUB
2023-03-28,33.21,ARKANSAS.HUB
2023-03-29,29.42,ARKANSAS.HUB
2023-03-30,31.37,ARKANSAS.HUB
2023-03-31,25.17,ARKANSAS.HUB
2023-04-01,28.6,ARKANSAS.HUB
2023-04-02,33.21,ARKANSAS.HUB
2023-04-03,33.37,ARKANSAS.HUB
2023-04-04,43.58,ARKANSAS.HUB
2023-04-05,38.34,ARKANSAS.HUB
2023-04-06,35.46,ARKANSAS.HUB
2023-04-07,40.72,ARKANSAS.HUB
2023-04-08,26.67,ARKANSAS.HUB
2023-04-09,28.05,ARKANSAS.HUB
2023-04-10,33.25,ARKANSAS.HUB
2023-04-11,31.07,ARKANSAS.HUB
2023-04-12,32.93,ARKANSAS.HUB
2023-04-13,44.12,ARKANSAS.HUB
2023-04-14,40.45,ARKANSAS.HUB
2023-04-15,38.89,ARKANSAS.HUB
2023-04-16,32.94,ARKANSAS.HUB
2023-04-17,31.78,ARKANSAS.HUB
2023-04-18,46.13,ARKANSAS.HUB
2023-04-19,49.17,ARKANSAS.HUB
2023-04-20,62.72,ARKANSAS.HUB
2023-04-21,49.14,ARKANSAS.HUB
2023-04-22,43.89,ARKANSAS.HUB
2023-04-23,34.57,ARKANSAS.HUB
2023-04-24,47.74,ARKANSAS.HUB
2023-04-25,40.83,ARKANSAS.HUB
2023-04-26,42.67,ARKANSAS.HUB
2023-04-27,43.13,ARKANSAS.HUB
2023-04-28,34.29,ARKANSAS.HUB
2023-04-29,29.43,ARKANSAS.HUB
2023-04-30,33.98,ARKANSAS.HUB
2023-05-01,35.57,ARKANSAS.HUB
2023-05-02,35.97,ARKANSAS.HUB
2023-05-03,40.34,ARKANSAS.HUB
2023-05-04,37.84,ARKANSAS.HUB
2023-05-05,37.05,ARKANSAS.HUB
2023-05-06,32.41,ARKANSAS.HUB
2023-05-07,41.44,ARKANSAS.HUB
2023-05-08,48.46,ARKANSAS.HUB
2023-05-09,42.59,ARKANSAS.HUB
2023-05-10,41.32,ARKANSAS.HUB
2023-05-11,39.03,ARKANSAS.HUB
2023-05-12,43.63,ARKANSAS.HUB
2023-05-13,46.37,ARKANSAS.HUB
2023-05-14,36.74,ARKANSAS.HUB
2023-05-15,41.8,ARKANSAS.HUB
2023-05-16,39.94,ARKANSAS.HUB
2023-05-17,37.07,ARKANSAS.HUB
2023-05-18,41.85,ARKANSAS.HUB
2023-05-19,36.9,ARKANSAS.HUB
2023-05-20,35.93,ARKANSAS.HUB
2023-05-21,37.91,ARKANSAS.HUB
2023-05-22,40.63,ARKANSAS.HUB
2023-05-23,48.92,ARKANSAS.HUB
2023-05-24,36.15,ARKANSAS.HUB
2023-05-25,27.88,ARKANSAS.HUB
2023-05-26,32.99,ARKANSAS.HUB
2023-05-27,27.86,ARKANSAS.HUB
2023-05-28,31.59,ARKANSAS.HUB
2023-05-29,40.23,ARKANSAS.HUB
2023-05-30,49.19,ARKANSAS.HUB
2023-05-31,42.37,ARKANSAS.HUB
2023-06-01,46.66,ARKANSAS.HUB
2023-06-02,55.57,ARKANSAS.HUB
2023-06-03,44.82,ARKANSAS.HUB
2023-06-04,39.54,ARKANSAS.HUB
2023-06-05,41.15,ARKANSAS.HUB
2023-06-06,33.93,ARKANSAS.HUB
2023-06-07,31.81,ARKANSAS.HUB
2023-06-08,37.81,ARKANSAS.HUB
2023-06-09,35.3,ARKANSAS.HUB
2023-06-10,31.34,ARKANSAS.HUB
2023-06-11,33.37,ARKANSAS.HUB
2023-06-12,32.93,ARKANSAS.HUB
2023-06-13,32.89,ARKANSAS.HUB
2023-06-14,42.35,ARKANSAS.HUB
2023-06-15,47.41,ARKANSAS.HUB
2023-06-16,46.71,ARKANSAS.HUB
2023-06-17,44.0,ARKANSAS.HUB
2023-06-18,35.37,ARKANSAS.HUB
2023-06-19,46.74,ARKANSAS.HUB
2023-06-20,47.1,ARKANSAS.HUB
2023-06-21,46.24,ARKANSAS.HUB
2023-06-22,36.74,ARKANSAS.HUB
2023-06-23,44.37,ARKANSAS.HUB
2023-06-24,55.86,ARKANSAS.HUB
2023-06-25,62.29,ARKANSAS.HUB
2023-06-26,61.14,ARKANSAS.HUB
2023-06-27,54.48,ARKANSAS.HUB
2023-06-28,75.89,ARKANSAS.HUB
2023-06-29,78.72,ARKANSAS.HUB
2023-06-30,80.71,ARKANSAS.HUB
2023-07-01,52.64,ARKANSAS.HUB
2023-07-02,46.7,ARKANSAS.HUB
2023-07-03,55.54,ARKANSAS.HUB
2023-07-04,47.22,ARKANSAS.HUB
2023-07-05,43.76,ARKANSAS.HUB
2023-07-06,38.0,ARKANSAS.HUB
2023-07-07,37.48,ARKANSAS.HUB
2023-07-08,34.59,ARKANSAS.HUB
2023-07-09,40.67,ARKANSAS.HUB
2023-07-10,45.5,ARKANSAS.HUB
2023-07-11,37.91,ARKANSAS.HUB
2023-07-12,48.74,ARKANSAS.HUB
2023-07-13,50.83,ARKANSAS.HUB
2023-07-14,50.76,ARKANSAS.HUB
2023-07-15,48.2,ARKANSAS.HUB
2023-07-16,49.19,ARKANSAS.HUB
2023-07-17,50.62,ARKANSAS.HUB
2023-07-18,54.7,ARKANSAS.HUB
2023-07-19,61.55,ARKANSAS.HUB
2023-07-20,46.39,ARKANSAS.HUB
2023-07-21,45.81,ARKANSAS.HUB
2023-07-22,44.45,ARKANSAS.HUB
2023-07-23,48.88,ARKANSAS.HUB
2023-07-24,59.23,ARKANSAS.HUB
2023-07-25,63.14,ARKANSAS.HUB
2023-07-26,58.74,ARKANSAS.HUB
2023-07-27,66.26,ARKANSAS.HUB
2023-07-28,71.68,ARKANSAS.HUB
2023-07-29,45.68,ARKANSAS.HUB
2023-07-30,48.98,ARKANSAS.HUB
2023-07-31,46.02,ARKANSAS.HUB
2023-08-01,51.5,ARKANSAS.HUB
2023-08-02,53.76,ARKANSAS.HUB
2023-08-03,64.81,ARKANSAS.HUB
2023-08-04,61.99,ARKANSAS.HUB
2023-08-05,64.64,ARKANSAS.HUB
2023-08-06,57.87,ARKANSAS.HUB
2023-08-07,46.75,ARKANSAS.HUB
2023-08-08,53.08,ARKANSAS.HUB
2023-08-09,55.9,ARKANSAS.HUB
2023-08-10,55.64,ARKANSAS.HUB
2023-08-11,56.86,ARKANSAS.HUB
2023-08-12,63.6,ARKANSAS.HUB
2023-08-13,58.38,ARKANSAS.HUB
2023-08-14,55.67,ARKANSAS.HUB
2023-08-15,49.44,ARKANSAS.HUB
2023-08-16,46.61,ARKANSAS.HUB
2023-08-17,46.9,ARKANSAS.HUB
2023-08-18,43.81,ARKANSAS.HUB
2023-08-19,52.77,ARKANSAS.HUB
2023-08-20,68.67,ARKANSAS.HUB
2023-08-21,101.22,ARKANSAS.HUB
2023-08-22,92.19,ARKANSAS.HUB
2023-08-23,102.71,ARKANSAS.HUB
2023-08-24,157.9,ARKANSAS.HUB
2023-08-25,79.43,ARKANSAS.HUB
2023-08-26,50.13,ARKANSAS.HUB
2023-08-27,38.18,ARKANSAS.HUB
2023-08-28,37.73,ARKANSAS.HUB
2023-08-29,31.16,ARKANSAS.HUB
2023-08-30,32.26,ARKANSAS.HUB
2023-08-31,29.85,ARKANSAS.HUB
2023-09-01,32.6,ARKANSAS.HUB
2023-09-02,26.46,ARKANSAS.HUB
2023-09-03,42.16,ARKANSAS.HUB
2023-09-04,51.9,ARKANSAS.HUB
2023-09-05,63.53,ARKANSAS.HUB
2023-09-06,57.05,ARKANSAS.HUB
2023-09-07,46.92,ARKANSAS.HUB
2023-09-08,44.33,ARKANSAS.HUB
2023-09-09,32.6,ARKANSAS.HUB
2023-09-10,37.24,ARKANSAS.HUB
2023-09-11,43.93,ARKANSAS.HUB
2023-09-12,36.78,ARKANSAS.HUB
2023-09-13,36.19,ARKANSAS.HUB
2023-09-14,36.65,ARKANSAS.HUB
2023-09-15,38.73,ARKANSAS.HUB
2023-09-16,40.95,ARKANSAS.HUB
2023-09-17,38.24,ARKANSAS.HUB
2023-09-18,40.71,ARKANSAS.HUB
2023-09-19,42.98,ARKANSAS.HUB
2023-09-20,44.3,ARKANSAS.HUB
2023-09-21,48.09,ARKANSAS.HUB
2023-09-22,46.42,ARKANSAS.HUB
2023-09-23,49.76,ARKANSAS.HUB
2023-09-24,41.16,ARKANSAS.HUB
2023-09-25,43.65,ARKANSAS.HUB
2023-09-26,47.24,ARKANSAS.HUB
2023-09-27,52.18,ARKANSAS.HUB
2023-09-28,53.8,ARKANSAS.HUB
2023-09-29,58.24,ARKANSAS.HUB
2023-09-30,53.6,ARKANSAS.HUB
2023-10-01,60.62,ARKANSAS.HUB
2023-10-02,70.96,ARKANSAS.HUB
2023-10-03,63.05,ARKANSAS.HUB
2023-10-04,56.15,ARKANSAS.HUB
2023-10-05,32.82,ARKANSAS.HUB
2023-10-06,32.75,ARKANSAS.HUB
2023-10-07,30.25,ARKANSAS.HUB
2023-10-08,39.29,ARKANSAS.HUB
2023-10-09,51.44,ARKANSAS.HUB
2023-10-10,57.56,ARKANSAS.HUB
2023-10-11,40.12,ARKANSAS.HUB
2023-10-12,39.12,ARKANSAS.HUB
2023-10-13,37.92,ARKANSAS.HUB
2023-10-14,36.97,ARKANSAS.HUB
2023-10-15,42.36,ARKANSAS.HUB
2023-10-16,50.07,ARKANSAS.HUB
2023-10-17,41.35,ARKANSAS.HUB
2023-10-18,38.91,ARKANSAS.HUB
2023-10-19,55.56,ARKANSAS.HUB
2023-10-20,49.79,ARKANSAS.HUB
2023-10-21,44.27,ARKANSAS.HUB
2023-10-22,48.06,ARKANSAS.HUB
2023-10-23,57.82,ARKANSAS.HUB
2023-10-24,46.29,ARKANSAS.HUB
2023-10-25,47.8,ARKANSAS.HUB
2023-10-26,39.13,ARKANSAS.HUB
2023-10-27,39.17,ARKANSAS.HUB
2023-10-28,45.09,ARKANSAS.HUB
2023-10-29,47.5,ARKANSAS.HUB
2023-10-30,47.96,ARKANSAS.HUB
2023-10-31,57.28,ARKANSAS.HUB
2023-11-01,71.16,ARKANSAS.HUB
2023-11-02,57.92,ARKANSAS.HUB
2023-11-03,43.39,ARKANSAS.HUB
2023-11-04,36.98,ARKANSAS.HUB
2023-11-05,45.41,ARKANSAS.HUB
2023-11-06,44.8,ARKANSAS.HUB
2023-11-07,39.41,ARKANSAS.HUB
2023-11-08,40.4,ARKANSAS.HUB
2023-11-09,35.13,ARKANSAS.HUB
2023-11-10,31.81,ARKANSAS.HUB
2023-11-11,27.29,ARKANSAS.HUB
2023-11-12,35.16,ARKANSAS.HUB
2023-11-13,32.48,ARKANSAS.HUB
2023-11-14,35.19,ARKANSAS.HUB
2023-11-15,29.16,ARKANSAS.HUB
2023-11-16,32.41,ARKANSAS.HUB
2023-11-17,33.68,ARKANSAS.HUB
2023-11-18,32.03,ARKANSAS.HUB
2023-11-19,32.86,ARKANSAS.HUB
2023-11-20,36.53,ARKANSAS.HUB
2023-11-21,32.43,ARKANSAS.HUB
2023-11-22,42.07,ARKANSAS.HUB
2023-11-23,30.86,ARKANSAS.HUB
2023-11-24,30.02,ARKANSAS.HUB
2023-11-25,34.64,ARKANSAS.HUB
2023-11-26,34.25,ARKANSAS.HUB
2023-11-27,43.42,ARKANSAS.HUB
2023-11-28,58.34,ARKANSAS.HUB
2023-11-29,60.58,ARKANSAS.HUB
2023-11-30,35.44,ARKANSAS.HUB
2023-12-01,29.83,ARKANSAS.HUB
2023-12-02,30.13,ARKANSAS.HUB
2023-12-03,27.29,ARKANSAS.HUB
2023-12-04,37.12,ARKANSAS.HUB
2023-12-05,44.62,ARKANSAS.HUB
2023-12-06,54.22,ARKANSAS.HUB
2023-12-07,57.71,ARKANSAS.HUB
2023-12-08,29.13,ARKANSAS.HUB
2023-12-09,30.2,ARKANSAS.HUB
2023-12-10,35.54,ARKANSAS.HUB
2023-12-11,58.23,ARKANSAS.HUB
2023-12-12,36.82,ARKANSAS.HUB
2023-12-13,33.7,ARKANSAS.HUB
2023-12-14,36.43,ARKANSAS.HUB
2023-12-15,27.38,ARKANSAS.HUB
2023-12-16,24.78,ARKANSAS.HUB
2023-12-17,23.53,ARKANSAS.HUB
2023-12-18,33.74,ARKANSAS.HUB
2023-12-19,53.07,ARKANSAS.HUB
2023-12-20,42.6,ARKANSAS.HUB
2023-12-21,29.57,ARKANSAS.HUB
2023-12-22,24.9,ARKANSAS.HUB
2023-12-23,23.28,ARKANSAS.HUB
2023-12-24,22.86,ARKANSAS.HUB
2023-12-25,24.37,ARKANSAS.HUB
2023-12-26,31.9,ARKANSAS.HUB
2023-12-27,30.4,ARKANSAS.HUB
2023-12-28,28.85,ARKANSAS.HUB
2023-12-29,30.34,ARKANSAS.HUB
2023-12-30,29.5,ARKANSAS.HUB
2023-12-31,24.74,ARKANSAS.HUB
2024-01-01,26.42,ARKANSAS.HUB
2024-01-02,41.67,ARKANSAS.HUB
2024-01-03,33.63,ARKANSAS.HUB
2024-01-04,46.57,ARKANSAS.HUB
2024-01-05,39.49,ARKANSAS.HUB
2024-01-06,27.9,ARKANSAS.HUB
2024-01-07,25.98,ARKANSAS.HUB
2024-01-08,32.46,ARKANSAS.HUB
2024-01-09,29.51,ARKANSAS.HUB
2024-01-10,47.05,ARKANSAS.HUB
2024-01-11,39.75,ARKANSAS.HUB
2024-01-12,35.88,ARKANSAS.HUB
2024-01-13,154.75,ARKANSAS.HUB
2024-01-14,190.53,ARKANSAS.HUB
2024-01-15,162.77,ARKANSAS.HUB
2024-01-16,171.72,ARKANSAS.HUB
2024-01-17,280.17,ARKANSAS.HUB
2024-01-18,74.69,ARKANSAS.HUB
2024-01-19,37.67,ARKANSAS.HUB
2024-01-20,57.08,ARKANSAS.HUB
2024-01-21,40.81,ARKANSAS.HUB
2024-01-22,35.85,ARKANSAS.HUB
2024-01-23,26.18,ARKANSAS.HUB
2024-01-24,28.26,ARKANSAS.HUB
2024-01-25,27.3,ARKANSAS.HUB
2024-01-26,27.49,ARKANSAS.HUB
2024-01-27,27.83,ARKANSAS.HUB
2024-01-28,31.02,ARKANSAS.HUB
2024-01-29,45.73,ARKANSAS.HUB
2024-01-30,31.84,ARKANSAS.HUB
2024-01-31,26.23,ARKANSAS.HUB
2024-02-01,34.48,ARKANSAS.HUB
2024-02-02,23.77,ARKANSAS.HUB
2024-02-03,19.64,ARKANSAS.HUB
2024-02-04,22.85,ARKANSAS.HUB
2024-02-05,27.28,ARKANSAS.HUB
2024-02-06,33.87,ARKANSAS.HUB
2024-02-07,30.43,ARKANSAS.HUB
2024-02-08,23.27,ARKANSAS.HUB
2024-02-09,22.24,ARKANSAS.HUB
2024-02-10,25.97,ARKANSAS.HUB
2024-02-11,26.43,ARKANSAS.HUB
2024-02-12,26.58,ARKANSAS.HUB
2024-02-13,45.6,ARKANSAS.HUB
2024-02-14,30.96,ARKANSAS.HUB
2024-02-15,24.14,ARKANSAS.HUB
2024-02-16,21.29,ARKANSAS.HUB
2024-02-17,21.64,ARKANSAS.HUB
2024-02-18,26.98,ARKANSAS.HUB
2024-02-19,41.74,ARKANSAS.HUB
2024-02-20,39.1,ARKANSAS.HUB
2024-02-21,23.02,ARKANSAS.HUB
2024-02-22,19.68,ARKANSAS.HUB
2024-02-23,19.6,ARKANSAS.HUB
2024-02-24,19.62,ARKANSAS.HUB
2024-02-25,24.33,ARKANSAS.HUB
2024-02-26,30.45,ARKANSAS.HUB
2024-02-27,25.4,ARKANSAS.HUB
2024-02-28,24.68,ARKANSAS.HUB
2024-02-29,33.1,ARKANSAS.HUB
2024-03-01,26.97,ARKANSAS.HUB
2024-03-02,26.65,ARKANSAS.HUB
2024-03-03,24.92,ARKANSAS.HUB
2024-03-04,29.05,ARKANSAS.HUB
2024-03-05,29.77,ARKANSAS.HUB
2024-03-06,31.35,ARKANSAS.HUB
2024-03-07,26.74,ARKANSAS.HUB
2024-03-08,30.31,ARKANSAS.HUB
2024-03-09,28.08,ARKANSAS.HUB
2024-03-10,24.75,ARKANSAS.HUB
2024-03-11,32.53,ARKANSAS.HUB
2024-03-12,26.76,ARKANSAS.HUB
2024-03-13,25.21,ARKANSAS.HUB
2024-03-14,30.27,ARKANSAS.HUB
2024-03-15,31.73,ARKANSAS.HUB
2024-03-16,26.64,ARKANSAS.HUB
2024-03-17,31.51,ARKANSAS.HUB
2024-03-18,29.87,ARKANSAS.HUB
2024-03-19,50.33,ARKANSAS.HUB
2024-03-20,31.93,ARKANSAS.HUB
2024-03-21,24.93,ARKANSAS.HUB
2024-03-22,26.62,ARKANSAS.HUB
2024-03-23,24.26,ARKANSAS.HUB
2024-03-24,23.95,ARKANSAS.HUB
2024-03-25,30.87,ARKANSAS.HUB
2024-03-26,26.96,ARKANSAS.HUB
2024-03-27,34.18,ARKANSAS.HUB
2024-03-28,47.66,ARKANSAS.HUB
2024-03-29,24.36,ARKANSAS.HUB
2024-03-30,23.61,ARKANSAS.HUB
2024-03-31,28.19,ARKANSAS.HUB
2024-04-01,28.04,ARKANSAS.HUB
2024-04-02,29.11,ARKANSAS.HUB
2024-04-03,24.1,ARKANSAS.HUB
2024-04-04,24.57,ARKANSAS.HUB
2024-04-05,29.98,ARKANSAS.HUB
2024-04-06,28.55,ARKANSAS.HUB
2024-04-07,27.27,ARKANSAS.HUB
2024-04-08,29.92,ARKANSAS.HUB
2024-04-09,38.12,ARKANSAS.HUB
2024-04-10,28.74,ARKANSAS.HUB
2024-04-11,26.61,ARKANSAS.HUB
2024-04-12,30.36,ARKANSAS.HUB
2024-04-13,30.18,ARKANSAS.HUB
2024-04-14,37.96,ARKANSAS.HUB
2024-04-15,39.48,ARKANSAS.HUB
2024-04-16,42.73,ARKANSAS.HUB
2024-04-17,43.43,ARKANSAS.HUB
2024-04-18,44.37,ARKANSAS.HUB
2024-04-19,37.84,ARKANSAS.HUB
2024-04-20,32.76,ARKANSAS.HUB
2024-04-21,35.36,ARKANSAS.HUB
2024-04-22,32.51,ARKANSAS.HUB
2024-04-23,28.72,ARKANSAS.HUB
2024-04-24,35.15,ARKANSAS.HUB
2024-04-25,32.9,ARKANSAS.HUB
2024-04-26,33.91,ARKANSAS.HUB
2024-04-27,35.93,ARKANSAS.HUB
2024-04-28,36.42,ARKANSAS.HUB
2024-04-29,37.58,ARKANSAS.HUB
2024-04-30,44.68,ARKANSAS.HUB
2024-05-01,46.13,ARKANSAS.HUB
2024-05-02,41.75,ARKANSAS.HUB
2024-05-03,42.67,ARKANSAS.HUB
2024-05-04,36.27,ARKANSAS.HUB
2024-05-05,39.11,ARKANSAS.HUB
2024-05-06,59.01,ARKANSAS.HUB
2024-05-07,51.06,ARKANSAS.HUB
2024-05-08,53.0,ARKANSAS.HUB
2024-05-09,62.11,ARKANSAS.HUB
2024-05-10,50.16,ARKANSAS.HUB
2024-05-11,39.5,ARKANSAS.HUB
2024-05-12,36.42,ARKANSAS.HUB
2024-05-13,38.55,ARKANSAS.HUB
2024-05-14,33.49,ARKANSAS.HUB
2024-05-15,35.02,ARKANSAS.HUB
2024-05-16,35.32,ARKANSAS.HUB
2024-05-17,33.45,ARKANSAS.HUB
2024-05-18,33.35,ARKANSAS.HUB
2024-05-19,48.73,ARKANSAS.HUB
2024-05-20,60.55,ARKANSAS.HUB
2024-05-21,60.48,ARKANSAS.HUB
2024-05-22,40.24,ARKANSAS.HUB
2024-05-23,40.52,ARKANSAS.HUB
2024-05-24,47.98,ARKANSAS.HUB
2024-05-25,41.3,ARKANSAS.HUB
2024-05-26,37.42,ARKANSAS.HUB
2024-05-27,33.84,ARKANSAS.HUB
2024-05-28,33.5,ARKANSAS.HUB
2024-05-29,27.9,ARKANSAS.HUB
2024-05-30,26.68,ARKANSAS.HUB
2024-05-31,25.75,ARKANSAS.HUB
2024-06-01,27.44,ARKANSAS.HUB
2024-06-02,28.67,ARKANSAS.HUB
2024-06-03,33.85,ARKANSAS.HUB
2024-06-04,46.48,ARKANSAS.HUB
2024-06-05,43.18,ARKANSAS.HUB
2024-06-06,45.24,ARKANSAS.HUB
2024-06-07,34.55,ARKANSAS.HUB
2024-06-08,31.21,ARKANSAS.HUB
2024-06-09,32.2,ARKANSAS.HUB
2024-06-10,30.89,ARKANSAS.HUB
2024-06-11,30.2,ARKANSAS.HUB
2024-06-12,40.76,ARKANSAS.HUB
2024-06-13,46.74,ARKANSAS.HUB
2024-06-14,51.19,ARKANSAS.HUB
2024-06-15,48.71,ARKANSAS.HUB
2024-06-16,38.62,ARKANSAS.HUB
2024-06-17,34.38,ARKANSAS.HUB
2024-06-18,38.02,ARKANSAS.HUB
2024-06-19,41.46,ARKANSAS.HUB
2024-06-20,53.09,ARKANSAS.HUB
2024-06-21,64.04,ARKANSAS.HUB
2024-06-22,51.45,ARKANSAS.HUB
2024-06-23,51.0,ARKANSAS.HUB
2024-06-24,65.12,ARKANSAS.HUB
2024-06-25,58.17,ARKANSAS.HUB
2024-06-26,45.29,ARKANSAS.HUB
2024-06-27,35.89,ARKANSAS.HUB
2024-06-28,34.6,ARKANSAS.HUB
2024-06-29,41.42,ARKANSAS.HUB
2024-06-30,37.54,ARKANSAS.HUB
2024-07-01,50.28,ARKANSAS.HUB
2024-07-02,51.13,ARKANSAS.HUB
2024-07-03,55.15,ARKANSAS.HUB
2024-07-04,41.79,ARKANSAS.HUB
2024-07-05,37.31,ARKANSAS.HUB
2024-07-06,32.38,ARKANSAS.HUB
2024-07-07,43.82,ARKANSAS.HUB
2024-07-08,41.81,ARKANSAS.HUB
2024-07-09,30.72,ARKANSAS.HUB
2024-07-10,38.06,ARKANSAS.HUB
2024-07-11,49.37,ARKANSAS.HUB
2024-07-12,43.18,ARKANSAS.HUB
2024-07-13,46.83,ARKANSAS.HUB
2024-07-14,42.04,ARKANSAS.HUB
2024-07-15,53.26,ARKANSAS.HUB
2024-07-16,59.19,ARKANSAS.HUB
2024-07-17,37.58,ARKANSAS.HUB
2024-07-18,33.84,ARKANSAS.HUB
2024-07-19,29.51,ARKANSAS.HUB
2024-07-20,31.47,ARKANSAS.HUB
2024-07-21,26.04,ARKANSAS.HUB
2024-07-22,27.07,ARKANSAS.HUB
2024-07-23,28.32,ARKANSAS.HUB
2024-07-24,26.65,ARKANSAS.HUB
2024-07-25,36.36,ARKANSAS.HUB
2024-07-26,33.0,ARKANSAS.HUB
2024-07-27,28.27,ARKANSAS.HUB
2024-07-28,32.89,ARKANSAS.HUB
2024-07-29,48.73,ARKANSAS.HUB
2024-07-30,36.49,ARKANSAS.HUB
2024-07-31,55.07,ARKANSAS.HUB
2024-08-01,56.2,ARKANSAS.HUB
2024-08-02,43.43,ARKANSAS.HUB
2024-08-03,37.8,ARKANSAS.HUB
2024-08-04,39.74,ARKANSAS.HUB
2024-08-05,47.36,ARKANSAS.HUB
2024-08-06,36.47,ARKANSAS.HUB
2024-08-07,33.79,ARKANSAS.HUB
2024-08-08,33.29,ARKANSAS.HUB
2024-08-09,29.71,ARKANSAS.HUB
2024-08-10,30.53,ARKANSAS.HUB
2024-08-11,33.83,ARKANSAS.HUB
2024-08-12,40.54,ARKANSAS.HUB
2024-08-13,45.89,ARKANSAS.HUB
2024-08-14,40.2,ARKANSAS.HUB
2024-08-15,57.76,ARKANSAS.HUB
2024-08-16,54.73,ARKANSAS.HUB
2024-08-17,43.9,ARKANSAS.HUB
2024-08-18,42.34,ARKANSAS.HUB
2024-08-19,39.32,ARKANSAS.HUB
2024-08-20,40.75,ARKANSAS.HUB
2024-08-21,30.14,ARKANSAS.HUB
2024-08-22,31.36,ARKANSAS.HUB
2024-08-23,34.73,ARKANSAS.HUB
2024-08-24,49.53,ARKANSAS.HUB
2024-08-25,58.08,ARKANSAS.HUB
2024-08-26,77.38,ARKANSAS.HUB
2024-08-27,74.05,ARKANSAS.HUB
2024-08-28,57.3,ARKANSAS.HUB
2024-08-29,33.87,ARKANSAS.HUB
